lower,node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc
apt,948,apt,@pt,8,6,2,6,2,0.25,0.266666667,0.4,1
aptitude,949,aptitude,@pt|tud,2,1,1,2,0,1,-1,1,-1
aquarium,954,aquarium,xkw@rixm,1,1,0,0,1,-1,-1,-1,-1
aquarius,955,Aquarius,xkw@rixs,1,1,0,0,1,-1,-1,-1,-1
arab,960,Arab,@rxb,3,2,1,0,3,0.333333333,1,-1,0.333333333
arable,964,arable,@rxbL,4,1,3,3,1,0.166666667,-1,0.333333333,-1
arbitrate,971,arbitrate,arbxtret,1,0,1,0,1,-1,-1,-1,-1
arbitrator,973,arbitrator,arbxtretX,1,0,1,0,1,-1,-1,-1,-1
arbor,974,arbor,arbX,5,3,2,2,3,0.4,1,1,1
arboreal,975,arboreal,arboriL,1,1,0,1,0,-1,-1,-1,-1
arc,979,arc,ark,11,3,8,7,4,0.490909091,1,1,1
arcade,980,arcade,arked,1,1,0,0,1,-1,-1,-1,-1
arcane,981,arcane,arken,2,2,0,0,2,0,0,-1,0
arch,982,arch,arC,8,3,5,3,5,0.321428571,1,1,0.6
archaic,984,archaic,arkeIk,1,1,0,0,1,-1,-1,-1,-1
archer,989,archer,arCX,5,3,2,0,5,0.3,1,-1,0.3
archery,990,archery,arCXi,3,2,1,2,1,0.333333333,1,1,-1
architectural,998,architectural,ark|tEkCXL,1,0,1,0,1,-1,-1,-1,-1
architecture,999,architecture,ark|tEkCX,1,0,1,0,1,-1,-1,-1,-1
archon,1003,archon,arkan,2,2,0,1,1,0,0,-1,-1
arctic,1005,arctic,arktIk,1,1,0,0,1,-1,-1,-1,-1
ardor,1007,ardor,ardX,5,4,1,2,3,0.3,0.5,0,1
are,1009,are,ar,19,6,13,14,5,0.304093567,0.666666667,0.505494505,0.6
area,1010,area,@rix,4,2,2,1,3,0.166666667,0,-1,0.333333333
arena,1011,arena,xrinx,1,0,1,1,0,-1,-1,-1,-1
argent,1012,argent,arJ|nt,2,0,2,2,0,1,-1,1,-1
argon,1014,argon,argan,1,1,0,1,0,-1,-1,-1,-1
argot,1016,argot,argo,2,0,2,2,0,1,-1,1,-1
aria,1022,aria,arix,1,1,0,1,0,-1,-1,-1,-1
arid,1023,arid,@rxd,4,3,1,2,2,0.166666667,0.333333333,0,1
aridity,1024,aridity,@rId|ti,1,0,1,1,0,-1,-1,-1,-1
aright,1026,aright,xrYt,8,5,3,6,2,0.285714286,0.3,0.466666667,1
arise,1027,arise,xrYz,7,4,3,4,3,0.142857143,0,0.333333333,0.333333333
arm,1034,arm,arm,9,3,6,3,6,0.277777778,1,1,0.466666667
armor,1044,armor,armX,6,4,2,0,6,0.333333333,0.5,-1,0.333333333
armorial,1045,armorial,armoriL,2,1,1,2,0,0,-1,0,-1
armory,1046,armory,armXi,4,2,2,2,2,0.333333333,1,1,1
army,1048,army,armi,4,2,2,0,4,0.333333333,0,-1,0.333333333
aroma,1050,aroma,xromx,1,1,0,0,1,-1,-1,-1,-1
aromatic,1051,aromatic,@rxm@tIk,3,2,1,3,0,0.333333333,1,0.333333333,-1
around,1052,around,xrWnd,4,2,2,4,0,0.333333333,0,0.333333333,-1
arouse,1053,arouse,xrWz,4,3,1,3,1,0.5,0.333333333,1,-1
arraign,1055,arraign,xren,10,7,3,8,2,0.355555556,0.523809524,0.571428571,0
arrange,1056,arrange,xrenJ,3,1,2,2,1,0.333333333,-1,1,-1
arrant,1057,arrant,@rxnt,3,1,2,2,1,0,-1,0,-1
arras,1058,arras,@rxs,5,4,1,2,3,0.1,0.166666667,0,0.333333333
array,1059,array,xre,12,9,3,10,2,0.348484848,0.444444444,0.511111111,0
arrest,1061,arrest,xrEst,5,3,2,5,0,0.4,0.333333333,0.4,-1
arrival,1062,arrival,xrYvL,1,0,1,1,0,-1,-1,-1,-1
arrogate,1064,arrogate,@rxget,2,1,1,2,0,0,-1,0,-1
arrow,1065,arrow,@ro,18,11,7,16,2,0.300653595,0.418181818,0.375,1
arson,1071,arson,arsN,1,0,1,1,0,-1,-1,-1,-1
art,1072,art,art,13,4,9,8,5,0.346153846,0.5,0.75,0.6
artery,1076,artery,artXi,3,2,1,2,1,0.333333333,1,1,-1
article,1081,article,artIkL,2,1,1,2,0,0,-1,0,-1
artisan,1089,artisan,art|z|n,1,0,1,1,0,-1,-1,-1,-1
artist,1090,artist,art|st,1,1,0,0,1,-1,-1,-1,-1
artiste,1091,artiste,artist,1,1,0,0,1,-1,-1,-1,-1
artless,1094,artless,artlxs,1,0,1,1,0,-1,-1,-1,-1
arty,1095,arty,arti,5,1,4,2,3,0.1,-1,1,0
arum,1096,arum,@rM,5,3,2,3,2,0.2,0.333333333,0.333333333,1
aryan,1097,Aryan,@rixn,2,0,2,1,1,0,-1,-1,-1
as,1098,as,@z,13,9,4,7,6,0.282051282,0.5,0.285714286,1
ascend,1101,ascend,xsEnd,6,5,1,5,1,0.4,0.6,0.6,-1
ascension,1104,ascension,xsEnC|n,1,1,0,1,0,-1,-1,-1,-1
ascent,1105,ascent,xsEnt,4,3,1,3,1,0.166666667,0.333333333,0.333333333,-1
ascertain,1106,ascertain,@sXten,1,1,0,1,0,-1,-1,-1,-1
ascetic,1107,ascetic,xsEtIk,1,1,0,1,0,-1,-1,-1,-1
ascribe,1108,ascribe,xskrYb,1,0,1,1,0,-1,-1,-1,-1
aseptic,1109,aseptic,esEptIk,1,0,1,1,0,-1,-1,-1,-1
asexual,1110,asexual,esEkSuL,1,0,1,1,0,-1,-1,-1,-1
ash,1111,ash,@S,17,6,11,10,7,0.441176471,1,1,0.714285714
ashen,1113,ashen,@S|n,5,1,4,5,0,0.3,-1,0.3,-1
ashore,1115,ashore,xSor,3,2,1,2,1,0,0,0,-1
ashy,1116,ashy,@Si,5,3,2,4,1,0.3,1,0.5,-1
aside,1118,aside,xsYd,5,4,1,3,2,0.2,0.333333333,0.333333333,1
ask,1121,ask,@sk,8,3,5,5,3,0.321428571,0.333333333,0.6,1
askew,1123,askew,xskyu,1,0,1,1,0,-1,-1,-1,-1
aslant,1124,aslant,xsl@nt,1,0,1,1,0,-1,-1,-1,-1
asleep,1125,asleep,xslip,1,0,1,1,0,-1,-1,-1,-1
asp,1126,asp,@sp,7,3,4,4,3,0.285714286,0.333333333,0.5,1
aspire,1138,aspire,xspYr,1,0,1,1,0,-1,-1,-1,-1
ass,1140,ass,@s,21,10,11,11,10,0.19047619,0.466666667,0.381818182,0.4
assail,1141,assail,xsel,2,1,1,2,0,0,-1,0,-1
assault,1143,assault,xsclt,2,0,2,2,0,0,-1,0,-1
assay,1144,assay,@se,7,4,3,4,3,0.19047619,0.166666667,0.166666667,1
assert,1148,assert,xsRt,3,3,0,2,1,0.333333333,0.333333333,1,-1
assess,1150,assess,xsEs,1,0,1,1,0,-1,-1,-1,-1
asset,1151,asset,@sEt,1,0,1,1,0,-1,-1,-1,-1
assign,1156,assign,xsYn,5,4,1,3,2,0.2,0.166666667,0.333333333,1
assist,1160,assist,xsIst,1,0,1,1,0,-1,-1,-1,-1
assize,1162,assize,xsYz,4,3,1,2,2,0.166666667,0.333333333,0,1
assort,1167,assort,xsort,2,1,1,2,0,0,-1,0,-1
assuage,1168,assuage,xsweJ,1,0,1,1,0,-1,-1,-1,-1
assure,1172,assure,xSUr,6,4,2,4,2,0.2,0.5,0.5,0
assured,1173,assured,xSUrd,1,0,1,0,1,-1,-1,-1,-1
aster,1175,aster,@stX,10,6,4,10,0,0.266666667,0.466666667,0.266666667,-1
astern,1177,astern,xstRn,2,0,2,1,1,0,-1,-1,-1
astir,1182,astir,xstR,2,0,2,1,1,0,-1,-1,-1
astraddle,1185,astraddle,xstr@dL,1,0,1,1,0,-1,-1,-1,-1
astral,1187,astral,@strL,1,1,0,1,0,-1,-1,-1,-1
astray,1188,astray,xstre,1,0,1,1,0,-1,-1,-1,-1
astride,1189,astride,xstrYd,1,0,1,1,0,-1,-1,-1,-1
asunder,1200,asunder,xs^ndX,1,0,1,1,0,-1,-1,-1,-1
at,1203,at,@t,31,12,19,23,8,0.249462366,0.454545455,0.391304348,0.571428571
ate,1206,ate,et,27,14,13,17,10,0.282051282,0.472527473,0.514705882,0.644444444
atheism,1208,atheism,eTiIzM,1,0,1,1,0,-1,-1,-1,-1
atheistic,1210,atheistic,eTiIstIk,1,0,1,1,0,-1,-1,-1,-1
athirst,1212,athirst,xTRst,2,1,1,2,0,0,-1,0,-1
athwart,1215,athwart,xTwort,1,0,1,1,0,-1,-1,-1,-1
atilt,1216,atilt,xtIlt,2,1,1,2,0,1,-1,1,-1
atoll,1220,atoll,@tcl,2,1,1,2,0,1,-1,1,-1
atom,1221,atom,@tM,5,4,1,3,2,0.2,0.166666667,0.333333333,1
atomic,1222,atomic,xtamIk,1,0,1,0,1,-1,-1,-1,-1
atomics,1223,atomics,xtamIks,1,0,1,0,1,-1,-1,-1,-1
atomize,1224,atomize,@txmYz,1,1,0,1,0,-1,-1,-1,-1
atonal,1225,atonal,etonL,2,0,2,1,1,0,-1,-1,-1
atonality,1226,atonality,eton@l|ti,1,0,1,1,0,-1,-1,-1,-1
atonally,1227,atonally,etonLi,1,0,1,0,1,-1,-1,-1,-1
atone,1228,atone,xton,5,4,1,3,2,0.2,0.166666667,0.333333333,1
atop,1229,atop,xtap,2,1,1,2,0,1,-1,1,-1
atrium,1230,atrium,etrixm,1,1,0,1,0,-1,-1,-1,-1
attach,1235,attach,xt@C,1,1,0,0,1,-1,-1,-1,-1
attack,1238,attack,xt@k,4,3,1,3,1,0.166666667,0,0.333333333,-1
attain,1239,attain,xten,7,5,2,4,3,0.095238095,0.2,0.166666667,0.333333333
attaint,1243,attaint,xtent,2,0,2,1,1,0,-1,-1,-1
attar,1244,attar,@tX,18,6,12,16,2,0.235294118,0.266666667,0.291666667,1
attempt,1245,attempt,xtEmpt,1,0,1,1,0,-1,-1,-1,-1
attend,1246,attend,xtEnd,5,4,1,5,0,0.6,1,0.6,-1
attention,1248,attention,xtEnC|n,2,1,1,2,0,0,-1,0,-1
attest,1251,attest,xtEst,2,1,1,2,0,0,-1,0,-1
attic,1253,attic,@tIk,4,1,3,4,0,0.166666667,-1,0.166666667,-1
attire,1254,attire,xtYr,2,1,1,2,0,0,-1,0,-1
attitude,1255,attitude,@t|tud,3,0,3,3,0,0.333333333,-1,0.333333333,-1
attract,1258,attract,xtr@kt,1,0,1,1,0,-1,-1,-1,-1
attraction,1259,attraction,xtr@kS|n,1,0,1,1,0,-1,-1,-1,-1
attrition,1264,attrition,xtrIS|n,1,0,1,1,0,-1,-1,-1,-1
attune,1265,attune,xtun,3,2,1,1,2,0.333333333,1,-1,1
atypical,1266,atypical,etIpIkL,1,0,1,1,0,-1,-1,-1,-1
auction,1268,auction,ckS|n,2,2,0,2,0,0,0,0,-1
audibility,1273,audibility,cdxbIl|ti,1,1,0,1,0,-1,-1,-1,-1
audit,1280,audit,cd|t,2,1,1,1,1,0,-1,-1,-1
audition,1281,audition,cdIS|n,2,2,0,2,0,1,1,1,-1
auditor,1282,auditor,cd|tX,1,0,1,0,1,-1,-1,-1,-1
auditory,1284,auditory,cd|tori,1,0,1,1,0,-1,-1,-1,-1
auger,1285,auger,cgX,4,4,0,4,0,0.333333333,0.333333333,0.333333333,-1
aught,1286,aught,ct,23,10,13,15,8,0.249011858,0.466666667,0.485714286,0.428571429
auk,1291,auk,ck,16,8,8,11,5,0.308333333,0.428571429,0.490909091,1
auld,1292,auld,cld,4,1,3,2,2,0,-1,0,0
aura,1293,aura,crx,2,2,0,1,1,0,0,-1,-1
aural,1294,aural,crL,7,3,4,6,1,0.285714286,0,0.4,-1
aureate,1296,aureate,crixt,1,0,1,1,0,-1,-1,-1,-1
aureole,1297,aureole,criol,2,2,0,2,0,1,1,1,-1
auricle,1298,auricle,crIkL,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
aurora,1301,aurora,xrorx,1,1,0,0,1,-1,-1,-1,-1
austere,1304,austere,cstIr,1,0,1,1,0,-1,-1,-1,-1
austral,1306,austral,cstrL,1,1,0,1,0,-1,-1,-1,-1
author,1312,author,cTX,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
auto,1319,auto,cto,4,2,2,2,2,0.333333333,0,1,1
autumn,1337,autumn,ctM,4,3,1,2,2,0.333333333,0.333333333,1,1
auxin,1340,auxin,cks|n,2,2,0,2,0,0,0,0,-1
avail,1341,avail,xvel,2,1,1,2,0,0,-1,0,-1
avarice,1344,avarice,@vXxs,1,1,0,1,0,-1,-1,-1,-1
avast,1346,avast,xv@st,2,1,1,2,0,0,-1,0,-1
avaunt,1348,avaunt,xvcnt,2,1,1,2,0,0,-1,0,-1
avenge,1350,avenge,xvEnJ,1,1,0,0,1,-1,-1,-1,-1
aver,1352,aver,xvR,5,2,3,1,4,0.2,0,-1,0.333333333
averse,1355,averse,xvRs,4,2,2,2,2,0.166666667,0,0,1
aversion,1356,aversion,xvRZ|n,1,0,1,1,0,-1,-1,-1,-1
avert,1357,avert,xvRt,5,4,1,3,2,0.2,0.166666667,0.333333333,1
avian,1358,avian,evixn,1,1,0,1,0,-1,-1,-1,-1
aviary,1359,aviary,eviEri,1,1,0,1,0,-1,-1,-1,-1
avid,1363,avid,@vxd,1,1,0,1,0,-1,-1,-1,-1
avidity,1364,avidity,xvId|ti,1,1,0,1,0,-1,-1,-1,-1
avocation,1369,avocation,@vxkeS|n,1,1,0,1,0,-1,-1,-1,-1
avoid,1370,avoid,xvOd,3,1,2,3,0,0.333333333,-1,0.333333333,-1
avouch,1372,avouch,xvWC,2,0,2,1,1,0,-1,-1,-1
avow,1373,avow,xvW,5,2,3,2,3,0.1,0,0,0.333333333
await,1375,await,xwet,6,4,2,4,2,0.2,0.166666667,0.333333333,1
awake,1376,awake,xwek,4,2,2,2,2,0.333333333,0,1,1
awaken,1377,awaken,xwek|n,1,0,1,1,0,-1,-1,-1,-1
award,1378,award,xword,5,4,1,5,0,0.4,0.5,0.4,-1
aware,1379,aware,xwEr,4,3,1,4,0,0.5,0.333333333,0.5,-1
awash,1380,awash,xwcS,1,0,1,1,0,-1,-1,-1,-1
awe,1381,awe,c,20,4,16,15,5,0.373684211,1,0.580952381,1
aweary,1382,aweary,xwIri,2,1,1,2,0,1,-1,1,-1
aweigh,1383,aweigh,xwe,6,3,3,4,2,0.2,0.333333333,0.333333333,1
awful,1386,awful,cfL,4,3,1,1,3,0.5,0.333333333,-1,1
awhile,1387,awhile,xhwYl,2,1,1,1,1,0,-1,-1,-1
awhirl,1388,awhirl,xhwRl,2,1,1,1,1,0,-1,-1,-1
awn,1390,awn,cn,16,9,7,11,5,0.291666667,0.444444444,0.454545455,1
awning,1391,awning,cnIG,2,2,0,2,0,0,0,0,-1
awol,1392,AWOL,ewcl,1,0,1,1,0,-1,-1,-1,-1
awry,1393,awry,xrY,9,6,3,6,3,0.444444444,0.666666667,1,0.333333333
axe,1394,axe,@ks,9,4,5,6,3,0.138888889,0.166666667,0.266666667,0
axial,1395,axial,@ksiL,2,1,1,0,2,0,-1,-1,0
axis,1398,axis,@ks|s,1,1,0,0,1,-1,-1,-1,-1
axle,1399,axle,@ksL,2,0,2,0,2,0,-1,-1,0
ay,1400,ay,Y,25,4,21,21,4,0.496666667,1,0.676190476,1
ayah,1401,ayah,Yx,7,4,3,3,4,0.380952381,0.5,0.333333333,1
azure,1405,azure,@ZX,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
b,1406,b,bi,35,24,11,20,15,0.331092437,0.56884058,0.810526316,0.40952381
babble,1407,babble,b@bL,12,12,0,8,4,0.287878788,0.287878788,0.464285714,1
babe,1408,babe,beb,13,10,3,2,11,0.487179487,0.644444444,1,0.672727273
babel,1409,Babel,bebL,16,14,2,12,4,0.275,0.285714286,0.46969697,0.333333333
baby,1412,baby,bebi,5,4,1,3,2,0.2,0.166666667,0.333333333,1
back,1418,back,b@k,32,28,4,20,12,0.245967742,0.312169312,0.389473684,0.727272727
bacon,1425,bacon,bek|n,5,5,0,5,0,0.4,0.4,0.4,-1
bad,1428,bad,b@d,30,27,3,19,11,0.28045977,0.316239316,0.444444444,0.836363636
badge,1429,badge,b@J,13,12,1,2,11,0.576923077,0.681818182,0,0.818181818
badger,1430,badger,b@JX,3,2,1,0,3,0.333333333,1,-1,0.333333333
baffle,1433,baffle,b@fL,6,5,1,1,5,0.4,0.6,-1,0.6
bag,1434,bag,b@g,28,26,2,17,11,0.293650794,0.338461538,0.485294118,0.818181818
bagel,1437,bagel,begL,3,3,0,1,2,0.333333333,0.333333333,-1,1
baggy,1439,baggy,b@gi,3,2,1,2,1,0.333333333,1,1,-1
bagnio,1440,bagnio,b@nyo,1,1,0,0,1,-1,-1,-1,-1
baht,1442,baht,bat,34,31,3,26,8,0.290552585,0.346236559,0.452307692,0.571428571
bail,1443,bail,bel,33,30,3,24,9,0.337121212,0.354022989,0.514492754,1
bailiff,1444,bailiff,belxf,1,1,0,1,0,-1,-1,-1,-1
bailsman,1446,bailsman,belzmxn,1,1,0,1,0,-1,-1,-1,-1
bairn,1447,bairn,bErn,6,5,1,3,3,0.266666667,0.2,0.333333333,1
bait,1448,bait,bet,33,29,4,23,10,0.278409091,0.315270936,0.434782609,0.822222222
baize,1449,baize,bez,22,19,3,13,9,0.303030303,0.34502924,0.435897436,1
bake,1450,bake,bek,29,26,3,20,9,0.295566502,0.310769231,0.442105263,1
bald,1457,bald,bcld,4,2,2,3,1,0.166666667,1,0.333333333,-1
baleen,1462,baleen,bxlin,3,3,0,0,3,0.333333333,0.333333333,-1,0.333333333
balk,1464,balk,bck,19,18,1,15,4,0.321637427,0.320261438,0.466666667,1
ball,1465,ball,bcl,24,21,3,19,5,0.297101449,0.342857143,0.444444444,0.6
ballad,1466,ballad,b@lxd,3,3,0,3,0,1,1,1,-1
ballast,1467,ballast,b@l|st,1,0,1,0,1,-1,-1,-1,-1
ballet,1470,ballet,b@le,1,1,0,1,0,-1,-1,-1,-1
balloon,1472,balloon,bxlun,2,2,0,1,1,0,0,-1,-1
ballot,1473,ballot,b@l|t,6,5,1,5,1,0.266666667,0.4,0.4,-1
balm,1476,balm,bam,13,12,1,6,7,0.269230769,0.318181818,0.4,0.714285714
balsa,1477,balsa,bclsx,1,0,1,0,1,-1,-1,-1,-1
balsam,1478,balsam,bclsxm,1,0,1,0,1,-1,-1,-1,-1
ban,1482,ban,b@n,30,25,5,17,13,0.245977011,0.313333333,0.426470588,0.628205128
banana,1485,banana,b|n@nx,1,0,1,0,1,-1,-1,-1,-1
band,1486,band,b@nd,19,13,6,14,5,0.222222222,0.333333333,0.373626374,0.4
bandage,1487,bandage,b@ndIJ,1,1,0,1,0,-1,-1,-1,-1
bandoleer,1494,bandoleer,b@ndxlIr,1,1,0,1,0,-1,-1,-1,-1
bandy,1497,bandy,b@ndi,6,4,2,4,2,0.2,0.5,0.5,0
bane,1498,bane,ben,32,28,4,23,9,0.278225806,0.335978836,0.403162055,1
bang,1499,bang,b@G,19,18,1,8,11,0.391812865,0.431372549,0.75,0.836363636
bangle,1500,bangle,b@GgL,8,7,1,8,0,0.75,0.714285714,0.75,-1
bani,1501,bani,bani,7,7,0,3,4,0.19047619,0.19047619,0.333333333,0.5
banish,1502,banish,b@nIS,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
banister,1503,banister,b@n|stX,2,2,0,2,0,0,0,0,-1
banjo,1504,banjo,b@nJo,1,1,0,0,1,-1,-1,-1,-1
bank,1505,bank,b@Gk,15,11,4,12,3,0.457142857,0.654545455,0.696969697,0.666666667
banner,1508,banner,b@nX,10,8,2,4,6,0.177777778,0.178571429,0.5,0.266666667
banns,1510,banns,b@nz,5,4,1,1,4,0.3,0.166666667,-1,0.5
banshee,1513,banshee,b@nSi,1,1,0,0,1,-1,-1,-1,-1
bantam,1514,bantam,b@ntxm,1,1,0,1,0,-1,-1,-1,-1
banter,1515,banter,b@ntX,4,2,2,2,2,0.166666667,0,0,0
bantu,1517,Bantu,b@ntu,1,1,0,0,1,-1,-1,-1,-1
banyan,1518,banyan,b@nyxn,2,2,0,2,0,0,0,0,-1
bar,1524,bar,bar,24,17,7,12,12,0.257246377,0.338235294,0.590909091,0.484848485
barb,1525,barb,barb,10,6,4,1,9,0.4,0.666666667,-1,0.5
barbed,1532,barbed,barbd,3,1,2,0,3,0.666666667,-1,-1,0.666666667
barber,1534,barber,barbX,6,4,2,2,4,0.2,0.166666667,1,0.333333333
bard,1539,bard,bard,19,17,2,11,8,0.30994152,0.345588235,0.672727273,0.571428571
bare,1540,bare,bEr,26,21,5,18,8,0.332307692,0.433333333,0.620915033,0.464285714
bargain,1541,bargain,barg|n,1,1,0,1,0,-1,-1,-1,-1
barge,1542,barge,barJ,9,8,1,3,6,0.5,0.464285714,1,1
bark,1545,bark,bark,15,11,4,7,8,0.352380952,0.454545455,1,0.571428571
barker,1547,barker,barkX,3,2,1,0,3,0.333333333,1,-1,0.333333333
barley,1548,barley,barli,1,1,0,1,0,-1,-1,-1,-1
barn,1549,barn,barn,11,10,1,5,6,0.345454545,0.311111111,0.4,1
baron,1554,baron,b@rxn,1,0,1,0,1,-1,-1,-1,-1
barony,1557,barony,b@rxni,1,0,1,0,1,-1,-1,-1,-1
baroque,1558,baroque,bXok,1,1,0,1,0,-1,-1,-1,-1
barouche,1559,barouche,bxruS,1,1,0,1,0,-1,-1,-1,-1
barrel,1564,barrel,b@rL,7,7,0,2,5,0.285714286,0.285714286,0,0.6
barrier,1567,barrier,b@riX,3,3,0,3,0,1,1,1,-1
barrister,1568,barrister,b@r|stX,1,1,0,1,0,-1,-1,-1,-1
barrow,1570,barrow,b@ro,10,9,1,7,3,0.355555556,0.305555556,0.714285714,0.333333333
barter,1572,barter,bartX,6,6,0,4,2,0.466666667,0.466666667,1,1
basal,1573,basal,besL,6,5,1,1,5,0.266666667,0.2,-1,0.4
basalt,1574,basalt,bxsclt,1,0,1,1,0,-1,-1,-1,-1
base,1576,base,bes,27,20,7,15,12,0.253561254,0.352631579,0.466666667,0.606060606
bash,1578,bash,b@S,24,21,3,14,10,0.333333333,0.39047619,0.516483516,1
bashful,1579,bashful,b@SfL,1,0,1,0,1,-1,-1,-1,-1
basil,1581,basil,b@zL,6,6,0,2,4,0.4,0.4,0,1
basin,1584,basin,besN,8,7,1,5,3,0.25,0.238095238,0.4,1
basis,1585,basis,bes|s,1,1,0,1,0,-1,-1,-1,-1
bask,1586,bask,b@sk,10,7,3,5,5,0.244444444,0.19047619,0.6,0.5
basket,1587,basket,b@sk|t,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
bass,1588,bass,b@s,23,18,5,10,13,0.272727273,0.379084967,0.422222222,0.641025641
basso,1590,basso,b@so,6,5,1,1,5,0.266666667,0.2,-1,0.4
bast,1593,bast,b@st,18,15,3,14,4,0.267973856,0.352380952,0.406593407,0.666666667
bastard,1594,bastard,b@stXd,1,1,0,1,0,-1,-1,-1,-1
baste,1595,baste,best,16,14,2,12,4,0.291666667,0.351648352,0.46969697,0.666666667
bat,1598,bat,b@t,40,33,7,25,15,0.238461538,0.314393939,0.446666667,0.495238095
batch,1599,batch,b@C,20,20,0,10,10,0.347368421,0.347368421,0.466666667,1
bath,1600,bath,b@T,17,17,0,7,10,0.397058824,0.397058824,0.428571429,1
bathe,1601,bathe,beD,10,9,1,1,9,0.8,0.777777778,-1,1
bathetic,1602,bathetic,bxTEtIk,1,1,0,1,0,-1,-1,-1,-1
bathos,1604,bathos,beTas,1,1,0,1,0,-1,-1,-1,-1
baths,1605,baths,b@Dz,2,2,0,1,1,0,0,-1,-1
batman,1607,batman,b@tmxn,2,1,1,1,1,0,-1,-1,-1
batsman,1610,batsman,b@tsmxn,1,0,1,0,1,-1,-1,-1,-1
batteau,1612,batteau,b@to,7,6,1,1,6,0.333333333,0.266666667,-1,0.466666667
batten,1613,batten,b@tN,11,10,1,7,4,0.272727273,0.266666667,0.428571429,1
batter,1614,batter,b@tX,19,15,4,12,7,0.228070175,0.266666667,0.46969697,0.333333333
battery,1615,battery,b@tXi,1,0,1,0,1,-1,-1,-1,-1
batting,1616,batting,b@tIG,4,4,0,4,0,0.166666667,0.166666667,0.166666667,-1
battle,1617,battle,b@tL,14,13,1,6,8,0.208791209,0.205128205,0.466666667,0.428571429
bauble,1618,bauble,bcbL,5,5,0,5,0,1,1,1,-1
bawdy,1620,bawdy,bcdi,3,3,0,3,0,1,1,1,-1
bay,1621,bay,be,35,22,13,17,18,0.277310924,0.545454545,0.779411765,0.37254902
bayou,1624,bayou,bYu,8,6,2,3,5,0.5,0.466666667,0.666666667,1
beach,1627,beach,biC,18,14,4,11,7,0.261437908,0.296703297,0.345454545,1
beacon,1629,beacon,bik|n,4,4,0,4,0,0.166666667,0.166666667,0.166666667,-1
bead,1630,bead,bid,26,21,5,17,9,0.224615385,0.304761905,0.375,0.611111111
beadle,1631,beadle,bidL,6,5,1,2,4,0.133333333,0.1,0,0.333333333
beagle,1632,beagle,bigL,6,5,1,4,2,0.266666667,0.2,0.5,1
beak,1633,beak,bik,28,23,5,19,9,0.256613757,0.312252964,0.432748538,0.638888889
beaked,1634,beaked,bikt,5,3,2,1,4,0.3,0,-1,0.5
beaker,1635,beaker,bikX,4,3,1,1,3,0.166666667,0,-1,0.333333333
beam,1636,beam,bim,16,14,2,9,7,0.283333333,0.307692308,0.361111111,1
bean,1637,bean,bin,25,23,2,17,8,0.29,0.320158103,0.485294118,0.75
beanie,1638,beanie,bini,6,5,1,5,1,0.2,0.3,0.3,-1
beard,1639,beard,bIrd,6,4,2,3,3,0.2,0.166666667,0.333333333,0.666666667
bearing,1640,bearing,b@rIG,4,3,1,4,0,0.166666667,0.333333333,0.166666667,-1
beast,1642,beast,bist,13,11,2,11,2,0.358974359,0.436363636,0.490909091,1
beat,1643,beat,bit,33,26,7,22,11,0.236742424,0.326153846,0.437229437,0.436363636
beaten,1644,beaten,bitN,6,4,2,4,2,0.266666667,0.5,0.5,1
beau,1648,beau,bo,32,20,12,15,17,0.288306452,0.521052632,0.866666667,0.367647059
beauty,1654,beauty,byuti,3,0,3,2,1,0,-1,0,-1
beaux,1655,beaux,boz,18,17,1,10,8,0.339869281,0.330882353,0.533333333,1
beaver,1656,beaver,bivX,3,3,0,1,2,0,0,-1,0
beck,1659,beck,bEk,19,19,0,14,5,0.30994152,0.30994152,0.472527473,1
beckon,1660,beckon,bEk|n,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
become,1662,become,bxk^m,1,1,0,1,0,-1,-1,-1,-1
bed,1664,bed,bEd,25,21,4,19,6,0.233333333,0.319047619,0.350877193,0.666666667
bedew,1668,bedew,bidu,2,1,1,0,2,1,-1,-1,1
beechen,1675,beechen,biC|n,1,1,0,1,0,-1,-1,-1,-1
beef,1676,beef,bif,15,13,2,8,7,0.352380952,0.384615385,0.571428571,1
been,1678,been,bIn,27,25,2,19,8,0.307692308,0.323333333,0.50877193,0.75
beer,1679,beer,bIr,29,26,3,21,8,0.399014778,0.443076923,0.666666667,0.785714286
beetle,1681,beetle,bitL,6,5,1,2,4,0.2,0.2,1,0.333333333
beeves,1682,beeves,bivz,5,4,1,4,1,0.6,0.5,1,-1
befall,1683,befall,bxfcl,2,2,0,0,2,0,0,-1,0
befog,1685,befog,bxfcg,1,1,0,0,1,-1,-1,-1,-1
befoul,1687,befoul,bxfWl,2,1,1,1,1,0,-1,-1,-1
beg,1690,beg,bEg,14,13,1,8,6,0.252747253,0.294871795,0.464285714,0.666666667
beggar,1692,beggar,bEgX,3,2,1,1,2,0,0,-1,0
begin,1693,begin,bxgIn,1,1,0,0,1,-1,-1,-1,-1
