Item,IsWord,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
adhesive,TRUE,3,7,586,9,2,2,47,532,24,4585279,8,1
adipose,TRUE,3,6,701,4,0,0,4,62,4,427809,5,NA
adjacent,TRUE,3,7,658,5,0,0,68,2987,107,9869232,3,1
adjectival,TRUE,4,9,868,9,0,0,0,29,0,77761,6,2
adjective,TRUE,3,7,548,10,1,1,25,487,62,1177613,8,1
adjectives,TRUE,3,8,644,10,1,1,25,477,41,768358,8,2
adjoin,TRUE,2,4,513,7,4,1,0,15,0,76889,5,1
adjoined,TRUE,2,5,798,7,4,0,1,25,0,75455,5,2
adjoining,TRUE,3,6,579,7,2,0,57,791,38,1784248,5,2
adjoins,TRUE,2,5,759,7,6,1,5,32,0,126192,5,2
adjourn,TRUE,2,4,576,8,6,1,66,82,26,957864,5,1
adjudged,TRUE,2,5,571,8,2,1,3,37,8,248983,5,2
adjudication,TRUE,5,10,805,11,0,0,9,229,27,1126202,8,2
adjunct,TRUE,2,6,431,8,2,1,7,887,42,2100139,7,1
adjure,TRUE,2,5,473,5,0,0,1,4,0,22956,3,1
adjustable,TRUE,4,9,662,11,1,1,16,1172,83,11757528,10,2
adjusted,TRUE,3,7,502,8,1,1,92,4153,219,10733092,7,2
adjusting,TRUE,3,7,529,7,1,0,121,1814,157,3162584,7,2
adjustment,TRUE,3,9,662,11,1,1,158,4574,217,12343670,10,2
adjustments,TRUE,3,10,788,11,1,1,71,2162,211,6774522,10,3
adjusts,TRUE,2,4,660,7,4,1,9,510,21,1269156,5,2
administer,TRUE,4,9,572,11,1,1,85,1187,170,3754648,10,1
administered,TRUE,4,10,631,11,1,0,76,3845,236,7379068,10,2
administering,TRUE,5,11,656,11,0,0,24,659,83,2536998,10,2
administration,TRUE,5,13,658,15,3,1,387,39849,15626,77516145,14,2
administrative,TRUE,5,13,823,15,1,0,82,5407,382,38339299,13,2
administratively,TRUE,6,15,1018,15,0,0,0,98,16,487278,12,3
administrator,TRUE,5,12,750,14,0,1,84,3209,429,29590100,12,2
administrators,TRUE,5,13,997,15,1,3,18,6341,231,11370681,12,3
admirable,TRUE,4,8,501,9,2,1,133,792,91,886460,7,2
admiral,TRUE,3,6,420,8,2,2,845,2158,907,2895065,7,1
admirals,TRUE,3,7,595,8,1,3,29,206,65,300467,7,2
admiralty,TRUE,4,8,565,8,0,0,34,146,3,1086346,7,1
admiration,TRUE,4,8,848,11,2,1,107,1607,197,1261297,9,2
admire,TRUE,2,5,535,7,3,5,722,2376,577,2196307,6,1
admired,TRUE,3,6,519,7,0,3,187,2474,304,1387645,5,2
admirers,TRUE,3,7,616,8,0,2,49,596,48,422079,5,3
admiring,TRUE,3,7,534,9,0,0,141,831,55,535814,8,2
admiringly,TRUE,4,9,858,9,0,0,0,141,7,46385,8,3
admissible,TRUE,4,9,582,9,0,0,37,182,77,1064978,8,1
admission,TRUE,3,7,490,10,4,2,181,4560,491,16358995,8,1
admissions,TRUE,3,8,668,10,3,2,111,1714,250,12907686,8,2
admit,TRUE,2,5,539,6,2,3,3019,8160,2002,8780656,6,1
admits,TRUE,2,6,519,6,1,1,105,4456,892,2899936,6,2
admitted,TRUE,3,7,496,9,0,0,467,7330,1728,8784950,7,2
admittedly,TRUE,4,9,670,9,0,0,47,1153,129,1234230,7,3
admitting,TRUE,3,7,456,7,1,0,157,1378,364,1294545,6,2
admonishing,TRUE,4,9,636,9,1,0,2,89,6,63512,9,2
admonishments,TRUE,4,12,888,13,0,1,1,27,2,20465,9,3
admonition,TRUE,4,9,641,11,1,1,5,261,25,280386,10,1
admonitions,TRUE,4,10,757,11,1,1,1,201,8,99527,10,2
ado,TRUE,2,3,347,4,18,29,77,253,60,1581917,4,1
adobe,TRUE,3,5,461,6,2,1,24,891,21,27540578,6,1
adolescence,TRUE,4,9,828,10,3,0,44,2354,100,1550535,9,1
adolescent,TRUE,4,9,569,11,3,2,94,5636,146,5577666,10,1
adolescents,TRUE,4,10,775,11,3,2,29,7866,103,3642412,10,2
adopt,TRUE,2,5,544,6,5,3,238,4518,761,11272756,6,1
adopted,TRUE,3,7,518,7,1,4,430,8751,1322,22973240,7,2
adopting,TRUE,3,7,567,7,2,1,60,1927,252,3730959,7,2
adoption,TRUE,3,7,645,9,1,1,239,4983,886,17860735,8,2
adoptions,TRUE,3,8,648,9,1,1,7,460,112,988101,8,3
adoptive,TRUE,3,7,576,7,2,1,30,940,257,1222288,7,2
adopts,TRUE,2,6,616,6,4,2,11,421,40,1514082,6,2
adorable,TRUE,4,8,585,7,0,0,537,996,437,2593887,5,2
adoration,TRUE,4,7,571,6,2,0,30,361,29,542469,4,2
adored,TRUE,2,5,561,6,9,4,125,774,160,534832,5,2
adores,TRUE,2,5,649,6,7,6,91,203,32,166195,5,2
adorned,TRUE,2,6,601,6,3,1,8,767,27,821725,6,2
adornment,TRUE,3,9,596,6,0,0,4,161,3,188644,6,2
adrenaline,TRUE,4,9,559,10,1,1,168,1210,192,1708838,8,1
adriatic,TRUE,4,8,543,6,0,0,8,268,29,516843,6,NA
adroitness,TRUE,3,8,649,7,0,0,1,12,2,16902,6,2
ads,TRUE,1,3,441,4,44,40,258,6658,2208,54519053,3,NA
adult,TRUE,2,5,436,6,6,4,729,14517,1770,97585771,6,1
adulterate,TRUE,4,8,642,11,1,2,1,4,0,22140,9,1
adulterers,TRUE,4,8,713,10,1,1,7,36,8,63274,8,2
adultery,TRUE,4,7,539,8,1,0,99,713,208,976493,7,1
adulthood,TRUE,3,8,630,6,0,0,37,1731,113,1187666,6,2
adults,TRUE,2,6,575,7,3,4,488,15961,1734,32847475,6,2
advance,TRUE,2,6,619,8,2,4,815,9807,1470,44747527,7,1
advanced,TRUE,2,7,778,8,2,4,451,10892,824,173427591,7,2
advancement,TRUE,3,10,631,12,1,1,63,1786,120,5205341,11,2
advancements,TRUE,3,11,961,12,1,1,8,259,19,675545,11,3
advances,TRUE,3,8,828,8,4,6,148,3768,404,9067771,7,2
advancing,TRUE,3,8,604,7,2,0,76,1899,212,2978593,8,2
advantage,TRUE,3,8,650,10,2,8,1125,14834,2451,32965940,9,1
advantageous,TRUE,4,10,802,10,0,0,20,512,37,1241584,5,2
advantages,TRUE,4,10,697,10,2,8,144,4083,351,12569435,9,2
advent,TRUE,2,6,521,7,1,3,24,1440,68,4025478,7,1
adventure,TRUE,3,7,635,10,4,5,685,4968,552,34813106,8,1
adventurers,TRUE,4,9,688,11,3,4,11,240,16,651398,9,2
adventures,TRUE,3,8,615,11,4,6,184,2284,198,13967725,8,2
adventuring,TRUE,4,9,681,10,0,0,4,31,2,159383,9,NA
adventurous,TRUE,4,9,729,9,1,0,62,833,97,1398567,8,2
adverb,TRUE,2,5,532,7,4,2,10,59,9,278164,6,1
adversaries,TRUE,4,9,756,10,1,0,31,893,142,612163,9,2
adversary,TRUE,4,8,675,9,1,0,77,865,126,1103245,9,1
adverse,TRUE,2,5,542,8,5,1,36,2279,210,11157534,6,1
adversely,TRUE,3,7,638,8,0,0,11,633,52,2446151,6,2
adversity,TRUE,4,8,607,7,1,0,54,723,122,775305,6,2
advert,TRUE,2,5,477,7,3,4,13,34,3,5431594,6,1
advertise,TRUE,3,7,760,10,3,4,84,929,183,81966158,8,1
advertised,TRUE,3,8,744,10,2,3,52,1249,182,4179189,8,2
advertisement,TRUE,4,11,729,14,1,1,61,896,137,34681885,12,2
advertisements,TRUE,4,12,842,14,1,2,25,1278,93,7341945,12,3
advertisers,TRUE,4,9,820,12,2,4,24,1298,242,12223306,9,3
advertising,TRUE,4,9,615,12,2,0,379,7996,1358,90212964,10,2
advice,TRUE,2,5,650,5,4,3,2447,14583,3472,71278594,5,1
advisable,TRUE,4,9,715,8,0,0,40,277,25,1440101,7,2
advise,TRUE,2,5,627,7,4,6,622,1955,471,8325087,6,1
advised,TRUE,2,6,626,8,3,4,267,3469,583,9436986,6,2
advisedly,TRUE,4,9,683,8,1,0,5,25,7,33392,7,3
adviser,TRUE,3,6,567,8,7,8,53,4697,1712,4911485,7,2
advises,TRUE,3,7,655,7,4,6,24,1753,76,1656922,7,2
advising,TRUE,3,7,652,6,1,0,68,1095,265,4072641,7,2
advisor,TRUE,3,6,585,8,7,5,225,1489,410,25723253,7,2
advisors,TRUE,3,7,683,8,6,5,66,1074,183,6279476,7,3
advisory,TRUE,4,7,597,8,5,4,51,3213,361,24001180,8,1
advocacy,TRUE,4,8,633,7,0,0,15,3695,278,9478772,7,1
advocate,TRUE,3,7,595,9,2,4,113,4550,972,7767738,8,1
advocated,TRUE,4,9,563,9,1,4,18,1703,193,1208897,8,2
advocates,TRUE,3,8,704,9,3,5,17,5780,673,4941568,8,2
advocating,TRUE,4,9,615,9,1,0,17,1405,361,1350796,9,2
aebaxleh,FALSE,3,5,480,NA,1,NA,0,0,0,0,5,NA
aebplihkt,FALSE,2,7,452,NA,0,NA,0,0,0,0,5,NA
aebsteysihz,FALSE,3,8,728,NA,0,NA,0,0,0,0,6,NA
aebstraxmaynshaxriy,FALSE,5,13,944,NA,0,NA,0,0,0,0,6,NA
aebstrihrz,FALSE,2,8,776,NA,0,NA,0,0,0,0,6,NA
aechaxrawnt,FALSE,3,7,552,NA,0,NA,0,0,0,0,4,NA
aechaxtayk,FALSE,3,6,656,NA,0,NA,0,0,0,0,4,NA
aechaxtiytaxrs,FALSE,4,9,688,NA,0,NA,0,0,0,0,4,NA
aedaxkrehk,FALSE,3,7,560,NA,0,NA,0,0,0,0,5,NA
aedaxlawn,FALSE,3,6,560,NA,1,NA,0,0,0,0,5,NA
aedaxlihzihks,FALSE,4,9,736,NA,0,NA,0,0,0,0,5,NA
aedbaetihk,FALSE,3,7,552,NA,0,NA,0,0,0,0,3,NA
aedmaxfliyr,FALSE,3,8,776,NA,0,NA,0,0,0,0,5,NA
aedmehlihyhaxz,FALSE,4,10,736,NA,0,NA,0,0,0,0,4,NA
aedneys,FALSE,2,5,629,NA,0,NA,0,0,0,0,4,NA
aedsteyzaxn,FALSE,3,8,723,NA,0,NA,0,0,0,0,5,NA
aedveypt,FALSE,2,6,554,NA,0,NA,0,0,0,0,4,NA
aedweys,FALSE,2,5,525,NA,0,NA,0,0,0,0,4,NA
aef,FALSE,1,2,363,NA,52,NA,0,0,0,0,3,NA
aefbley,FALSE,2,5,528,NA,0,NA,0,0,0,0,3,NA
aefbleyz,FALSE,2,6,622,NA,0,NA,0,0,0,0,3,NA
aefiyfnowshaxn,FALSE,4,9,712,NA,0,NA,0,0,0,0,4,NA
aefskiynaxs,FALSE,3,8,746,NA,0,NA,0,0,0,0,3,NA
aeglaxrjhd,FALSE,2,7,632,NA,0,NA,0,0,0,0,4,NA
aegliy,FALSE,2,4,448,NA,32,NA,0,0,0,0,4,NA
aegriys,FALSE,2,5,623,NA,4,NA,0,0,0,0,5,NA
aehhihz,FALSE,2,4,520,NA,3,NA,0,0,0,0,3,NA
aekaxdihsaxs,FALSE,4,8,724,NA,0,NA,0,0,0,0,5,NA
aekihkaxsihng,FALSE,4,8,736,NA,0,NA,0,0,0,0,4,NA
aekiy,FALSE,2,3,358,NA,77,NA,0,0,0,0,4,NA
aeklaxk,FALSE,2,5,558,NA,2,NA,0,0,0,0,5,NA
aeklaxrv,FALSE,2,6,632,NA,0,NA,0,0,0,0,5,NA
aeklaxvihks,FALSE,3,8,656,NA,0,NA,0,0,0,0,5,NA
aeklaxvihkts,FALSE,3,9,704,NA,0,NA,0,0,0,0,5,NA
aeklaxviytaxrs,FALSE,4,10,720,NA,0,NA,0,0,0,0,5,NA
aekmaxtuwz,FALSE,3,7,760,NA,0,NA,0,0,0,0,5,NA
aeksaadiyz,FALSE,3,7,688,NA,0,NA,0,0,0,0,5,NA
aeksaxn,FALSE,2,5,480,NA,31,NA,0,0,0,0,5,NA
aekshaxzeymax,FALSE,4,8,648,NA,0,NA,0,0,0,0,5,NA
aekspawaxbaxl,FALSE,4,9,768,NA,0,NA,0,0,0,0,4,NA
aeksuhsh,FALSE,2,5,600,NA,0,NA,0,0,0,0,4,NA
aekwehmey,FALSE,3,6,616,NA,0,NA,0,0,0,0,4,NA
aelaxrayk,FALSE,3,6,606,NA,0,NA,0,0,0,0,4,NA
aelaxsowliynz,FALSE,4,9,784,NA,0,NA,0,0,0,0,5,NA
aelkaangk,FALSE,2,6,580,NA,0,NA,0,0,0,0,5,NA
aelkyaxr,FALSE,2,6,608,NA,0,NA,0,0,0,0,4,NA
aelstehkiyahnshaxl,FALSE,5,12,872,NA,0,NA,0,0,0,0,4,NA
aelstraansihk,FALSE,3,10,768,NA,0,NA,0,0,0,0,4,NA
aelts,FALSE,1,4,424,NA,23,NA,0,0,0,0,4,NA
aelwiyn,FALSE,2,5,632,NA,6,NA,0,0,0,0,4,NA
aemaxmuwn,FALSE,3,6,536,NA,0,NA,0,0,0,0,4,NA
aemaxrtihsaydehv,FALSE,5,11,851,NA,0,NA,0,0,0,0,5,NA
aembaantihd,FALSE,3,8,683,NA,0,NA,0,0,0,0,4,NA
aembehnts,FALSE,2,7,568,NA,0,NA,0,0,0,0,4,NA
aembehrptihd,FALSE,3,9,682,NA,0,NA,0,0,0,0,4,NA
aembehs,FALSE,2,5,560,NA,1,NA,0,0,0,0,4,NA
aembehst,FALSE,2,6,511,NA,1,NA,0,0,0,0,4,NA
aemeh,FALSE,2,3,420,NA,10,NA,0,0,0,0,4,NA
aemfaxnz,FALSE,2,6,580,NA,1,NA,0,0,0,0,6,NA
aemiht,FALSE,2,4,392,NA,25,NA,0,0,0,0,5,NA
aempaadihd,FALSE,3,7,576,NA,0,NA,0,0,0,0,4,NA
aempaxrz,FALSE,2,6,552,NA,0,NA,0,0,0,0,5,NA
aemplaxkteyshaxnz,FALSE,4,12,824,NA,0,NA,0,0,0,0,7,NA
aemplaxpihshaxn,FALSE,4,10,712,NA,0,NA,0,0,0,0,6,NA
aempleyd,FALSE,2,6,512,NA,0,NA,0,0,0,0,5,NA
aenaxf,FALSE,2,4,509,NA,14,NA,0,0,0,0,5,NA
aenaxfnaytaxm,FALSE,4,9,652,NA,0,NA,0,0,0,0,5,NA
aenaxk,FALSE,2,4,392,NA,26,NA,0,0,0,0,5,NA
aenaxkleyk,FALSE,3,7,536,NA,0,NA,0,0,0,0,5,NA
aenaxnaesihn,FALSE,4,8,736,NA,0,NA,0,0,0,0,5,NA
aenaxnawnt,FALSE,3,7,544,NA,0,NA,0,0,0,0,5,NA
aenaxnaytihshnax,FALSE,5,10,732,NA,0,NA,0,0,0,0,5,NA
aenaxnehtihdihd,FALSE,5,10,628,NA,0,NA,0,0,0,0,5,NA
aenaxnuwz,FALSE,3,6,600,NA,2,NA,0,0,0,0,5,NA
aenaxpt,FALSE,2,5,472,NA,0,NA,0,0,0,0,5,NA
aenaxsiytaxrs,FALSE,4,9,720,NA,0,NA,0,0,0,0,6,NA
aenaxteysihntiy,FALSE,5,10,761,NA,0,NA,0,0,0,0,6,NA
aenaxvax,FALSE,3,5,496,NA,0,NA,0,0,0,0,5,NA
aenaxvaxk,FALSE,3,6,504,NA,0,NA,0,0,0,0,5,NA
aenbeyktaxrihng,FALSE,4,10,764,NA,0,NA,0,0,0,0,4,NA
aenbihnsihng,FALSE,3,8,672,NA,0,NA,0,0,0,0,4,NA
aenbihnsihz,FALSE,3,8,760,NA,0,NA,0,0,0,0,4,NA
aenbihyaxn,FALSE,3,7,652,NA,0,NA,0,0,0,0,4,NA
aendihdehk,FALSE,3,7,584,NA,0,NA,0,0,0,0,5,NA
aendihst,FALSE,2,6,487,NA,3,NA,0,0,0,0,6,NA
aendihtuwz,FALSE,3,7,696,NA,0,NA,0,0,0,0,5,NA
aenehjh,FALSE,2,4,554,NA,0,NA,0,0,0,0,4,NA
aenehng,FALSE,2,4,480,NA,0,NA,0,0,0,0,4,NA
aenehtdaxzaxl,FALSE,4,9,704,NA,0,NA,0,0,0,0,4,NA
aenehz,FALSE,2,4,576,NA,11,NA,0,0,0,0,4,NA
aenggaxsiy,FALSE,3,6,632,NA,2,NA,0,0,0,0,6,NA
aenggaxsiyz,FALSE,3,7,696,NA,0,NA,0,0,0,0,6,NA
aenggaxvliy,FALSE,3,7,624,NA,0,NA,0,0,0,0,5,NA
aengk,FALSE,1,3,392,NA,41,NA,0,0,0,0,4,NA
aengkaxs,FALSE,2,5,496,NA,4,NA,0,0,0,0,5,NA
aengkihkihzaxliy,FALSE,5,10,712,NA,0,NA,0,0,0,0,4,NA
aengkihtaxr,FALSE,3,7,512,NA,0,NA,0,0,0,0,4,NA
aengkihtaxrd,FALSE,3,8,580,NA,0,NA,0,0,0,0,4,NA
aengkihz,FALSE,2,5,577,NA,2,NA,0,0,0,0,4,NA
aengkiyaxlf,FALSE,3,7,632,NA,0,NA,0,0,0,0,4,NA
aengks,FALSE,1,4,416,NA,26,NA,0,0,0,0,4,NA
aengstraxreyt,FALSE,3,9,776,NA,0,NA,0,0,0,0,7,NA
aenmaemz,FALSE,2,6,608,NA,0,NA,0,0,0,0,3,NA
aenpeyjhiyz,FALSE,3,7,648,NA,0,NA,0,0,0,0,3,NA
aenstihntihd,FALSE,3,9,638,NA,0,NA,0,0,0,0,6,NA
aentaxnayz,FALSE,3,7,806,NA,0,NA,0,0,0,0,6,NA
aentaxraxlf,FALSE,3,8,613,NA,0,NA,0,0,0,0,5,NA
aentaxrteylaxl,FALSE,4,10,728,NA,0,NA,0,0,0,0,5,NA
aentaxrtowzd,FALSE,3,9,816,NA,0,NA,0,0,0,0,5,NA
aentaxseynaxbliy,FALSE,5,11,776,NA,0,NA,0,0,0,0,6,NA
aenzwaxks,FALSE,2,7,560,NA,0,NA,0,0,0,0,4,NA
aepaxbriynkiy,FALSE,4,9,744,NA,0,NA,0,0,0,0,4,NA
aepaxk,FALSE,2,4,416,NA,7,NA,0,0,0,0,4,NA
aepaxlax,FALSE,3,5,568,NA,6,NA,0,0,0,0,5,NA
aepaxnayshaxl,FALSE,4,8,640,NA,0,NA,0,0,0,0,5,NA
aepaxnowlyaxl,FALSE,4,9,672,NA,0,NA,0,0,0,0,5,NA
aepihst,FALSE,2,5,496,NA,2,NA,0,0,0,0,5,NA
aeptaxrtayts,FALSE,3,9,816,NA,0,NA,0,0,0,0,5,NA
aerate,TRUE,2,4,434,7,19,2,1,36,0,53640,5,1
aerates,TRUE,2,5,560,7,12,1,0,4,0,9705,5,2
aeration,TRUE,3,6,572,6,3,0,1,148,1,478947,4,2
aeraxkowshaxl,FALSE,4,8,652,NA,0,NA,0,0,0,0,5,NA
aeraxnawz,FALSE,3,6,584,NA,0,NA,0,0,0,0,5,NA
aerial,TRUE,3,5,460,7,10,2,129,1694,261,6531386,6,1
aerihsayn,FALSE,3,6,675,NA,0,NA,0,0,0,0,4,NA
aerobic,TRUE,3,6,599,8,1,1,9,1169,44,1768075,7,1
aerobics,TRUE,3,6,540,8,0,1,79,628,52,1427693,3,2
aeronaut,TRUE,3,6,502,9,2,0,0,12,0,58911,5,NA
aeronautical,TRUE,5,10,668,12,1,1,12,149,8,970791,5,2
aeroplane,TRUE,3,7,572,6,1,0,71,38,0,498302,5,NA
aerosol,TRUE,3,6,444,8,1,1,14,302,47,2105681,7,1
aerospace,TRUE,3,7,666,10,1,0,55,1099,134,6769942,8,1
aesfaarmaxl,FALSE,3,8,616,NA,0,NA,0,0,0,0,4,NA
aeshk,FALSE,1,3,416,NA,21,NA,0,0,0,0,4,NA
aeskaataxrax,FALSE,4,8,640,NA,0,NA,0,0,0,0,6,NA
aeskaekts,FALSE,2,7,644,NA,0,NA,0,0,0,0,5,NA
aeskaxbuwk,FALSE,3,7,584,NA,0,NA,0,0,0,0,5,NA
aeskaxfiyt,FALSE,3,7,592,NA,0,NA,0,0,0,0,5,NA
aeskaxkiyk,FALSE,3,7,680,NA,0,NA,0,0,0,0,5,NA
aeskaxnaxk,FALSE,3,7,576,NA,0,NA,0,0,0,0,5,NA
aeskaxrowliynz,FALSE,4,10,716,NA,0,NA,0,0,0,0,5,NA
aeskaxtayshih,FALSE,4,8,728,NA,0,NA,0,0,0,0,5,NA
aeskaxvayst,FALSE,3,8,680,NA,0,NA,0,0,0,0,5,NA
aeskyaxneysihdaxn,FALSE,5,12,840,NA,0,NA,0,0,0,0,4,NA
aeskyaxnuwk,FALSE,3,8,645,NA,0,NA,0,0,0,0,4,NA
aeskyaxnuwks,FALSE,3,9,664,NA,0,NA,0,0,0,0,4,NA
aesthetic,TRUE,3,7,493,10,2,3,34,4032,49,3101221,8,2
aesthetics,TRUE,3,8,685,10,3,3,15,1104,16,1918859,8,3
aeswaalt,FALSE,2,6,552,NA,0,NA,0,0,0,0,3,NA
aesyaxrgnaelaxtiy,FALSE,5,12,912,NA,0,NA,0,0,0,0,3,NA
aetaxtayz,FALSE,3,6,711,NA,0,NA,0,0,0,0,5,NA
aetihmax,FALSE,3,5,448,NA,2,NA,0,0,0,0,4,NA
aetraxgyaxrk,FALSE,3,9,696,NA,0,NA,0,0,0,0,5,NA
aetzaxriytaxd,FALSE,4,9,616,NA,0,NA,0,0,0,0,3,NA
aevaxmaysey,FALSE,4,7,696,NA,0,NA,0,0,0,0,4,NA
aevaxrt,FALSE,2,5,416,NA,0,NA,0,0,0,0,5,NA
aezhnihk,FALSE,2,5,512,NA,1,NA,0,0,0,0,3,NA
aeznihstaxnt,FALSE,3,9,640,NA,0,NA,0,0,0,0,3,NA
afar,TRUE,2,4,646,4,17,7,59,587,113,766928,4,1
affair,TRUE,2,4,413,7,18,1,1502,5712,1745,5545856,5,1
affairs,TRUE,2,5,593,7,7,2,747,11211,2106,36832489,5,2
affect,TRUE,2,5,511,7,4,4,568,13544,2444,24406141,6,1
affectation,TRUE,4,9,794,7,0,0,7,109,6,131860,4,2
affected,TRUE,3,7,579,7,5,4,345,10263,1881,24301370,7,2
affecting,TRUE,3,7,572,10,4,2,130,3370,640,8458005,8,2
affection,TRUE,3,7,718,10,1,1,431,2454,336,2332707,8,2
affectionate,TRUE,4,9,626,13,1,0,115,636,79,718575,10,1
affectionately,TRUE,5,11,745,13,0,0,31,411,35,372544,10,2
affective,TRUE,3,7,679,10,4,2,4,1600,9,1275468,8,2
affects,TRUE,2,6,613,7,4,5,244,4213,870,8433483,6,2
afferent,TRUE,3,6,449,5,2,1,0,62,0,247551,4,1
affidavit,TRUE,4,8,582,10,0,1,100,584,210,2125205,5,1
affiliate,TRUE,4,7,650,10,2,4,15,1162,426,37877419,8,1
affiliated,TRUE,5,9,798,11,2,4,40,1575,155,10583504,8,2
affiliates,TRUE,4,8,635,11,4,6,17,673,115,36689543,8,2
affiliation,TRUE,5,9,908,12,1,1,25,6125,103,6800211,10,2
affinities,TRUE,4,8,798,8,1,0,0,186,1,302607,8,2
affinity,TRUE,4,7,589,8,2,0,29,918,56,3253001,8,1
affirm,TRUE,2,4,738,7,5,1,17,850,82,1680655,5,1
affirmation,TRUE,4,8,733,12,1,1,27,930,67,1022188,9,2
affirmative,TRUE,4,8,620,12,0,0,241,3138,873,4003502,9,1
affirmatively,TRUE,5,10,762,12,0,0,3,160,31,256083,9,2
affirmed,TRUE,2,5,574,7,3,0,7,924,60,2021161,5,2
affirming,TRUE,3,6,523,7,1,0,3,592,40,782545,5,2
affirms,TRUE,2,5,623,7,5,1,2,544,14,647629,5,2
afflicted,TRUE,3,8,548,8,2,0,65,704,69,866360,8,2
afflictions,TRUE,3,9,613,11,1,1,8,110,15,226939,9,3
affluent,TRUE,3,7,559,8,3,1,15,1712,219,957975,7,1
afford,TRUE,2,5,551,7,9,9,2266,10414,2779,10348210,6,1
affordable,TRUE,4,9,542,10,0,1,33,3308,580,21650440,8,2
afforded,TRUE,3,7,639,7,1,0,27,1061,94,1931401,7,2
affords,TRUE,2,6,594,7,6,1,14,494,14,855870,6,2
affricate,TRUE,3,7,511,10,4,1,0,15,0,18446,8,1
afghan,TRUE,2,5,566,7,1,2,29,4238,1516,3571609,6,NA
afield,TRUE,2,5,484,4,7,1,6,299,24,435380,5,1
aflame,TRUE,2,5,699,5,3,1,17,112,13,118170,4,1
afloat,TRUE,2,5,444,4,1,1,85,772,129,652557,4,1
afoot,TRUE,2,4,448,4,2,1,52,303,46,367802,3,1
aforementioned,TRUE,4,11,753,6,0,0,24,765,24,1679093,5,1
aforesaid,TRUE,3,7,759,6,0,0,4,29,2,905665,5,1
afraid,TRUE,2,5,536,4,1,0,12631,16554,5014,10859260,4,1
african,TRUE,3,7,486,8,5,5,345,32607,5184,45317743,8,NA
africans,TRUE,3,8,708,8,5,4,54,2082,222,1540966,8,NA
after,TRUE,2,4,402,6,13,6,34812,288288,59624,372953923,5,1
afterbirth,TRUE,3,7,643,7,0,0,5,41,0,33077,7,1
aftereffect,TRUE,4,9,816,12,1,1,3,15,3,24471,10,1
afterglow,TRUE,3,7,592,10,1,1,16,131,11,374285,8,1
afterlife,TRUE,3,7,808,8,0,0,81,581,49,661787,7,1
aftermath,TRUE,3,7,650,10,1,1,53,2571,638,3024028,8,1
afternoon,TRUE,3,7,573,10,2,1,4666,18458,3863,18565866,8,1
afternoons,TRUE,3,8,701,10,1,2,101,1097,47,876925,8,2
aftertaste,TRUE,3,8,888,11,2,2,11,113,4,208620,9,1
afterward,TRUE,3,7,758,10,1,1,112,4111,206,1589594,8,1
afterwards,TRUE,3,8,608,10,1,1,714,2490,1093,5888203,8,1
again,TRUE,2,4,539,6,1,5,40428,127078,38433,150792573,5,1
against,TRUE,2,6,543,6,1,0,10288,125826,28807,147261673,5,1
age,TRUE,1,2,395,4,66,46,4039,65798,8812,132738257,3,1
aged,TRUE,1,3,440,4,19,16,183,6157,461,18061847,3,2
agencies,TRUE,3,7,840,9,2,1,164,13551,2048,46610382,7,3
agency,TRUE,3,6,623,7,4,1,991,23635,3748,79916295,7,2
agenda,TRUE,3,6,538,7,1,1,373,9827,3286,24007102,7,1
agendas,TRUE,3,7,708,7,1,1,21,1183,151,2698779,7,2
agent,TRUE,2,5,436,6,6,7,5235,13435,2725,57105050,6,1
agents,TRUE,2,6,496,7,1,3,1074,10808,2192,49552941,6,2
ages,TRUE,2,4,456,4,17,29,567,10919,893,24436724,4,2
agey,TRUE,2,3,442,4,42,19,0,22,3,22646,4,2
aggie,TRUE,2,3,382,6,37,6,106,171,26,618141,4,NA
agglomerate,TRUE,4,8,602,11,0,0,0,6,1,38931,8,1
agglutinating,TRUE,5,11,679,11,0,0,0,0,0,13815,6,2
aggravate,TRUE,3,7,568,10,2,3,37,229,39,292979,8,1
aggravates,TRUE,3,8,623,10,2,3,9,61,16,94226,8,2
aggravating,TRUE,4,9,560,10,1,0,24,292,57,536434,9,2
aggravation,TRUE,4,9,661,10,0,0,59,186,25,366397,7,2
aggregate,TRUE,3,7,605,10,2,3,10,1087,71,8438852,6,1
aggression,TRUE,3,7,480,11,3,1,143,3978,782,2543047,8,1
aggressions,TRUE,3,8,637,11,3,1,4,69,18,68874,8,2
aggressive,TRUE,3,7,868,11,2,0,405,8279,1581,7346189,8,1
aggressively,TRUE,4,9,704,11,0,0,35,2082,458,1554372,8,2
aggressiveness,TRUE,4,10,764,11,0,0,20,396,44,273622,8,2
aggressor,TRUE,3,6,489,10,4,1,29,376,126,324310,7,1
aggrieve,TRUE,2,5,537,9,7,1,0,0,0,5273,6,1
aghast,TRUE,2,5,637,5,4,0,7,287,27,183464,5,1
agile,TRUE,2,4,488,5,10,3,20,479,36,1808955,5,1
aging,TRUE,2,4,471,5,18,7,131,6130,562,12014007,4,2
agitate,TRUE,3,6,495,8,4,1,22,108,10,129541,7,1
agitated,TRUE,4,8,838,8,1,1,128,933,110,561264,7,2
agitation,TRUE,4,8,752,8,2,0,25,518,27,890368,6,2
