Lower,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
unprepared,unprepared,3,9,808,6,0,0,78,795,130,554580,6,4
unproblematic,unproblematic,5,13,915,6,0,0,0,67,3,45286,6,2
unproductive,unproductive,4,11,653,6,0,0,14,314,26,354255,7,2
unprofitable,unprofitable,5,12,888,11,0,0,4,207,20,279751,11,3
unprovocative,unprovocative,5,12,1127,8,0,0,0,0,0,1684,5,3
unprovoked,unprovoked,3,9,614,8,0,0,24,148,50,153781,6,3
unpublished,unpublished,3,9,629,8,0,0,12,1076,26,2906257,8,3
unpunished,unpunished,3,8,664,5,0,0,36,152,34,230444,5,3
unqualified,unqualified,4,10,647,12,0,0,27,488,80,847163,7,3
unqualifiedly,unqualifiedly,6,13,994,12,0,0,1,8,0,11393,7,4
unquestionable,unquestionable,5,13,830,14,0,1,2,112,13,164823,12,3
unquestionably,unquestionably,5,13,798,14,0,1,14,509,80,434168,12,3
unquestioningly,unquestioningly,5,13,1018,14,0,0,1,42,1,38386,12,4
unquiet,unquiet,3,7,688,5,0,0,2,33,1,77340,5,2
unquote,unquote,2,6,459,5,1,0,39,484,421,160933,5,NA
unready,unready,3,6,497,7,1,1,0,43,2,38344,6,2
unreal,unreal,2,5,454,7,4,2,127,556,95,3249802,6,2
unrealistic,unrealistic,4,10,761,12,0,0,56,1248,210,1263804,7,4
unreason,unreason,3,7,610,9,0,0,2,21,0,52508,8,NA
unreasonable,unreasonable,4,10,705,12,0,2,194,999,191,2325555,7,3
unreasoning,unreasoning,3,8,573,9,0,0,4,36,3,35895,7,3
unrecognized,unrecognized,4,11,864,11,0,0,6,320,15,718242,11,3
unreconstructed,unreconstructed,5,15,1078,8,0,0,2,61,6,32811,6,4
unrecoverable,unrecoverable,6,12,938,7,0,0,3,28,3,141784,6,4
unreeling,unreeling,3,7,509,5,2,1,0,10,0,4806,7,3
unregulated,unregulated,5,12,706,6,0,0,6,520,88,653166,5,3
unrelenting,unrelenting,4,10,778,7,0,0,23,489,64,344591,6,3
unreliable,unreliable,5,10,666,9,1,0,85,857,121,1372148,6,3
unremitting,unremitting,4,9,878,9,2,0,3,111,6,110662,9,3
unrepentant,unrepentant,4,11,688,6,1,0,12,215,66,171846,5,2
unreserved,unreserved,3,8,688,11,2,4,0,32,2,189019,8,4
unreservedly,unreservedly,5,11,716,11,0,0,2,30,1,97189,8,5
unresolved,unresolved,3,9,618,6,0,0,42,903,133,2932746,6,4
unrest,unrest,2,6,608,7,4,0,52,1398,359,1160513,5,1
unrestricted,unrestricted,4,12,694,8,0,0,11,536,39,2067082,8,3
unrewarding,unrewarding,4,10,597,5,0,0,3,32,1,31955,5,4
unrifled,unrifled,3,8,549,5,2,0,0,2,0,1347,5,3
unripe,unripe,2,5,363,5,1,0,2,66,2,72376,5,2
unromantic,unromantic,4,10,679,4,0,0,24,37,4,28332,4,2
unruly,unruly,3,6,553,5,1,1,36,670,55,495055,5,1
unsafe,unsafe,2,5,589,5,0,1,77,1144,218,2143416,5,2
unsalted,unsalted,3,8,858,6,1,0,3,888,5,239312,4,3
unsatisfactory,unsatisfactory,6,13,1127,9,0,0,18,418,35,1531323,6,2
unsaturated,unsaturated,5,10,853,6,0,0,1,74,7,581171,5,3
unsavory,unsavory,4,7,650,5,0,0,39,335,51,161670,5,4
unschooled,unschooled,2,7,633,6,1,0,3,61,5,42263,5,3
unscripted,unscripted,3,10,690,6,1,0,3,181,112,148180,6,3
unscrupulous,unscrupulous,4,12,811,6,0,0,29,319,58,473558,7,2
unseasonable,unseasonable,5,11,708,12,0,2,4,51,3,36280,10,2
unseeing,unseeing,3,6,522,6,2,0,1,72,1,23225,5,3
unseemly,unseemly,3,7,728,6,0,0,25,318,86,179157,5,2
unseen,unseen,2,5,678,6,4,0,110,1303,88,1719807,5,2
unselfish,unselfish,3,8,798,6,0,0,44,156,22,263328,6,3
unsettling,unsettling,4,9,564,8,1,0,41,992,125,463884,8,3
unshaven,unshaven,3,7,570,6,1,1,6,183,9,398949,5,2
unshed,unshed,2,5,584,5,4,0,0,22,0,11170,4,2
unshielded,unshielded,3,8,583,5,0,0,1,12,0,170786,4,3
unsigned,unsigned,2,6,653,6,7,0,20,223,11,8902569,5,3
unsinkable,unsinkable,4,10,888,5,1,0,5,59,11,97979,5,3
unskilled,unskilled,2,7,682,4,1,0,3,428,31,607387,5,3
unsmiling,unsmiling,3,8,619,4,0,0,6,121,0,20112,4,3
unsold,unsold,2,6,560,6,4,2,7,182,26,269905,4,2
unsolved,unsolved,2,7,688,7,0,0,106,541,192,608507,7,3
unspeakable,unspeakable,4,10,643,6,0,0,95,452,112,399792,5,3
unspecified,unspecified,4,10,911,7,0,0,13,491,52,3240949,6,3
unspoken,unspoken,3,8,592,6,0,0,58,838,80,447784,5,2
unspotted,unspotted,3,8,676,6,0,0,1,7,0,23433,5,3
unstable,unstable,3,8,608,6,0,0,260,1778,306,4691785,6,2
unsteadily,unsteadily,4,9,758,8,0,0,1,187,0,42802,7,4
unsteady,unsteady,3,7,602,8,0,0,17,348,15,346550,7,3
unstressed,unstressed,2,8,638,6,0,0,0,29,0,77742,6,3
unstuck,unstuck,2,6,515,6,0,0,11,67,10,99194,6,2
unstudied,unstudied,3,8,560,6,0,0,1,50,0,29007,6,3
unsuccessful,unsuccessful,4,11,781,13,1,0,44,1532,162,2087540,12,3
unsuccessfully,unsuccessfully,5,12,998,13,1,0,10,669,58,497791,12,4
unsuitable,unsuitable,4,9,828,10,0,1,24,344,11,1113908,8,3
unsuitably,unsuitably,4,9,619,10,0,1,0,2,0,6661,8,3
unsuited,unsuited,3,7,551,7,1,0,5,105,5,114890,6,3
unsure,unsure,2,5,502,6,4,3,52,1367,118,3191329,4,2
unsuspecting,unsuspecting,4,11,969,10,1,0,53,474,73,631545,11,3
unsympathetic,unsympathetic,5,12,894,4,0,0,22,179,22,137113,5,2
untangle,untangle,3,8,605,8,1,1,15,165,18,100580,6,2
untapped,untapped,2,6,610,5,1,0,16,292,23,420276,5,3
untellable,untellable,4,9,592,5,1,0,0,5,0,2075,5,3
untenanted,untenanted,4,10,644,7,0,0,0,4,0,10070,7,NA
unthematic,unthematic,4,9,923,5,0,0,0,1,0,1044,5,2
unthinkable,unthinkable,4,10,629,8,1,0,69,1034,253,547642,7,3
unthinking,unthinking,3,8,649,11,0,0,2,102,8,101077,9,3
untidy,untidy,3,6,510,5,1,0,21,139,11,151988,6,2
untied,untied,2,5,625,7,4,6,55,291,30,276346,6,3
until,until,2,5,469,5,1,1,15426,106815,16311,113091864,5,1
unto,unto,2,4,385,5,12,11,389,917,145,9533187,5,1
untold,untold,2,6,550,5,2,2,62,567,123,1151452,4,2
untouched,untouched,2,6,608,8,0,0,52,1094,102,998132,6,3
untreated,untreated,3,8,524,8,1,1,9,634,59,1394151,7,3
untrue,untrue,2,5,540,6,4,1,74,647,294,793656,6,2
untruthful,untruthful,3,9,617,8,0,0,5,37,10,71187,7,3
unused,unused,2,6,572,5,3,0,32,862,51,5029417,6,3
unusual,unusual,3,8,576,8,2,0,1210,10480,2608,12461361,9,2
unusually,unusually,4,9,567,8,2,0,95,1925,197,1718464,9,3
unutterable,unutterable,5,9,652,8,0,0,1,24,0,79467,6,3
unuttered,unuttered,3,6,474,8,0,0,2,4,0,7186,6,3
unveil,unveil,2,5,484,7,3,1,38,347,92,730688,6,2
unveiled,unveiled,2,6,595,7,3,0,14,1277,273,2193687,6,3
unwaivering,unwaivering,4,8,697,5,0,1,0,0,0,3665,9,NA
unwanted,unwanted,3,8,595,5,1,0,70,1718,199,4636574,5,3
unwaveringly,unwaveringly,5,10,734,11,0,0,1,30,1,16588,9,4
unwell,unwell,2,5,493,6,6,2,24,111,4,229977,6,2
unwilling,unwilling,3,7,507,10,1,0,59,2009,290,1671798,8,2
unwise,unwise,2,5,625,7,0,0,48,422,81,431992,6,2
unwittingly,unwittingly,4,9,619,10,1,0,21,586,59,407146,8,4
unworn,unworn,2,6,570,6,0,1,1,19,1,111375,4,2
unwound,unwound,2,6,594,5,3,2,2,96,3,99580,4,2
upbeat,upbeat,2,5,515,4,0,0,56,1038,217,1204087,4,1
upbringing,upbringing,3,8,485,5,0,0,59,880,146,539152,5,1
upcoming,upcoming,3,7,698,5,0,0,88,3293,687,23034265,5,1
upcountry,upcountry,3,8,538,5,0,0,7,62,0,75384,5,1
update,update,2,5,493,7,2,5,252,4007,1567,100770781,6,1
updated,updated,3,7,484,7,1,5,67,2206,238,109511503,6,2
updates,updates,2,6,563,7,2,5,59,1647,241,48868203,6,2
updating,updating,3,7,549,6,1,0,26,609,101,8680671,7,2
upend,upend,2,5,440,3,7,1,1,71,6,36879,6,1
upgrade,upgrade,2,6,520,8,4,6,110,1872,156,38786223,7,1
upgrades,upgrades,2,7,641,8,3,6,33,714,27,9729771,7,2
upgrading,upgrading,3,8,564,7,1,0,14,669,52,5448358,8,2
upheaval,upheaval,3,7,557,9,1,1,20,833,130,435619,8,2
upheld,upheld,2,6,506,5,1,1,19,1290,329,1520200,4,1
uphill,uphill,2,5,421,4,0,0,48,1234,203,855929,4,1
uphold,uphold,2,6,639,7,3,2,123,907,255,1311296,7,1
upholding,upholding,3,8,528,7,0,0,13,442,85,618901,7,2
upholds,upholds,2,7,778,7,3,1,3,162,27,427479,7,2
upholstery,upholstery,4,8,643,10,2,1,59,475,15,2540113,8,1
uplifting,uplifting,3,8,501,7,1,0,35,434,85,1467775,8,2
upon,upon,2,4,472,3,9,3,3199,35602,3963,103923032,5,1
upper,upper,2,3,375,6,23,6,616,12945,1104,38343284,4,1
upperclassmen,upperclassmen,4,10,721,11,0,0,6,65,5,71801,8,1
uppermost,uppermost,3,7,651,7,1,0,5,200,26,304426,5,2
uppity,uppity,3,5,436,5,1,0,42,90,19,134558,4,NA
upraised,upraised,2,6,663,4,4,1,2,124,2,50972,6,2
upright,upright,2,5,446,8,6,2,154,2523,91,3957588,6,1
uprising,uprising,3,7,564,9,4,1,59,1685,385,1064672,8,1
upriver,upriver,3,6,427,5,0,0,48,311,12,133404,4,1
uproar,uproar,2,5,529,7,0,0,53,594,170,481195,4,1
uproariously,uproariously,5,10,777,7,0,0,1,52,4,32555,5,2
uproot,uproot,2,5,457,7,4,0,18,136,15,116513,6,1
uprooted,uprooted,3,7,561,7,1,0,14,377,42,257262,7,2
ups,ups,1,3,389,4,23,14,130,5119,1024,31458801,4,2
upscale,upscale,2,6,659,4,0,0,28,1441,164,1813606,4,1
upset,upset,2,5,433,6,4,4,3800,8222,2955,5545034,6,1
upsets,upsets,2,6,607,6,2,2,76,399,107,560260,6,2
upsetting,upsetting,3,7,585,6,0,0,218,788,245,485300,6,2
upshot,upshot,2,5,434,5,0,0,20,281,22,249595,4,1
upside,upside,2,5,649,5,3,1,474,2756,562,2895472,5,1
upstairs,upstairs,2,7,758,6,0,0,3607,4120,560,2575532,5,1
upstanding,upstanding,3,9,567,6,0,0,56,156,33,127532,5,1
upstate,upstate,2,6,391,6,3,1,131,1035,240,1439984,6,1
upstream,upstream,2,7,524,5,0,0,51,1018,29,4463399,5,1
upswing,upswing,2,6,490,8,1,1,9,210,36,211069,7,1
uptake,uptake,2,5,521,5,2,0,8,333,16,2434566,5,1
uptight,uptight,2,5,543,5,2,2,206,265,57,297131,4,NA
uptown,uptown,2,5,518,5,4,1,246,664,89,1683524,4,1
upturn,upturn,2,5,531,7,4,1,0,113,34,221168,6,1
upward,upward,2,5,462,7,2,1,86,3756,167,3273084,6,1
uranium,uranium,4,7,554,5,1,1,109,1881,540,3471336,3,1
urban,urban,2,4,459,6,32,11,237,16732,1214,38091310,5,1
urbane,urbane,2,4,578,7,7,5,7,157,6,195416,4,1
urbanism,urbanism,3,7,686,7,0,0,0,83,0,327535,7,2
urbanization,urbanization,5,10,740,8,1,0,1,625,7,631951,5,3
urbanized,urbanized,3,7,716,9,1,1,0,197,11,391130,7,3
urchin,urchin,2,4,380,7,14,2,22,276,8,481596,5,1
urge,urge,1,2,519,5,46,11,339,3776,630,5195810,3,1
urged,urged,1,3,401,5,10,6,57,4138,665,4685830,3,2
urgencies,urgencies,3,7,798,7,4,0,0,20,3,21871,7,2
urgency,urgency,3,6,738,7,2,0,73,2093,404,2294018,7,1
urgent,urgent,2,5,569,7,3,2,758,2866,473,6676181,6,2
urgently,urgently,3,7,549,7,0,0,59,715,92,1350180,6,3
urges,urges,2,4,427,5,8,7,93,1163,108,3054809,4,2
urging,urging,2,4,619,7,15,3,56,2701,649,1900469,5,2
urgings,urgings,2,5,611,7,5,1,0,53,3,29752,5,3
urinal,urinal,3,7,407,7,0,0,39,130,5,343628,6,2
urinary,urinary,4,7,600,6,0,0,20,562,30,3131792,5,1
urine,urine,2,5,539,5,8,8,332,1783,204,4903932,6,1
urns,urns,1,3,598,4,62,5,7,202,9,707007,4,2
us,us,1,2,394,3,66,52,86478,256306,108542,1229112622,3,1
usable,usable,3,7,540,4,2,3,27,832,64,3376953,5,2
usage,usage,2,5,548,6,5,5,26,2438,119,25440707,6,2
usages,usages,3,7,738,6,0,4,0,96,3,473441,6,3
use,use,1,3,580,4,73,30,17536,149661,20659,719989010,4,1
useable,useable,3,7,467,4,1,1,2,66,7,598152,5,NA
used,used,1,4,488,4,18,13,17551,127504,20052,421445521,4,1
useful,useful,2,6,464,7,3,0,669,12161,1000,58145397,7,2
usefulness,usefulness,3,9,762,7,0,0,28,1069,39,2194801,7,3
useless,useless,2,6,596,8,2,0,1017,2413,213,4878625,7,2
uselessly,uselessly,3,8,878,8,0,0,7,93,0,82581,7,3
uselessness,uselessness,3,9,632,8,0,0,5,70,3,75732,7,3
user,user,2,4,461,5,31,18,79,5967,379,316457359,5,2
users,users,2,5,555,6,8,9,63,10843,550,149330843,5,3
uses,uses,2,5,461,4,14,16,778,16063,1387,55845155,5,2
usher,usher,2,3,375,6,27,14,121,849,105,4949244,4,1
ushered,ushered,2,4,383,6,4,0,5,775,61,385549,4,2
using,using,2,5,609,5,11,7,3520,65634,8161,269450509,5,2
usual,usual,3,6,503,6,0,0,1899,11768,1368,17044981,4,1
usually,usually,3,6,450,6,0,0,3214,33067,4712,94477370,5,2
utensils,utensils,3,9,778,4,0,0,33,529,29,1898846,5,2
uterus,uterus,3,6,566,5,2,0,92,597,92,1475031,6,1
utilitarian,utilitarian,6,12,863,7,0,0,10,622,30,449291,8,1
utilities,utilities,4,9,680,10,1,1,38,2808,318,28966929,9,3
utility,utility,4,8,553,8,4,1,114,5263,372,28301196,9,2
utilization,utilization,5,11,728,7,0,0,9,1323,58,6337608,6,3
utilize,utilize,3,7,828,8,1,2,45,1365,105,6030953,8,2
utilized,utilized,3,8,620,8,1,2,16,1905,90,4489228,8,3
utilizes,utilizes,4,9,689,8,1,2,2,333,10,2163925,9,3
utilizing,utilizing,4,9,578,7,1,0,18,1034,52,4637939,9,3
utopian,utopian,4,8,554,8,3,3,15,725,42,650526,9,1
utopianism,utopianism,6,12,865,8,0,0,2,83,4,45382,3,2
utopians,utopians,4,9,679,8,2,2,1,28,1,36273,9,NA
utter,utter,2,3,370,6,35,17,257,1670,222,2096533,4,1
uttered,uttered,2,4,509,6,10,3,41,858,95,815172,4,2
utterly,utterly,3,5,394,6,6,0,249,2450,278,2679629,4,2
uttermost,uttermost,3,7,571,6,3,0,3,15,0,150056,4,2
vacancy,vacancy,3,7,503,7,1,0,45,522,101,4171263,8,1
vacant,vacant,2,6,520,7,0,1,135,1846,192,4569617,6,1
vacation,vacation,3,7,659,9,4,2,1673,6409,1676,54947049,8,2
vacationers,vacationers,4,9,818,12,2,2,2,235,25,268965,9,3
vacationing,vacationing,4,9,678,9,1,0,26,379,99,336109,8,2
vacations,vacations,3,8,603,9,6,2,93,1248,218,16623634,8,3
vaccinate,vaccinate,3,8,766,10,0,1,6,116,57,200273,9,1
vaccinated,vaccinated,4,10,659,10,1,1,25,380,141,698129,10,2
vaccinating,vaccinating,4,10,633,10,1,0,1,66,31,84807,10,2
vaccination,vaccination,4,10,780,12,1,1,38,838,120,2666877,11,2
vaccine,vaccine,2,6,551,8,4,2,98,3188,1200,7172504,7,1
vaccines,vaccines,2,7,726,8,2,2,23,1095,298,3238310,7,2
vacuum,vacuum,2,6,373,7,3,1,294,3469,460,14316684,7,1
vacuumed,vacuumed,2,7,604,7,2,0,30,125,13,95221,7,2
vagaries,vagaries,3,6,645,6,1,0,3,320,17,200989,6,2
vagary,vagary,3,5,450,6,4,0,2,8,0,22000,6,1
vagina,vagina,3,6,554,7,1,2,258,551,68,5844003,7,1
vaginal,vaginal,3,7,539,7,1,1,66,703,73,3873132,7,1
vague,vague,1,3,426,6,23,10,231,2876,374,2784135,4,1
vaguely,vaguely,2,5,536,6,4,0,129,1722,86,1019133,4,2
vagueness,vagueness,2,6,599,6,0,0,6,181,19,264626,4,2
vain,vain,1,3,375,5,102,26,332,1465,183,2406302,4,1
valedictorian,valedictorian,6,13,719,11,0,0,63,179,34,119830,9,1
valence,valence,2,6,569,7,2,1,0,198,1,741315,6,1
valentine,valentine,3,8,628,10,3,8,768,1781,534,16425807,9,1
valet,valet,2,4,414,5,15,6,263,505,20,2052690,4,1
valid,valid,2,5,399,6,7,7,164,3736,547,57099840,6,1
validate,validate,3,7,818,9,1,2,41,754,67,3715972,8,1
validated,validated,4,9,878,9,0,2,14,977,56,2926787,8,2
validation,validation,4,9,694,9,0,0,36,1115,65,8631192,7,2
validity,validity,4,8,679,6,2,0,30,4794,143,6132692,6,2
valley,valley,2,4,382,7,63,22,1275,16110,1367,61698110,5,1
valleydale,valleydale,3,7,683,7,0,0,0,1,0,11307,5,NA
valleys,valleys,2,5,563,7,20,6,52,1281,124,2045542,5,2
valor,valor,2,4,462,6,25,4,64,401,57,1193133,5,1
valuable,valuable,3,8,574,9,4,3,795,8008,890,17430646,9,2
valuation,valuation,4,9,674,10,3,3,4,628,42,6892298,10,2
value,value,2,5,408,6,4,8,1097,32488,3192,182063209,6,1
valued,valued,2,6,485,6,4,2,95,3180,235,6357000,6,2
values,values,2,6,774,7,3,7,432,24357,2954,69949609,6,2
valve,valve,1,4,633,6,10,8,247,1614,108,11325360,5,1
valves,valves,1,5,463,6,4,10,74,956,75,5609119,5,2
vamoose,vamoose,2,5,520,5,1,1,30,8,0,27375,3,1
vampire,vampire,2,6,483,8,2,1,894,1735,150,6025621,7,1
vampires,vampires,2,7,634,8,1,2,459,791,70,1618754,7,2
van,van,1,3,543,4,90,41,2641,16149,3909,55156256,4,1
vandal,vandal,2,6,499,7,25,6,15,53,6,362245,7,1
vandalism,vandalism,4,10,713,8,0,0,79,455,89,1265676,7,2
vandalize,vandalize,3,8,696,10,2,1,7,19,2,50979,9,2
vanilla,vanilla,3,6,485,7,5,3,203,3352,178,5423610,6,1
vanish,vanish,2,5,557,7,9,7,163,887,72,898091,6,2
vanished,vanished,2,6,638,8,2,3,283,3080,445,1209355,6,2
vanishes,vanishes,3,7,657,8,3,4,38,361,52,610837,7,2
vanishing,vanishing,3,7,471,7,2,1,56,824,74,1117349,7,2
vans,vans,1,4,563,5,61,24,53,746,131,4440498,5,2
vantage,vantage,2,6,481,8,1,4,39,1040,131,1666914,7,1
vantagepoint,vantagepoint,3,10,721,8,0,0,0,12,0,64333,7,NA
vapor,vapor,2,4,347,6,12,3,31,1135,67,3744912,5,1
vaporization,vaporization,5,10,774,8,0,0,1,33,1,137585,5,3
vaporize,vaporize,3,6,669,9,2,1,18,103,11,78538,7,2
variability,variability,6,11,731,7,0,0,2,1842,30,3941986,7,2
variable,variable,4,8,693,9,1,2,39,6684,79,34717005,9,1
variables,variables,4,9,646,9,1,1,52,12238,72,24021196,9,2
variance,variance,3,7,564,9,4,1,19,3962,28,5714455,8,2
variant,variant,3,7,588,8,3,3,9,827,21,4444856,8,2
variants,variants,3,8,619,8,2,1,2,543,13,3129372,8,3
variation,variation,4,8,848,10,1,1,64,4047,132,11043903,9,2
variations,variations,4,9,772,10,1,1,48,3461,121,9333993,9,3
varied,varied,2,5,511,6,15,1,41,4422,131,7013799,5,2
varies,varies,2,5,509,6,44,9,28,1905,120,5999198,5,2
varieties,varieties,4,7,572,7,1,0,33,3448,124,5057493,7,2
variety,variety,4,6,589,7,1,1,294,18339,1426,49844591,7,1
various,various,3,6,728,8,3,0,456,29497,3208,91156590,7,1
variously,variously,4,8,617,8,1,0,3,559,24,471819,7,2
varmint,varmint,2,7,409,5,0,0,40,110,6,112885,5,1
varnish,varnish,2,6,566,8,6,5,21,417,9,752945,7,1
varsity,varsity,3,7,710,5,0,1,89,814,27,3224750,4,1
vary,vary,2,4,426,5,100,20,47,5102,194,21033431,5,1
varying,varying,3,6,522,5,6,0,35,3147,127,6133265,5,2
vascular,vascular,3,8,656,5,0,0,86,806,43,4744057,5,1
vase,vase,1,3,356,5,44,24,196,988,28,4094042,4,1
vaseline,vaseline,3,7,559,5,2,1,41,136,16,364144,7,NA
vases,vases,2,5,609,5,14,19,28,524,14,1657182,4,2
vast,vast,1,4,748,5,32,23,311,11276,1397,11921677,5,1
vastly,vastly,2,6,600,5,4,2,26,1511,139,1354491,5,2
vault,vault,1,4,458,6,20,8,614,1069,115,5408483,5,1
vaulting,vaulting,2,6,532,6,5,1,11,114,6,193121,6,2
veal,veal,1,3,386,5,127,20,181,581,34,1002995,4,1
vector,vector,2,5,505,7,24,7,78,959,25,15925901,6,1
vectors,vectors,2,6,521,7,9,3,34,486,10,4133171,6,2
veered,veered,1,4,515,5,20,4,17,463,34,141699,4,2
veering,veering,2,5,579,5,15,4,9,183,14,110544,5,2
vegetable,vegetable,3,8,503,10,1,1,291,4841,155,7470219,9,1
vegetables,vegetables,3,9,685,10,1,1,338,7619,536,9067552,9,2
vegetarian,vegetarian,5,10,768,11,1,1,202,1711,124,6084997,11,1
vegetate,vegetate,3,7,607,8,0,0,0,15,2,26155,8,1
vegetation,vegetation,4,9,794,9,0,0,41,2346,55,6067206,7,2
veggies,veggies,2,5,480,7,3,1,25,833,33,1026387,5,NA
vehemently,vehemently,4,9,818,9,0,0,12,495,108,346327,8,2
vehicle,vehicle,3,6,394,8,2,3,1153,11750,1795,54080132,7,1
vehicles,vehicles,3,7,678,9,3,5,306,8314,1210,37254742,7,2
veil,veil,1,3,405,5,91,18,151,1541,149,1962363,4,1
veils,veils,1,4,441,5,78,6,19,317,32,655338,4,2
vein,vein,1,3,487,5,102,21,183,1476,118,3084240,4,1
veined,veined,1,4,538,5,23,2,0,155,0,178060,4,2
veins,veins,1,4,553,5,71,8,282,1545,80,2282346,4,2
velocities,velocities,4,9,743,8,1,0,3,351,2,1176391,9,2
velocity,velocity,4,8,655,8,1,0,142,1816,69,9280685,9,1
velour,velour,2,5,432,7,2,1,22,88,6,924178,6,1
velvet,velvet,2,6,508,7,1,1,320,2230,168,5592771,7,1
velveteen,velveteen,3,8,808,7,0,0,4,63,3,215913,5,NA
venal,venal,2,5,329,6,10,6,15,80,13,71231,5,1
vend,vend,1,4,579,5,27,14,0,12,0,188697,5,1
vendetta,vendetta,3,7,488,9,3,2,62,215,64,792535,8,1
vending,vending,2,6,493,6,12,12,110,608,68,2648129,5,2
vendor,vendor,2,5,625,7,29,3,65,1209,77,29029083,6,2
vendors,vendors,2,6,546,8,20,3,31,2376,126,14669722,6,3
veneer,veneer,2,5,521,7,2,5,45,424,36,1313843,6,1
venerable,venerable,4,8,532,7,1,0,14,848,45,887900,5,1
venerate,venerate,3,6,474,9,2,3,1,46,4,55151,7,1
veneration,veneration,4,8,739,9,1,1,2,200,5,182663,6,2
venetian,venetian,3,7,629,5,1,0,36,716,19,1758092,4,NA
venezuelan,venezuelan,4,10,650,11,3,2,15,504,117,1387486,11,NA
vengeance,vengeance,2,7,559,6,0,0,276,1129,199,2266995,5,2
vengeful,vengeful,2,7,568,6,0,0,51,281,32,239265,5,1
venom,venom,2,5,516,6,7,1,119,559,79,1892608,6,1
vent,vent,1,4,275,5,41,30,225,1238,126,4130520,5,1
ventilates,ventilates,3,9,728,10,0,4,1,7,1,8069,7,2
ventilating,ventilating,4,10,810,10,2,0,10,46,9,347363,10,2
ventilation,ventilation,4,10,651,10,1,0,110,994,80,4548657,8,2
ventriloquism,ventriloquism,5,14,718,13,0,1,9,66,10,53806,8,1
ventriloquist,ventriloquist,4,13,928,13,0,1,49,88,18,115823,8,1
vents,vents,1,5,384,5,34,14,85,789,39,1493908,5,2
venture,venture,2,5,552,8,15,9,241,5378,494,15188993,6,1
ventured,ventured,2,6,545,8,8,3,24,923,67,669245,6,2
venturer,venturer,3,6,498,8,6,3,0,4,0,315051,6,2
ventures,ventures,2,6,688,9,11,7,31,1954,139,5598213,6,2
venturous,venturous,3,7,636,7,1,0,0,3,0,7829,7,2
venue,venue,2,5,499,6,2,4,73,1636,215,14204074,4,1
venues,venues,2,5,541,6,0,3,11,1344,108,9389442,5,2
veracity,veracity,4,7,878,5,1,2,21,284,54,409712,5,1
veranda,veranda,3,6,641,8,6,3,39,445,6,486976,7,1
verb,verb,1,3,411,5,20,16,54,1022,64,3727646,4,1
verbal,verbal,2,5,409,7,9,4,149,4587,342,5259906,6,2
verbally,verbally,3,6,622,7,0,0,39,739,125,876989,4,3
verbatim,verbatim,3,7,507,6,0,0,17,421,49,2675728,4,1
verbosity,verbosity,4,8,728,6,0,0,0,24,3,337724,5,2
verbs,verbs,1,4,559,5,14,8,33,601,13,1777854,4,2
verdict,verdict,2,6,506,8,1,1,558,3729,2074,3218413,7,1
verdicts,verdicts,2,7,509,8,1,1,11,434,165,514499,7,2
verge,verge,1,3,540,6,19,12,167,1845,414,1423819,4,1
verges,verges,2,5,574,7,10,9,3,72,2,144316,6,2
veridical,veridical,4,9,601,5,0,0,0,7,0,40236,3,1
verification,verification,5,11,968,7,0,0,46,850,97,11890963,6,1
verified,verified,3,7,738,8,5,1,105,933,117,10184772,7,2
verify,verify,3,6,768,7,4,3,248,1552,327,14563766,7,1
veritable,veritable,4,9,465,9,0,2,50,550,27,505286,8,1
vernacular,vernacular,4,9,647,6,0,0,25,700,46,686729,4,1
versatile,versatile,3,7,607,9,1,0,48,1261,78,4729405,6,1
versatility,versatility,5,10,672,9,0,0,8,715,25,1591891,6,2
verse,verse,1,3,461,6,44,15,238,1818,173,7470005,4,1
versed,versed,1,4,543,6,35,4,56,346,43,553351,5,2
verses,verses,2,5,459,6,8,11,56,917,96,3104329,5,2
versify,versify,3,6,589,6,0,1,0,1,0,4285,5,2
version,version,2,5,629,8,9,2,828,17979,2307,232449752,6,1
versions,versions,2,6,567,8,8,2,62,4953,340,24705595,6,2
versus,versus,2,5,549,5,5,2,411,7554,1612,13147766,5,1
vertebrate,vertebrate,3,8,559,11,2,2,7,342,10,896746,9,1
vertebrates,vertebrates,3,9,531,11,1,1,3,289,11,580443,9,2
vertical,vertical,3,7,472,9,0,0,141,3864,87,16230027,6,1
vertically,vertically,3,7,539,9,0,0,24,732,41,1901883,6,2
vertigo,vertigo,3,6,480,6,0,0,39,581,40,1534310,5,1
very,very,2,4,462,4,100,20,63304,270269,141508,334941136,5,1
vesicular,vesicular,4,9,657,6,0,1,0,14,0,247094,5,1
vespers,vespers,2,6,659,7,1,2,16,69,3,184674,6,1
vessel,vessel,2,5,502,7,24,15,477,3493,310,8794883,6,1
vessels,vessels,2,6,589,8,11,4,154,3906,327,7744606,7,2
vest,vest,1,4,413,5,45,27,284,1568,208,3720750,5,1
vestal,vestal,2,6,539,6,12,3,14,52,2,471189,6,2
vested,vested,2,6,530,6,8,10,111,730,123,1969347,6,2
vestibule,vestibule,3,9,635,10,0,1,20,326,7,248484,6,1
vestibules,vestibules,3,10,618,10,0,1,1,77,0,32727,6,2
