idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50
13772,proof,pruf,4,3,1,1,3
13773,prop,prap,7,5,2,4,3
13806,prose,proz,9,5,4,3,6
13847,proud,prWd,7,6,1,2,5
13849,prove,pruv,5,4,1,2,3
13868,prow,prW,7,5,2,2,5
13870,prowl,prWl,3,2,1,1,2
13875,prude,prud,10,9,1,4,6
13881,prune,prun,8,7,1,2,6
13883,pry,prY,17,9,8,8,9
13885,Psalter,scltX,6,4,2,5,1
13888,Psyche,sYki,3,2,1,2,1
13910,puck,p^k,27,23,4,17,10
13911,pucker,p^kX,8,7,1,5,3
13920,pug,p^g,20,19,1,13,7
13926,pukka,p^kx,4,3,1,2,2
13928,pule,pyul,6,3,3,4,2
13929,pull,pUl,16,15,1,12,4
13931,pulley,pUli,6,4,2,4,2
13935,pulp,p^lp,4,3,1,1,3
13944,pump,p^mp,14,12,2,11,3
13947,pun,p^n,29,26,3,20,9
13948,punch,p^nC,8,7,1,6,2
13961,punk,p^Gk,12,9,3,11,1
13963,punt,p^nt,12,10,2,9,3
13965,pup,p^p,21,17,4,11,10
13969,puppy,p^pi,6,5,1,2,4
13973,pure,pyUr,2,1,1,1,1
13978,purge,pRJ,14,10,4,7,7
13994,purse,pRs,19,16,3,11,8
13995,purser,pRsX,6,5,1,3,3
14002,pus,p^s,19,16,3,11,8
14017,putt,p^t,29,25,4,18,11
14018,puttee,p^ti,9,8,1,5,4
14019,putter,p^tX,14,11,3,10,4
14020,putty,p^ti,9,8,1,5,4
14029,pyre,pYr,22,19,3,15,7
14033,pyx,pIks,11,9,2,5,6
14037,quad,kwad,8,5,3,4,4
14055,quail,kwel,7,5,2,3,4
14057,quake,kwek,9,6,3,3,6
14063,qualm,kwam,4,3,1,1,3
14069,quarrel,kwcrL,2,1,1,1,1
14071,quart,kwort,9,3,6,4,5
14078,quash,kwaS,5,4,1,2,3
14081,quaver,kwevX,3,2,1,2,1
14084,queer,kwIr,10,9,1,2,8
14085,quell,kwEl,5,4,1,3,2
14088,query,kwIri,5,3,2,3,2
14094,quick,kwIk,14,11,3,4,10
14097,quid,kwId,9,7,2,2,7
14102,quill,kwIl,13,10,3,4,9
14104,quince,kwIns,2,1,1,1,1
14107,quint,kInt,10,8,2,7,3
14111,quip,kwIp,10,8,2,4,6
14112,quire,kwYr,6,3,3,3,3
14113,quirk,kwRk,6,5,1,2,4
14114,quirt,kwRt,8,5,3,3,5
14116,quit,kwIt,17,12,5,5,12
14117,quite,kwYt,10,7,3,3,7
14124,quoit,kwet,11,8,3,4,7
14129,quote,kwot,8,5,3,1,7
14139,rabble,r@bL,11,10,1,6,5
14143,race,res,29,22,7,17,12
14145,raceme,resim,2,1,1,1,1
14149,rack,r@k,29,26,3,18,11
14153,racy,resi,5,2,3,2,3
14170,radon,redan,2,1,1,1,1
14173,raft,r@ft,14,8,6,9,5
14175,rag,r@g,28,24,4,17,11
14177,rage,reJ,19,16,3,7,12
14182,raid,red,29,24,5,18,11
14183,rail,rel,36,30,6,25,11
14188,rain,ren,38,28,10,24,14
14190,rainy,reni,6,5,1,3,3
14191,raise,rez,30,22,8,17,13
14192,raisin,rezN,7,5,2,5,2
14194,rake,rek,30,26,4,19,11
14196,rally,r@li,9,8,1,8,1
14197,ram,r@m,31,24,7,19,12
14198,ramble,r@mbL,6,3,3,5,1
14201,ramie,r@mi,6,5,1,3,3
14204,ramp,r@mp,14,10,4,10,4
14210,ran,r@n,28,23,5,15,13
14211,ranch,r@nC,5,3,2,2,3
14215,rancor,r@GkX,6,4,2,4,2
14216,rand,r@nd,15,11,4,12,3
14219,rang,r@G,21,20,1,10,11
14220,range,renJ,8,3,5,4,4
14221,ranger,renJX,3,2,1,2,1
14222,rank,r@Gk,20,10,10,16,4
14223,rankle,r@GkL,6,4,2,3,3
14225,ransom,r@nsxm,3,2,1,2,1
14226,rant,r@nt,13,9,4,7,6
14227,rap,r@p,31,26,5,18,13
14229,rape,rep,26,21,5,15,11
14238,rapt,r@pt,5,2,3,1,4
14240,rare,rEr,22,20,2,17,5
14245,rascal,r@skL,2,1,1,1,1
14248,rash,r@S,26,20,6,15,11
14250,rasp,r@sp,7,3,4,4,3
14252,rat,r@t,37,31,6,23,14
14254,rate,ret,39,29,10,28,11
14270,rattle,r@tL,9,7,2,5,4
14278,rave,rev,26,22,4,15,11
14279,ravel,r@vL,9,7,2,6,3
14286,raw,rc,19,14,5,12,7
14287,ray,re,38,19,19,22,16
14289,razor,rezX,3,2,1,1,2
14291,razz,r@z,17,16,1,7,10
14292,reach,riC,20,17,3,10,10
14296,read,rid,28,25,3,18,10
14300,ready,rEdi,6,4,2,4,2
14302,real,riL,16,12,4,4,12
14308,really,rili,4,3,1,2,2
14312,ream,rim,24,21,3,13,11
14313,reamer,rimX,5,3,2,3,2
14314,reap,rip,27,25,2,16,11
14315,rear,rIr,32,29,3,21,11
14321,rebel,rEbL,7,6,1,5,2
14337,receipt,rIsit,5,4,1,1,4
14343,reception,rIsEpS|n,2,1,1,1,1
14379,record,rIkord,2,1,1,1,1
14401,rector,rEktX,7,6,1,4,3
14407,recur,rIkR,3,2,1,1,2
14408,red,rEd,29,21,8,21,8
14410,redden,rEdN,6,5,1,3,3
14421,reduce,rIdus,4,3,1,3,1
14425,reef,rif,22,19,3,11,11
14427,reek,rik,30,25,5,20,10
14428,reel,ril,34,28,6,20,14
14429,reeve,riv,21,19,2,11,10
14432,refer,rIfR,3,2,1,1,2
14446,reform,rIform,2,1,1,1,1
14463,refute,rIfyut,3,2,1,1,2
14466,regal,rigL,6,4,2,4,2
14482,region,riJ|n,2,1,1,1,1
14499,rehearsal,rIhRsL,2,1,1,1,1
14500,rehearse,rIhRs,2,1,1,1,1
14528,relic,rElIk,3,2,1,1,2
14533,religious,rIlIJ|s,2,1,1,1,1
14538,rely,rIlY,3,1,2,1,2
14551,remit,rImIt,3,2,1,1,2
14561,remote,rImot,2,1,1,1,1
14566,renal,rinL,5,4,1,3,2
14569,rend,rEnd,19,13,6,14,5
14570,render,rEndX,4,3,1,3,1
14576,renounce,rInWns,2,1,1,1,1
14581,rent,rEnt,17,15,2,12,5
14582,rental,rEntL,7,6,1,6,1
14585,repair,rIpEr,2,1,1,1,1
14590,repay,ripe,3,1,2,1,2
14592,repeat,rIpit,3,2,1,1,2
14604,replete,rIplit,2,1,1,1,1
14654,reserve,rIzRv,2,1,1,1,1
14658,reside,rIzYd,3,1,2,1,2
14665,resign,rIzYn,5,4,1,3,2
14667,resigned,rIzYnd,4,2,2,1,3
14693,rest,rEst,20,17,3,18,2
14715,retch,rEC,13,11,2,7,6
14738,rev,rEv,10,9,1,4,6
14742,revel,rEvL,9,7,2,5,4
14750,reversal,rIvRsL,2,1,1,1,1
14751,reverse,rIvRs,3,2,1,1,2
14767,revolution,rEvxluS|n,4,3,1,3,1
14780,rheum,rum,24,20,4,15,9
14792,rhyme,rYm,25,20,5,14,11
14796,rib,rIb,19,18,1,8,11
14801,rice,rYs,23,18,5,13,10
14802,rich,rIC,21,20,1,10,11
14804,rick,rIk,34,27,7,20,14
14807,rid,rId,29,25,4,16,13
14809,ridden,rIdN,10,8,2,5,5
14810,riddle,rIdL,8,6,2,4,4
14811,ride,rYd,30,24,6,18,12
14812,rider,rYdX,6,4,2,3,3
14813,ridge,rIJ,14,13,1,3,11
14819,rife,rYf,18,16,2,7,11
14821,rifle,rYfL,6,3,3,3,3
14822,rift,rIft,12,8,4,9,3
14823,rig,rIg,26,21,5,13,13
14825,right,rYt,35,28,7,23,12
14832,rigor,rIgX,7,5,2,4,3
14833,rile,rYl,26,24,2,16,10
14834,rill,rIl,38,30,8,26,12
14835,rim,rIm,26,22,4,15,11
14836,rimy,rYmi,4,3,1,3,1
14837,rind,rYnd,10,8,2,9,1
14838,ring,rIG,23,21,2,11,12
14841,rink,rIGk,19,11,8,15,4
14842,rinse,rIns,5,4,1,4,1
14843,riot,rYxt,2,1,1,1,1
14844,rip,rIp,32,28,4,20,12
14846,ripe,rYp,20,17,3,10,10
14849,ripple,rIpL,7,4,3,4,3
14851,rise,rYz,21,17,4,10,11
14852,risen,rIzN,8,7,1,6,2
14853,riser,rYzX,8,7,1,5,3
14857,risk,rIsk,9,5,4,5,4
14862,rival,rYvL,5,3,2,3,2
14864,rive,rYv,24,19,5,13,11
14865,riven,rIvxn,6,3,3,5,1
14867,rivet,rIvxt,7,5,2,5,2
14871,roach,roC,18,16,2,6,12
14872,road,rod,29,26,3,17,12
14875,roam,rom,28,24,4,16,12
14876,roan,ron,35,28,7,23,12
14877,roar,ror,31,28,3,19,12
14878,roast,rost,12,11,1,11,1
14879,rob,rab,17,16,1,14,3
14881,robe,rob,18,15,3,6,12
14885,rock,rak,23,20,3,19,4
14886,rocker,rakX,4,3,1,2,2
14888,rod,rad,21,18,3,18,3
14891,roe,ro,38,17,21,22,16
14895,rogue,rog,18,15,3,6,12
14899,role,rol,34,30,4,21,13
14900,roller,rolX,9,8,1,6,3
14908,rood,rud,24,19,5,16,8
14909,roof,ruf,13,11,2,5,8
14910,rook,rUk,17,14,3,15,2
14911,rookie,rUki,2,1,1,1,1
14914,roost,rust,7,5,2,5,2
14915,root,rut,30,26,4,21,9
14917,rope,rop,27,23,4,15,12
14918,rosary,rozXi,3,2,1,2,1
14919,rose,roz,26,22,4,13,13
14927,rosy,rozi,7,4,3,5,2
14928,rot,rat,29,26,3,25,4
14929,rotary,rotXi,4,3,1,3,1
14934,rote,rot,35,29,6,21,14
14936,rotor,rotX,6,4,2,2,4
14937,rotten,ratN,5,4,1,3,2
14943,rough,r^f,20,17,3,11,9
14945,roughen,r^fxn,2,1,1,1,1
14953,rouse,rWz,10,7,3,8,2
14955,rout,rWt,21,18,3,19,2
14957,rove,rov,26,20,6,13,13
14958,rover,rovX,6,3,3,3,3
14961,rowel,rWL,9,8,1,7,2
14963,rub,r^b,23,18,5,14,9
14964,rubber,r^bX,4,3,1,1,3
14966,rubble,r^bL,13,10,3,7,6
14975,rue,ru,37,22,15,25,12
14976,ruffed,r^ft,8,6,2,3,5
14978,ruffle,r^fL,10,8,2,5,5
14979,rug,r^g,22,20,2,15,7
14985,rule,rul,23,18,5,14,9
14986,ruler,rulX,3,2,1,1,2
14987,rum,r^m,29,23,6,20,9
14989,rumble,r^mbL,12,8,4,9,3
14994,rummy,r^mi,10,9,1,6,4
14995,rumor,rumX,4,3,1,2,2
14996,rump,r^mp,14,11,3,11,3
14997,rumple,r^mpL,3,1,2,1,2
15000,run,r^n,26,23,3,16,10
15006,rune,run,25,21,4,16,9
15010,runnel,r^nL,10,9,1,4,6
15012,runny,r^ni,12,11,1,7,5
15014,runt,r^nt,15,10,5,9,6
15020,ruse,rus,19,16,3,10,9
15021,rush,r^S,15,12,3,8,7
15022,rusk,r^sk,8,7,1,6,2
15023,russet,r^s|t,2,1,1,1,1
15025,rust,r^st,19,14,5,13,6
15033,rut,r^t,28,25,3,18,10
15037,rye,rY,37,20,17,23,14
15038,s,Es,21,12,9,11,10
15040,sable,sebL,10,8,2,9,1
15043,sac,s@k,28,23,5,20,8
15047,sachet,s@Se,2,1,1,1,1
15057,sad,s@d,25,21,4,15,10
15058,sadden,s@dN,6,5,1,3,3
15059,saddle,s@dL,7,4,3,3,4
15065,safe,sef,11,10,1,3,8
15068,sag,s@g,22,18,4,15,7
15072,sage,seJ,19,15,4,11,8
15075,said,sEd,21,17,4,16,5
15076,sail,sel,34,27,7,25,9
15077,sailor,selX,8,7,1,4,4
15078,saint,sent,6,4,2,4,2
15079,sake,sek,28,23,5,20,8
15080,saki,saki,10,7,3,6,4
15085,salary,s@lXi,4,3,1,3,1
15091,sallow,s@lo,12,9,3,10,2
15092,sally,s@li,15,13,2,11,4
15095,salt,sclt,11,8,3,7,4
15108,same,sem,21,19,2,13,8
15118,sand,s@nd,13,9,4,10,3
15119,sandal,s@ndL,7,4,3,5,2
15124,sane,sen,33,27,6,24,9
15125,sang,s@G,19,17,2,11,8
15133,sank,s@Gk,17,11,6,15,2
15136,sap,s@p,27,24,3,19,8
15140,sappy,s@pi,4,3,1,1,3
15148,sash,s@S,20,16,4,12,8
15151,sat,s@t,32,28,4,24,8
15152,Satan,setN,4,3,1,2,2
15156,sate,set,36,26,10,25,11
15161,satin,s@tN,8,7,1,6,2
15171,Saturn,s@tXn,3,2,1,2,1
15173,satyr,setX,9,8,1,4,5
15174,sauce,scs,10,8,2,6,4
15184,save,sev,22,18,4,13,9
15186,savor,sevX,8,6,2,3,5
15187,saw,sc,23,18,5,11,12
15190,say,se,37,23,14,17,20
15191,scab,sk@b,4,3,1,3,1
15195,scale,skel,10,8,2,4,6
15201,scamp,sk@mp,5,3,2,3,2
15203,scan,sk@n,7,5,2,2,5
15207,scant,sk@nt,3,1,2,2,1
15209,scar,skar,10,8,2,3,7
15214,scare,skEr,11,8,3,5,6
15224,scene,sin,29,27,2,18,11
15231,scheme,skim,6,3,3,2,4
15233,schism,sIzM,3,2,1,1,2
15240,school,skul,8,7,1,3,5
15250,scion,sY|n,5,2,3,3,2
15255,scone,skon,9,6,3,3,6
15256,scoop,skup,9,7,2,6,3
15257,scope,skop,7,5,2,3,4
15259,score,skor,14,10,4,7,7
15260,scorn,skorn,6,3,3,3,3
15263,scot,skat,14,10,4,5,9
15268,scour,skWr,7,5,2,1,6
15269,scourge,skRJ,5,4,1,2,3
15270,scout,skWt,10,9,1,3,7
15271,scow,skW,7,2,5,2,5
15272,scowl,skWl,8,6,2,1,7
15276,scrape,skrep,3,2,1,1,2
15278,scrawl,skrcl,4,3,1,3,1
15280,scream,skrim,6,4,2,2,4
15283,screw,skru,4,3,1,3,1
15285,scribe,skrYb,2,1,1,1,1
15286,scrim,skrIm,4,2,2,1,3
15289,scrip,skrIp,7,4,3,2,5
15301,scud,sk^d,6,5,1,3,3
15303,scull,sk^l,8,6,2,1,7
15308,scum,sk^m,9,6,3,5,4
15310,scurf,skRf,6,5,1,1,5
15312,scurry,skRi,7,3,4,2,5
15315,scuttle,sk^tL,2,1,1,1,1
15316,scythe,sYD,11,10,1,5,6
15317,seal,sil,31,28,3,20,11
15319,seam,sim,22,18,4,10,12
15324,sear,sIr,33,26,7,25,8
15325,search,sRC,11,9,2,6,5
15327,season,sizN,3,2,1,1,2
15329,seat,sit,32,28,4,21,11
15350,sector,sEktX,9,6,3,8,1
15358,sedge,sEJ,13,11,2,9,4
15364,seek,sik,31,25,6,19,12
15366,seep,sip,31,26,5,19,12
15368,seethe,siD,16,15,1,5,11
15375,seize,siz,22,17,5,9,13
15382,self,sElf,7,5,2,4,3
15403,sen,sEn,28,23,5,20,8
15404,senate,sEn|t,5,3,2,3,2
15407,send,sEnd,18,13,5,13,5
15413,senna,sEnx,5,4,1,1,4
15415,sense,sEns,13,11,2,7,6
15434,sentry,sEntri,3,2,1,2,1
15435,sepal,sipL,4,2,2,3,1
15462,serf,sRf,8,6,2,3,5
15463,serge,sRJ,15,11,4,10,5
15472,serum,sIrM,3,2,1,1,2
15474,serve,sRv,14,10,4,7,7
15476,servile,sRvL,4,3,1,1,3
15482,set,sEt,32,24,8,22,10
15484,settee,sEti,6,5,1,3,3
15485,setter,sEtX,15,9,6,9,6
15486,settle,sEtL,10,9,1,6,4
15492,sever,sEvX,8,5,3,5,3
15495,sew,so,29,21,8,14,15
15497,sewer,suX,9,6,3,1,8
15499,sewn,son,27,23,4,22,5
15500,sex,sEks,6,5,1,4,2
15507,shabby,S@bi,7,5,2,4,3
15508,shack,S@k,22,20,2,16,6
15509,shackle,S@kL,5,4,1,4,1
15510,shad,S@d,20,18,2,15,5
15511,shade,Sed,18,17,1,12,6
15516,shake,Sek,24,22,2,17,7
15519,shale,Sel,27,26,1,21,6
15520,shall,S@l,13,10,3,6,7
15522,shallow,S@lo,12,10,2,7,5
15523,sham,S@m,15,13,2,10,5
15525,shame,Sem,17,16,1,11,6
15529,shank,S@Gk,12,9,3,11,1
15530,shape,Sep,16,15,1,10,6
15531,shard,Sard,12,11,1,9,3
15532,share,SEr,22,20,2,18,4
15533,shark,Sark,10,8,2,7,3
15534,sharp,Sarp,5,4,1,2,3
15536,shatter,S@tX,10,9,1,9,1
15541,she,Si,31,21,10,19,12
15542,sheaf,Sif,14,13,1,7,7
15543,shear,SIr,26,24,2,21,5
15545,sheath,SiT,11,10,1,4,7
15546,sheathe,SiD,11,9,2,3,8
15548,sheave,SIv,10,9,1,5,5
15549,sheaves,Sivz,6,5,1,5,1
15550,shed,SEd,17,16,1,14,3
15551,sheen,Sin,21,20,1,14,7
15552,sheep,Sip,20,19,1,13,7
15554,sheet,Sit,23,21,2,16,7
15555,shelf,SElf,6,3,3,3,3
15556,shell,SEl,21,18,3,16,5
15560,shelve,SElv,5,3,2,2,3
15561,shelves,SElvz,3,1,2,2,1
15565,sherry,SEri,8,6,2,7,1
15566,shew,So,23,17,6,14,9
15570,shill,SIl,25,23,2,21,4
15573,shin,SIn,20,19,1,16,4
15574,shine,SYn,21,17,4,17,4
15575,shiner,SYnX,5,4,1,3,2
15579,shiny,SYni,3,2,1,1,2
15583,shire,SYr,16,14,2,14,2
15584,shirk,SRk,16,14,2,14,2
15585,shirr,SR,13,11,2,7,6
15586,shirt,SRt,15,14,1,13,2
15587,shiver,SIvX,4,3,1,2,2
15588,shoal,Sol,24,23,1,19,5
15589,shoat,Sot,22,19,3,16,6
15590,shock,Sak,21,20,1,17,4
15591,shod,Sad,18,15,3,13,5
15592,shoddy,Sadi,5,4,1,4,1
15593,shoe,Su,25,22,3,19,6
15595,shone,Son,23,20,3,17,6
15597,shop,Sap,16,15,1,12,4
15598,shore,Sor,28,23,5,21,7
15599,shorn,Sorn,11,9,2,8,3
15600,short,Sort,10,7,3,6,4
15609,shout,SWt,15,14,1,14,1
15610,shove,S^v,7,6,1,3,4
15611,shovel,S^vL,4,3,1,1,3
15617,shred,SrEd,8,6,2,6,2
15618,shrew,Sru,9,6,3,7,2
15619,shrewd,Srud,7,5,2,4,3
15620,shriek,Srik,6,4,2,5,1
15623,shrill,SrIl,8,5,3,7,1
15626,shrine,SrYn,5,4,1,3,2
15628,shrive,SrYv,6,5,1,3,3
15633,shrove,Srov,5,4,1,4,1
15634,shrub,Sr^b,4,3,1,3,1
15635,shrug,Sr^g,3,2,1,2,1
15640,shun,S^n,19,18,1,15,4
15641,shunt,S^nt,6,4,2,4,2
15642,shut,S^t,21,18,3,15,6
15643,shutter,S^tX,10,8,2,7,3
15644,shuttle,S^tL,5,4,1,1,4
15645,shy,SY,23,20,3,17,6
15648,sibyl,sIbL,7,6,1,4,3
15649,sick,sIk,29,23,6,18,11
15651,sickle,sIkL,13,11,2,8,5
15652,side,sYd,23,17,6,15,8
15657,sidle,sYdL,7,5,2,3,4
15658,siege,siJ,15,14,1,4,11
15661,sieve,sIv,14,13,1,6,8
15662,sift,sIft,9,7,2,6,3
15663,sigh,sY,35,24,11,17,18
15664,sign,sYn,31,24,7,24,7
15684,silk,sIlk,10,7,3,4,6
15685,sill,sIl,35,26,9,24,11
15686,silly,sIli,12,11,1,7,5
15688,silt,sIlt,19,15,4,12,7
15697,simmer,sImX,5,3,2,3,2
15709,sin,sIn,31,25,6,21,10
15710,since,sIns,8,7,1,4,4
15714,sing,sIG,22,17,5,14,8
15715,singe,sInJ,7,5,2,4,3
15722,sink,sIGk,17,12,5,14,3
15726,sip,sIp,28,25,3,21,7
15728,sir,sR,23,15,8,7,16
15729,sire,sYr,20,17,3,14,6
15734,sister,sIstX,3,1,2,1,2
15735,sit,sIt,36,28,8,25,11
15738,six,sIks,8,7,1,5,3
15741,size,sYz,12,10,2,6,6
15744,skate,sket,11,10,1,5,6
15745,skein,sken,10,8,2,5,5
15747,sketch,skEC,3,2,1,1,2
15748,skew,skyu,5,2,3,3,2
15750,ski,ski,9,3,6,4,5
15751,skid,skId,10,8,2,2,8
15753,skill,skIl,15,13,2,5,10
15755,skim,skIm,12,10,2,3,9
15756,skimp,skImp,4,1,3,2,2
15757,skin,skIn,13,11,2,4,9
15760,skip,skIp,15,10,5,5,10
15761,skipper,skIpX,4,2,2,3,1
15763,skirt,skRt,10,8,2,2,8
15764,skit,skIt,14,12,2,4,10
15766,skulk,sk^lk,3,1,2,1,2
15767,skunk,sk^Gk,5,4,1,4,1
15768,sky,skY,6,5,1,3,3
15769,slab,sl@b,11,10,1,4,7
15770,slack,sl@k,19,17,2,9,10
15772,slag,sl@g,14,12,2,6,8
15773,slain,slen,11,8,3,7,4
15774,slake,slek,12,9,3,5,7
15776,slam,sl@m,13,12,1,3,10
15778,slang,sl@G,11,10,1,2,9
15779,slant,sl@nt,4,2,2,3,1
15780,slap,sl@p,17,15,2,5,12
15781,slash,sl@S,15,12,3,7,8
15782,slat,sl@t,18,16,2,4,14
15783,slate,slet,18,15,3,8,10
15787,slave,slev,9,6,3,3,6
15792,slaw,slc,10,7,3,3,7
15793,slay,sle,19,12,7,9,10
15795,sled,slEd,10,8,2,7,3
15796,sledge,slEJ,6,4,2,4,2
15797,sleek,slik,12,10,2,6,6
15798,sleep,slip,13,10,3,5,8
15799,sleet,slit,17,15,2,8,9
15800,sleeve,sliv,7,6,1,2,5
15801,sleight,slYt,18,15,3,8,10
15804,sleuth,sluT,5,3,2,1,4
15805,slew,slu,15,10,5,7,8
15806,slice,slYs,8,5,3,3,5
15807,slick,slIk,15,11,4,5,10
15808,slicker,slIkX,7,5,2,3,4
15809,slid,slId,9,8,1,2,7
15810,slide,slYd,10,8,2,4,6
15812,slim,slIm,11,10,1,3,8
15813,slime,slYm,9,7,2,2,7
15814,sling,slIG,16,12,4,8,8
15815,slink,slIGk,8,4,4,6,2
15816,slip,slIp,17,14,3,6,11
15818,slipper,slIpX,7,5,2,2,5
15821,slit,slIt,18,15,3,7,11
15823,sliver,slIvX,6,5,1,3,3
15825,sloe,slo,16,10,6,9,7
15827,sloop,slup,14,11,3,6,8
15828,slop,slap,15,12,3,7,8
15829,slope,slop,9,7,2,3,6
15831,slot,slat,17,15,2,9,8
15832,sloth,slcT,3,2,1,1,2
15836,slug,sl^g,10,9,1,4,6
15838,sluice,slus,5,3,2,1,4
15839,slum,sl^m,14,12,2,5,9
15841,slump,sl^mp,5,3,2,4,1
15842,slung,sl^G,14,11,3,6,8
15843,slunk,sl^Gk,8,6,2,7,1
15844,slur,slR,9,8,1,3,6
15845,slush,sl^S,10,9,1,4,6
15847,sly,slY,17,11,6,7,10
15848,smack,sm@k,9,7,2,5,4
15849,small,smcl,5,4,1,2,3
15851,smash,sm@S,4,2,2,3,1
15853,smear,smIr,8,6,2,7,1
15854,smell,smEl,7,4,3,3,4
15855,smelled,smEld,3,1,2,1,2
15856,smelt,smElt,5,2,3,3,2
15858,smile,smYl,5,4,1,2,3
15859,smirch,smRC,3,2,1,1,2
15860,smirk,smRk,5,4,1,1,4
15861,smite,smYt,8,5,3,5,3
15862,smith,smIT,3,1,2,1,2
15867,smock,smak,6,4,2,3,3
15869,smoke,smok,7,6,1,3,4
15872,smote,smot,6,5,1,3,3
15876,smug,sm^g,8,6,2,3,5
15877,smuggle,sm^gL,2,1,1,1,1
15878,smut,sm^t,7,6,1,2,5
15879,smutch,sm^C,6,4,2,2,4
15880,snack,sn@k,10,8,2,5,5
15882,snag,sn@g,9,7,2,5,4
15883,snail,snel,5,3,2,4,1
15884,snake,snek,6,5,1,3,3
15885,snap,sn@p,9,7,2,3,6
15890,sneak,snik,7,5,2,3,4
15891,sneaker,snikX,2,1,1,1,1
15892,sneer,snIr,11,9,2,6,5
15893,sneeze,sniz,3,2,1,1,2
15894,snicker,snIkX,4,3,1,3,1
15895,snide,snYd,3,2,1,2,1
15896,sniff,snIf,7,6,1,2,5
15897,sniffle,snIfL,4,3,1,2,2
15899,snip,snIp,11,8,3,4,7
15902,snitch,snIC,7,6,1,3,4
15903,snivel,snIvL,3,2,1,2,1
15904,snob,snab,4,2,2,3,1
15905,snoop,snup,9,8,1,5,4
15906,snooze,snuz,3,2,1,1,2
15907,snore,snor,9,6,3,6,3
15909,snort,snort,4,2,2,3,1
15911,snub,sn^b,6,4,2,3,3
15912,snuff,sn^f,6,5,1,2,4
15913,snuffle,sn^fL,5,4,1,3,2
15914,snug,sn^g,6,5,1,2,4
15915,snuggle,sn^gL,3,2,1,1,2
15916,soak,sok,23,18,5,18,5
15917,soap,sop,21,17,4,16,5
15919,soar,sor,32,22,10,24,8
15920,sob,sab,18,16,2,13,5
15924,soccer,sakX,6,5,1,3,3
15934,sock,sak,26,22,4,19,7
15936,sod,sad,20,17,3,13,7
15938,sodden,sadN,4,3,1,2,2
15942,soft,scft,5,3,2,3,2
15946,soil,sOl,13,10,3,12,1
15949,sol,sol,29,23,6,20,9
15951,solar,solX,13,11,2,7,6
15953,sold,sold,15,12,3,10,5
15954,solder,sadX,7,6,1,4,3
15957,solely,soli,11,10,1,7,4
15958,solemn,salxm,2,1,1,1,1
15969,solidly,salxdli,2,1,1,1,1
15972,solo,solo,9,7,2,5,4
15983,some,s^m,23,19,4,16,7
15988,son,s^n,26,24,2,20,6
15991,song,scG,11,10,1,8,3
15996,soon,sun,24,21,3,18,6
15998,sooth,suT,11,9,2,5,6
15999,soothe,suD,9,7,2,3,6
16001,sop,sap,23,20,3,18,5
16015,sort,sort,14,8,6,10,4
16016,sortie,sorti,2,1,1,1,1
16017,sot,sat,32,28,4,27,5
16020,sough,sW,21,17,4,10,11
16021,sought,sct,24,19,5,18,6
16024,soup,sup,22,16,6,16,6
16025,sour,sWr,10,7,3,7,3
16026,source,sors,8,7,1,5,3
16027,souse,sWs,8,7,1,5,3
16028,south,sWT,5,4,1,2,3
16037,soy,sO,13,12,1,4,9
16038,spa,spa,6,3,3,1,5
16039,space,spes,6,4,2,2,4
16042,spade,sped,9,7,2,3,6
16044,span,sp@n,9,8,1,2,7
16050,spar,spar,12,8,4,3,9
16051,spare,spEr,13,12,1,5,8
16053,spark,spark,5,2,3,2,3
16056,sparse,spars,3,1,2,1,2
16060,spat,sp@t,12,8,4,3,9
16061,spate,spet,15,12,3,6,9
16063,spatter,sp@tX,5,2,3,4,1
16066,spawn,spcn,8,7,1,2,6
16067,spay,spe,14,7,7,5,9
16068,speak,spik,11,9,2,5,6
16069,spear,spIr,15,13,2,7,8
16080,speck,spEk,8,7,1,1,7
16091,sped,spEd,11,8,3,3,8
16092,speech,spiC,3,2,1,1,2
16093,speed,spid,8,7,1,3,5
16096,spell,spEl,9,8,1,3,6
16098,spend,spEnd,5,3,2,3,2
16100,spent,spEnt,3,1,2,2,1
16103,spew,spyu,3,1,2,2,1
16110,spice,spYs,9,6,3,2,7
16114,spike,spYk,10,8,2,1,9
16115,spill,spIl,13,9,4,5,8
16116,spilled,spIld,3,2,1,1,2
16118,spilt,spIlt,6,3,3,3,3
16119,spin,spIn,12,10,2,3,9
16124,spine,spYn,18,13,5,6,12
16128,spire,spYr,14,9,5,3,11
16137,spit,spIt,16,11,5,4,12
16138,spite,spYt,15,12,3,3,12
16142,splatter,spl@tX,3,1,2,2,1
16143,splay,sple,4,1,3,2,2
16150,splint,splInt,3,1,2,1,2
16155,splutter,spl^tX,2,1,1,1,1
16156,spoil,spOl,6,3,3,1,5
16157,spoiled,spOld,3,2,1,1,2
16158,spoilt,spOlt,3,2,1,1,2
16159,spoke,spok,9,7,2,4,5
16170,spool,spul,9,8,1,3,6
16171,spoon,spun,11,10,1,2,9
16174,spore,spor,13,10,3,6,7
16175,sport,sport,7,3,4,6,1
16177,spot,spat,13,10,3,5,8
16179,spout,spWt,11,9,2,4,7
16180,sprain,spren,2,1,1,1,1
16184,spray,spre,7,4,3,2,5
16186,spree,spri,5,3,2,3,2
16187,sprig,sprIg,2,1,1,1,1
16189,spring,sprIG,5,4,1,2,3
