Item,Experiment,Release,Subject,Trial,List,WordRunLength,ExperimentRunID,RT,Session,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
bake,MALD1_sR,MALD1,16551,565,words50,4,16551_117,614,117,1450,bake,bek,29,26,3,20,9,1,3,419,5,116,45,323,5337,281,3791576,4,1
brought,MALD1_sR,MALD1,16551,390,words50,1,16551_117,747,117,2244,brought,brct,10,8,2,3,7,1,4,363,8,33,6,8786,40456,9791,39794764,5,1
budge,MALD1_sR,MALD1,16551,587,words50,2,16551_117,717,117,2276,budge,b^J,15,14,1,4,11,1,3,348,6,43,16,104,583,86,418361,4,1
burst,MALD1_sR,MALD1,16551,136,words50,1,16551_117,641,117,2358,burst,bRst,15,14,1,12,3,1,4,432,6,57,15,435,5127,438,5148007,5,1
crane,MALD1_sR,MALD1,16551,546,words50,1,16551_117,908,117,4120,crane,kren,15,12,3,7,8,1,4,403,6,68,21,1714,2054,199,4888961,5,1
cuddle,MALD1_sR,MALD1,16551,100,words50,2,16551_117,643,117,4279,cuddle,k^dL,10,9,1,7,3,2,5,275,7,28,7,110,234,23,531391,6,1
dip,MALD1_sR,MALD1,16551,127,words50,1,16551_117,574,117,4937,dip,dIp,25,23,2,16,9,1,3,302,4,75,31,406,2619,328,5850511,4,1
dump,MALD1_sR,MALD1,16551,298,words50,5,16551_117,620,117,5353,dump,d^mp,13,10,3,9,4,1,4,278,5,25,16,1470,2668,600,6945921,5,1
elite,MALD1_sR,MALD1,16551,250,words50,3,16551_117,784,117,5550,elite,xlit,13,10,3,7,6,2,4,452,6,16,8,151,6621,687,12688404,5,1
fee,MALD1_sR,MALD1,16551,73,words50,2,16551_117,1331,117,6300,fee,fi,31,21,10,19,12,1,2,315,4,164,39,494,5914,555,50935535,3,1
flint,MALD1_sR,MALD1,16551,769,words50,3,16551_117,955,117,6544,flint,flInt,5,3,2,3,2,1,5,411,6,17,14,222,922,115,3231075,6,1
ghost,MALD1_sR,MALD1,16551,23,words50,2,16551_117,786,117,7144,ghost,gost,10,9,1,9,1,1,4,435,6,31,5,1866,4017,369,14501179,5,1
group,MALD1_sR,MALD1,16551,442,words50,1,16551_117,711,117,7461,group,grup,11,10,1,3,8,1,4,450,6,43,7,3762,100117,13769,321865437,5,1
had,MALD1_sR,MALD1,16551,3,words50,1,16551_117,769,117,7564,had,h@d,31,28,3,18,13,1,3,369,4,91,48,85472,803646,146951,480246305,4,1
hemp,MALD1_sR,MALD1,16551,359,words50,4,16551_117,644,117,7808,hemp,hEmp,4,2,2,1,3,1,4,419,5,22,15,17,520,50,2200098,5,1
kept,MALD1_sR,MALD1,16551,756,words50,1,16551_117,1109,117,9465,kept,kEpt,3,2,1,2,1,1,4,367,4,16,5,4559,33434,5824,27838368,4,1
loss,MALD1_sR,MALD1,16551,591,words50,3,16551_117,695,117,10126,loss,lcs,19,15,4,13,6,1,3,551,5,87,47,1485,25339,3574,83019752,4,1
luck,MALD1_sR,MALD1,16551,258,words50,1,16551_117,875,117,10161,luck,l^k,26,23,3,19,7,1,3,356,5,94,37,7840,9427,2575,16739504,4,1
mile,MALD1_sR,MALD1,16551,18,words50,3,16551_117,1260,117,10823,mile,mYl,28,24,4,20,8,1,3,387,5,109,45,1071,13035,1657,22186849,4,1
moose,MALD1_sR,MALD1,16551,213,words50,3,16551_117,945,117,11120,moose,mus,19,18,1,14,5,1,3,649,6,68,19,282,1604,183,3590020,4,1
perk,MALD1_sR,MALD1,16551,280,words50,1,16551_117,1262,117,12754,perk,pRk,22,20,2,16,6,1,3,326,5,97,27,72,402,39,393721,4,1
pipe,MALD1_sR,MALD1,16551,159,words50,1,16551_117,640,117,13036,pipe,pYp,18,17,1,11,7,1,3,260,5,44,18,989,4822,455,16180632,4,1
pottery,MALD1_sR,MALD1,16551,768,words50,2,16551_117,784,117,13416,pottery,patXi,2,1,1,1,1,3,5,386,7,8,3,94,1786,48,15363954,5,1
proceed,MALD1_sR,MALD1,16551,128,words50,2,16551_117,737,117,13684,proceed,prosid,2,1,1,1,1,2,6,748,8,4,3,1066,3376,737,11314884,7,1
puck,MALD1_sR,MALD1,16551,517,words50,1,16551_117,638,117,13910,puck,p^k,27,23,4,17,10,1,3,317,5,73,21,147,555,41,1553945,4,1
putt,MALD1_sR,MALD1,16551,698,words50,1,16551_117,751,117,14017,putt,p^t,29,25,4,18,11,1,3,325,5,73,24,58,861,41,919086,4,1
read,MALD1_sR,MALD1,16551,17,words50,2,16551_117,683,117,14296,read,rid,28,25,3,18,10,1,3,375,5,150,31,12302,52516,12160,322346193,4,1
rogue,MALD1_sR,MALD1,16551,110,words50,1,16551_117,726,117,14895,rogue,rog,18,15,3,6,12,1,3,339,6,91,13,190,1269,286,4578158,4,1
rookie,MALD1_sR,MALD1,16551,722,words50,2,16551_117,735,117,14911,rookie,rUki,2,1,1,1,1,2,4,387,7,18,4,252,3316,138,3870767,5,1
saddle,MALD1_sR,MALD1,16551,449,words50,1,16551_117,916,117,15059,saddle,s@dL,7,4,3,3,4,2,5,440,7,31,9,399,2254,99,4499280,6,1
scrawl,MALD1_sR,MALD1,16551,394,words50,2,16551_117,957,117,15278,scrawl,skrcl,4,3,1,3,1,1,5,425,7,9,2,12,137,5,119040,6,1
send,MALD1_sR,MALD1,16551,499,words50,4,16551_117,986,117,15407,send,sEnd,18,13,5,13,5,1,4,526,5,46,27,9169,21808,6821,274117675,5,1
shelve,MALD1_sR,MALD1,16551,31,words50,1,16551_117,770,117,15560,shelve,SElv,5,3,2,2,3,1,4,463,7,14,3,10,81,7,144355,5,1
soup,MALD1_sR,MALD1,16551,582,words50,2,16551_117,879,117,16024,soup,sup,22,16,6,16,6,1,3,507,5,83,16,1285,5979,505,10543534,4,1
spike,MALD1_sR,MALD1,16551,118,words50,1,16551_117,751,117,16114,spike,spYk,10,8,2,1,9,1,4,537,6,31,12,625,1971,377,4839802,5,1
sure,MALD1_sR,MALD1,16551,581,words50,1,16551_117,765,117,16742,sure,SUr,9,8,1,7,2,1,3,418,5,52,23,56091,83472,29970,110540101,4,1
tang,MALD1_sR,MALD1,16551,774,words50,2,16551_117,1054,117,16962,tang,t@G,18,16,2,10,8,1,3,343,5,69,44,114,727,15,2668036,4,1
tide,MALD1_sR,MALD1,16551,532,words50,1,16551_117,978,117,17345,tide,tYd,22,17,5,10,12,1,3,429,5,79,24,375,3350,450,6706726,4,1
toy,MALD1_sR,MALD1,16551,536,words50,1,16551_117,808,117,17556,toy,tO,12,10,2,4,8,1,2,326,4,73,44,859,4278,590,26931464,3,1
wad,MALD1_sR,MALD1,16551,295,words50,2,16551_117,836,117,18734,wad,wad,22,17,5,17,5,1,3,337,4,70,38,89,570,24,577013,4,1
abroad,MALD1_sR,MALD1,16559,477,words56,1,16559_123,923,123,70,abroad,xbrcd,2,1,1,1,1,2,5,649,5,4,1,250,5754,929,14838366,4,1
aline,MALD1_sR,MALD1,16559,634,words56,1,16559_123,935,123,492,aline,xlYn,8,6,2,3,5,2,4,576,6,39,26,24,202,45,276627,5,
aloud,MALD1_sR,MALD1,16559,398,words56,1,16559_123,1178,123,550,aloud,xlWd,5,3,2,2,3,2,4,545,4,12,3,94,2451,83,3743858,4,1
bar,MALD1_sR,MALD1,16559,738,words56,2,16559_123,792,123,1524,bar,bar,24,17,7,12,12,1,3,499,4,146,57,4385,20009,1962,77386125,4,1
beak,MALD1_sR,MALD1,16559,385,words56,2,16559_123,988,123,1633,beak,bik,28,23,5,19,9,1,3,364,5,136,27,107,613,25,561383,4,1
broke,MALD1_sR,MALD1,16559,334,words56,1,16559_123,685,123,2226,broke,brok,9,8,1,2,7,1,4,287,6,48,13,5355,14172,3344,10461287,5,1
can,MALD1_sR,MALD1,16559,664,words56,4,16559_123,818,123,2510,can,k@n,35,27,8,21,14,1,3,459,4,168,64,267620,561421,146853,1242330385,4,1
count,MALD1_sR,MALD1,16559,60,words56,1,16559_123,786,123,4042,count,kWnt,7,4,3,5,2,1,4,404,6,22,7,4588,13641,3448,40348176,5,1
doll,MALD1_sR,MALD1,16559,788,words56,2,16559_123,784,123,5160,doll,dal,16,14,2,9,7,1,3,316,5,121,30,1263,2943,405,12051620,4,1
doom,MALD1_sR,MALD1,16559,791,words56,5,16559_123,626,123,5190,doom,dum,24,22,2,14,10,1,3,458,5,77,11,286,1191,203,6067656,4,1
errand,MALD1_sR,MALD1,16559,517,words56,2,16559_123,911,123,5819,errand,Erxnd,2,1,1,1,1,2,5,509,7,18,4,204,433,30,351729,6,1
fall,MALD1_sR,MALD1,16559,378,words56,2,16559_123,1656,123,6184,fall,fcl,26,23,3,21,5,1,3,419,5,107,28,6044,37459,5804,65510611,4,1
fetch,MALD1_sR,MALD1,16559,756,words56,3,16559_123,996,123,6351,fetch,fEC,9,8,1,4,5,1,3,488,6,38,8,559,1278,55,2898830,4,1
flap,MALD1_sR,MALD1,16559,551,words56,2,16559_123,961,123,6505,flap,fl@p,10,9,1,4,6,1,4,395,5,30,17,135,1434,130,2725466,5,1
fluff,MALD1_sR,MALD1,16559,289,words56,1,16559_123,870,123,6581,fluff,fl^f,5,4,1,2,3,1,4,429,6,16,6,72,449,34,814535,5,1
grind,MALD1_sR,MALD1,16559,741,words56,1,16559_123,882,123,7423,grind,grYnd,4,2,2,3,1,1,5,619,6,17,10,190,1349,167,2482513,6,1
gust,MALD1_sR,MALD1,16559,240,words56,2,16559_123,838,123,7522,gust,g^st,11,8,3,8,3,1,4,447,5,38,28,24,445,42,1012909,5,1
gym,MALD1_sR,MALD1,16559,673,words56,1,16559_123,1232,123,7531,gym,JIm,14,13,1,8,6,1,3,393,4,63,11,927,4629,561,9874822,4,1
hail,MALD1_sR,MALD1,16559,77,words56,3,16559_123,1054,123,7576,hail,hel,30,26,4,25,5,1,3,378,5,143,35,613,1374,257,2796792,4,1
halo,MALD1_sR,MALD1,16559,797,words56,1,16559_123,882,123,7600,halo,helo,5,4,1,4,1,2,4,507,5,25,21,82,840,49,6198204,5,1
haze,MALD1_sR,MALD1,16559,683,words56,1,16559_123,802,123,7713,haze,hez,19,16,3,13,6,1,3,492,5,157,22,77,1302,64,2099823,4,1
hew,MALD1_sR,MALD1,16559,172,words56,5,16559_123,764,123,7866,hew,hyu,9,5,4,7,2,1,3,363,4,61,39,8,193,10,356064,4,1
hog,MALD1_sR,MALD1,16559,617,words56,5,16559_123,779,123,7953,hog,hcg,9,8,1,6,3,1,3,377,4,77,39,261,1056,102,2271973,4,1
ill,MALD1_sR,MALD1,16559,661,words56,1,16559_123,748,123,8270,ill,Il,31,15,16,23,8,1,2,459,4,109,28,1085,13142,2559,16153052,3,1
kind,MALD1_sR,MALD1,16559,70,words56,4,16559_123,790,123,9491,kind,kYnd,7,6,1,6,1,1,4,449,5,28,22,30125,104455,50734,70424712,5,1
knob,MALD1_sR,MALD1,16559,544,words56,1,16559_123,778,123,9539,knob,nab,21,18,3,15,6,1,3,366,5,63,10,125,922,28,3275535,4,1
light,MALD1_sR,MALD1,16559,391,words56,2,16559_123,884,123,9910,light,lYt,35,26,9,22,13,1,3,362,6,96,20,8425,63737,5356,126705720,4,1
nil,MALD1_sR,MALD1,16559,176,words56,1,16559_123,1117,123,11566,nil,nIl,26,25,1,20,6,1,3,293,4,100,34,23,272,37,5608046,4,1
noise,MALD1_sR,MALD1,16559,170,words56,3,16559_123,1142,123,11610,noise,nOz,4,3,1,3,1,1,3,432,6,50,12,1779,10040,1100,25173489,4,1
pack,MALD1_sR,MALD1,16559,402,words56,1,16559_123,926,123,12246,pack,p@k,30,27,3,19,11,1,3,327,5,110,35,2235,10052,1045,52565298,4,1
pulp,MALD1_sR,MALD1,16559,456,words56,3,16559_123,698,123,13935,pulp,p^lp,4,3,1,1,3,1,4,286,5,8,8,93,1166,46,3861448,5,1
rival,MALD1_sR,MALD1,16559,693,words56,1,16559_123,881,123,14862,rival,rYvL,5,3,2,3,2,2,5,475,6,19,4,193,4212,634,4298220,6,2
sad,MALD1_sR,MALD1,16559,82,words56,2,16559_123,1201,123,15057,sad,s@d,25,21,4,15,10,1,3,460,4,82,45,3232,9390,2701,13017058,4,1
sky,MALD1_sR,MALD1,16559,442,words56,1,16559_123,806,123,15768,sky,skY,6,5,1,3,3,1,3,492,4,23,8,2285,19650,1325,27296223,4,1
slice,MALD1_sR,MALD1,16559,721,words56,1,16559_123,1329,123,15806,slice,slYs,8,5,3,3,5,1,4,530,6,23,15,435,4111,298,4630221,5,1
soft,MALD1_sR,MALD1,16559,469,words56,1,16559_123,958,123,15942,soft,scft,5,3,2,3,2,1,4,569,5,9,10,1633,17070,1275,39446858,5,1
spine,MALD1_sR,MALD1,16559,307,words56,3,16559_123,1185,123,16124,spine,spYn,18,13,5,6,12,1,4,550,6,37,22,293,2984,269,5371287,5,1
suite,MALD1_sR,MALD1,16559,524,words56,2,16559_123,900,123,16657,suite,swit,9,7,2,4,5,1,4,491,6,25,12,849,4001,218,44830655,5,1
sway,MALD1_sR,MALD1,16559,778,words56,3,16559_123,1024,123,16802,sway,swe,9,4,5,5,4,1,3,435,5,38,19,129,1344,167,1540461,4,1
swipe,MALD1_sR,MALD1,16559,717,words56,2,16559_123,908,123,16825,swipe,swYp,6,5,1,2,4,1,4,457,6,18,11,82,479,59,528509,5,1
swish,MALD1_sR,MALD1,16559,716,words56,1,16559_123,1170,123,16827,swish,swIS,9,8,1,2,7,1,4,516,6,15,3,82,269,12,949706,5,1
title,MALD1_sR,MALD1,16559,559,words56,1,16559_123,711,123,17412,title,tYtL,10,8,2,5,5,2,5,311,6,23,6,947,14579,1630,196685478,6,1
verge,MALD1_sR,MALD1,16559,145,words56,6,16559_123,739,123,18436,verge,vRJ,9,7,2,5,4,1,3,540,6,19,12,167,1845,414,1423819,4,1
ward,MALD1_sR,MALD1,16559,262,words56,1,16559_123,1048,123,18795,ward,word,21,15,6,11,10,1,4,344,5,63,30,727,5753,916,14829346,5,1
arise,MALD1_sR,MALD1,16562,632,words57,4,16562_124,774,124,1027,arise,xrYz,7,4,3,4,3,2,3,668,6,73,15,151,3062,199,8337093,4,1
beaten,MALD1_sR,MALD1,16562,118,words57,2,16562_124,812,124,1644,beaten,bitN,6,4,2,4,2,2,5,539,6,52,8,611,4367,1002,4346610,5,1
binge,MALD1_sR,MALD1,16562,154,words57,1,16562_124,701,124,1837,binge,bInJ,5,4,1,3,2,1,4,380,6,25,22,47,849,122,850412,5,1
broom,MALD1_sR,MALD1,16562,564,words57,1,16562_124,648,124,2239,broom,brum,10,7,3,4,6,1,4,340,6,52,12,243,1164,127,1313136,5,1
build,MALD1_sR,MALD1,16562,130,words57,1,16562_124,606,124,2289,build,bIld,11,9,2,3,8,1,4,399,6,45,5,2452,24757,4959,77204399,5,1
carton,MALD1_sR,MALD1,16562,309,words57,5,16562_124,664,124,2692,carton,kartN,5,3,2,4,1,2,6,449,7,42,28,96,619,44,2028105,7,1
channel,MALD1_sR,MALD1,16562,57,words57,2,16562_124,864,124,2929,channel,C@nL,6,5,1,1,5,2,5,442,8,23,5,1245,8967,1355,67360048,6,1
charter,MALD1_sR,MALD1,16562,177,words57,2,16562_124,1004,124,2969,charter,CartX,6,5,1,4,2,2,5,449,8,22,10,151,3320,405,19192440,6,2
cheer,MALD1_sR,MALD1,16562,509,words57,1,16562_124,710,124,3007,cheer,CIr,27,25,2,20,7,1,3,433,6,65,11,953,2030,372,3649712,4,1
cherry,MALD1_sR,MALD1,16562,473,words57,1,16562_124,646,124,3022,cherry,CEri,10,8,2,9,1,2,4,411,7,98,8,693,3902,400,12858592,5,1
chute,MALD1_sR,MALD1,16562,577,words57,1,16562_124,990,124,3160,chute,Sut,17,16,1,16,1,1,3,422,6,75,7,184,757,50,834005,4,1
coarse,MALD1_sR,MALD1,16562,626,words57,1,16562_124,883,124,3348,coarse,kors,16,12,4,5,11,1,4,414,7,85,5,69,1431,39,2768915,5,1
crone,MALD1_sR,MALD1,16562,580,words57,4,16562_124,895,124,4213,crone,kron,14,9,5,6,8,1,4,439,6,69,27,22,124,16,229759,5,1
dial,MALD1_sR,MALD1,16562,709,words57,1,16562_124,732,124,4846,dial,dYl,26,24,2,18,8,1,3,330,5,108,19,452,2454,323,16718282,4,1
drove,MALD1_sR,MALD1,16562,418,words57,1,16562_124,759,124,5302,drove,drov,11,8,3,5,6,1,4,382,6,17,13,1472,10358,1540,5545848,5,1
emerge,MALD1_sR,MALD1,16562,47,words57,1,16562_124,1290,124,5604,emerge,ImRJ,3,2,1,1,2,2,4,593,7,8,6,88,5197,578,4250813,5,1
fend,MALD1_sR,MALD1,16562,419,words57,2,16562_124,1050,124,6328,fend,fEnd,20,15,5,16,4,1,4,511,5,46,25,47,697,107,482421,5,1
five,MALD1_sR,MALD1,16562,356,words57,1,16562_124,1282,124,6466,five,fYv,12,11,1,6,6,1,3,495,5,38,18,14558,97854,20728,104171991,4,1
garble,MALD1_sR,MALD1,16562,393,words57,1,16562_124,754,124,6999,garble,garbL,4,2,2,2,2,2,6,479,7,9,10,0,23,3,37309,7,1
gear,MALD1_sR,MALD1,16562,228,words57,3,16562_124,681,124,7048,gear,gIr,21,20,1,18,3,1,3,482,5,82,30,816,7489,646,44575901,4,1
hair,MALD1_sR,MALD1,16562,17,words57,2,16562_124,725,124,7577,hair,hEr,24,22,2,18,6,1,3,418,5,125,28,7831,41994,4206,60061957,4,1
hear,MALD1_sR,MALD1,16562,684,words57,4,16562_124,587,124,7727,hear,hIr,30,28,2,20,10,1,3,402,5,59,38,28323,51092,19209,47430050,4,1
hone,MALD1_sR,MALD1,16562,643,words57,1,16562_124,916,124,7988,hone,hon,23,20,3,15,8,1,3,396,5,129,50,37,403,46,875783,4,1
inhale,MALD1_sR,MALD1,16562,405,words57,1,16562_124,657,124,8808,inhale,Inhel,2,1,1,1,1,2,5,605,7,2,2,120,634,72,452592,6,2
lice,MALD1_sR,MALD1,16562,630,words57,2,16562_124,911,124,9885,lice,lYs,26,22,4,15,11,1,3,475,5,95,34,109,336,24,1006104,4,1
marshal,MALD1_sR,MALD1,16562,174,words57,2,16562_124,697,124,10486,marshal,marSL,4,3,1,1,3,2,6,472,8,26,7,900,1158,236,1909071,7,2
mine,MALD1_sR,MALD1,16562,514,words57,1,16562_124,1023,124,10860,mine,mYn,28,24,4,18,10,1,3,376,5,109,49,12800,15688,3651,28819520,4,1
nose,MALD1_sR,MALD1,16562,415,words57,2,16562_124,578,124,11674,nose,noz,18,15,3,9,9,1,3,474,5,132,31,3557,12167,1296,10507658,4,1
oat,MALD1_sR,MALD1,16562,366,words57,3,16562_124,677,124,11777,oat,ot,25,14,11,16,9,1,2,435,4,81,41,27,373,86,769187,3,1
owl,MALD1_sR,MALD1,16562,431,words57,5,16562_124,646,124,12218,owl,Wl,15,10,5,13,2,1,2,343,4,61,14,286,1467,134,5013390,3,1
page,MALD1_sR,MALD1,16562,139,words57,4,16562_124,851,124,12261,page,peJ,16,14,2,7,9,1,3,545,5,44,29,1912,28267,3773,1082139666,4,1
people,MALD1_sR,MALD1,16562,412,words57,1,16562_124,547,124,12691,people,pipL,5,4,1,3,2,2,5,391,7,15,3,56252,446988,194403,480323270,6,1
petal,MALD1_sR,MALD1,16562,222,words57,2,16562_124,638,124,12831,petal,pEtL,12,9,3,6,6,2,5,337,6,36,8,45,273,8,896103,6,1
plaza,MALD1_sR,MALD1,16562,493,words57,2,16562_124,712,124,13127,plaza,pl@zx,2,1,1,1,1,2,5,361,6,5,6,301,3210,473,14276293,6,1
pretty,MALD1_sR,MALD1,16562,380,words57,2,16562_124,669,124,13612,pretty,prIti,4,3,1,1,3,2,5,293,7,14,2,20003,41388,17672,51628164,6,1
prude,MALD1_sR,MALD1,16562,268,words57,3,16562_124,748,124,13875,prude,prud,10,9,1,4,6,1,4,342,6,33,9,70,51,5,96547,5,1
rental,MALD1_sR,MALD1,16562,654,words57,1,16562_124,687,124,14582,rental,rEntL,7,6,1,6,1,2,6,427,7,14,8,246,2582,244,71014742,7,2
sear,MALD1_sR,MALD1,16562,227,words57,2,16562_124,1024,124,15324,sear,sIr,33,26,7,25,8,1,3,513,5,108,44,11,233,32,437507,4,1
shuttle,MALD1_sR,MALD1,16562,703,words57,2,16562_124,835,124,15644,shuttle,S^tL,5,4,1,1,4,2,5,360,8,14,4,282,4531,1231,8441019,6,1
slum,MALD1_sR,MALD1,16562,779,words57,4,16562_124,986,124,15839,slum,sl^m,14,12,2,5,9,1,4,519,5,36,21,65,568,75,617168,5,1
strip,MALD1_sR,MALD1,16562,758,words57,1,16562_124,1877,124,16484,strip,strIp,6,5,1,2,4,1,5,445,6,22,6,800,6175,1088,18714501,6,1
tar,MALD1_sR,MALD1,16562,150,words57,3,16562_124,658,124,16989,tar,tar,20,16,4,15,5,1,3,398,4,101,53,160,1560,139,6820909,4,1
toil,MALD1_sR,MALD1,16562,215,words57,1,16562_124,914,124,17439,toil,tOl,15,13,2,14,1,1,3,479,5,57,14,51,357,25,610151,4,1
voiced,MALD1_sR,MALD1,16562,40,words57,1,16562_124,1073,124,18672,voiced,vOst,8,7,1,7,1,1,4,493,6,16,4,18,1526,168,1498292,4,2
wage,MALD1_sR,MALD1,16562,571,words57,1,16562_124,898,124,18744,wage,weJ,17,13,4,8,9,1,3,376,5,53,32,159,4863,897,12243196,4,1
whose,MALD1_sR,MALD1,16562,446,words57,1,16562_124,1394,124,19012,whose,huz,16,14,2,11,5,1,3,483,5,129,7,3187,45225,4547,43635895,4,1
zone,MALD1_sR,MALD1,16562,266,words57,1,16562_124,667,124,19324,zone,zon,17,13,4,15,2,1,3,609,5,71,23,1026,10083,1796,46907731,4,1
bark,MALD1_sR,MALD1,16562,129,words16,1,16562_16,559,16,1545,bark,bark,15,11,4,7,8,1,4,334,5,78,37,280,2199,149,3560716,5,1
been,MALD1_sR,MALD1,16562,367,words16,4,16562_16,1110,16,1678,been,bIn,27,25,2,19,8,1,3,529,5,146,32,88573,497421,140390,575029687,4,1
braille,MALD1_sR,MALD1,16562,327,words16,3,16562_16,626,16,2134,braille,brel,14,11,3,5,9,1,4,325,8,45,1,28,2674,32,1741143,5,1
cancel,MALD1_sR,MALD1,16562,471,words16,1,16562_16,678,16,2520,cancel,k@nsL,9,8,1,6,3,2,6,536,7,31,5,933,1442,348,21985949,7,1
claw,MALD1_sR,MALD1,16562,139,words16,3,16562_16,810,16,3264,claw,klc,9,5,4,3,6,1,3,388,5,37,16,223,885,43,1889661,4,1
core,MALD1_sR,MALD1,16562,613,words16,1,16562_16,928,16,3958,core,kor,36,26,10,20,16,1,3,409,5,166,53,501,13514,1639,51254699,4,1
dairy,MALD1_sR,MALD1,16562,195,words16,3,16562_16,761,16,4406,dairy,dEri,11,9,2,10,1,2,4,416,6,125,7,142,2607,190,8781961,5,1
drip,MALD1_sR,MALD1,16562,441,words16,1,16562_16,593,16,5282,drip,drIp,9,7,2,4,5,1,4,337,5,20,8,261,1119,127,1856411,5,1
elect,MALD1_sR,MALD1,16562,365,words16,2,16562_16,806,16,5512,elect,xlEkt,4,1,3,3,1,2,5,597,6,9,4,72,4043,2360,5748899,6,1
error,MALD1_sR,MALD1,16562,218,words16,2,16562_16,572,16,5825,error,ErX,5,3,2,2,3,2,3,461,6,63,3,473,6675,787,89407443,4,1
freak,MALD1_sR,MALD1,16562,137,words16,1,16562_16,814,16,6780,freak,frik,7,5,2,4,3,1,4,526,6,51,10,1874,1579,277,3921675,5,1
get,MALD1_sR,MALD1,16562,522,words16,4,16562_16,767,16,7134,get,gEt,21,19,2,18,3,1,3,430,4,74,29,233772,323633,129301,605996761,4,1
gloss,MALD1_sR,MALD1,16562,373,words16,3,16562_16,700,16,7229,gloss,glcs,3,2,1,2,1,1,4,519,6,23,14,74,969,90,3430659,5,1
gold,MALD1_sR,MALD1,16562,795,words16,1,16562_16,744,16,7274,gold,gold,15,12,3,11,4,1,4,486,5,48,30,4026,20940,2324,107505207,5,1
grief,MALD1_sR,MALD1,16562,719,words16,3,16562_16,878,16,7413,grief,grif,11,10,1,2,9,1,4,509,5,41,11,552,4197,736,4552843,4,1
groan,MALD1_sR,MALD1,16562,623,words16,1,16562_16,629,16,7435,groan,gron,15,13,2,5,10,1,4,406,6,55,11,47,656,29,473578,5,1
heard,MALD1_sR,MALD1,16562,701,words16,2,16562_16,553,16,7728,heard,hRd,20,18,2,12,8,1,3,425,5,77,17,19775,56385,19688,45439231,4,1
held,MALD1_sR,MALD1,16562,261,words16,7,16562_16,562,16,7771,held,hEld,11,9,2,4,7,1,4,313,5,46,20,2165,45447,6584,76101626,5,1
hit,MALD1_sR,MALD1,16562,284,words16,2,16562_16,611,16,7932,hit,hIt,33,29,4,22,11,1,3,403,4,88,38,14025,42110,11295,53180493,4,1
lair,MALD1_sR,MALD1,16562,335,words16,1,16562_16,647,16,9610,lair,lEr,30,25,5,22,8,1,3,427,5,140,25,123,358,9,1211294,4,1
launch,MALD1_sR,MALD1,16562,423,words16,3,16562_16,665,16,9706,launch,lcnC,5,4,1,4,1,1,4,447,7,17,6,1018,6886,1563,23714910,5,1
learn,MALD1_sR,MALD1,16562,586,words16,1,16562_16,552,16,9751,learn,lRn,16,14,2,13,3,1,3,409,6,92,12,6047,34036,6280,179431965,4,1
like,MALD1_sR,MALD1,16562,260,words16,6,16562_16,660,16,9920,like,lYk,26,24,2,16,10,1,3,469,5,99,38,203947,505063,155727,520611399,4,1
party,MALD1_sR,MALD1,16562,749,words16,1,16562_16,715,16,12487,party,parti,5,2,3,2,3,2,5,472,6,38,21,11890,59449,19532,144723933,6,2
peril,MALD1_sR,MALD1,16562,381,words16,2,16562_16,621,16,12737,peril,pErL,7,5,2,2,5,2,5,330,6,67,6,98,1101,172,1258951,6,1
present,MALD1_sR,MALD1,16562,197,words16,1,16562_16,738,16,13579,present,prEzNt,3,2,1,2,1,2,7,434,8,5,7,4562,38673,3757,99421445,8,2
reside,MALD1_sR,MALD1,16562,553,words16,1,16562_16,772,16,14658,reside,rIzYd,3,1,2,1,2,2,5,582,7,6,8,56,1094,57,2799223,6,2
reverse,MALD1_sR,MALD1,16562,172,words16,1,16562_16,667,16,14751,reverse,rIvRs,3,2,1,1,2,2,5,555,8,11,9,560,5632,877,19036324,6,2
rumble,MALD1_sR,MALD1,16562,155,words16,3,16562_16,776,16,14989,rumble,r^mbL,12,8,4,9,3,2,6,469,7,22,18,139,834,69,1877484,7,1
sick,MALD1_sR,MALD1,16562,545,words16,1,16562_16,697,16,15649,sick,sIk,29,23,6,18,11,1,3,559,5,109,35,8437,12970,3564,15974902,4,1
slump,MALD1_sR,MALD1,16562,173,words16,2,16562_16,846,16,15841,slump,sl^mp,5,3,2,4,1,1,5,377,6,16,12,61,1054,118,878659,6,1
tennis,MALD1_sR,MALD1,16562,291,words16,2,16562_16,634,16,17121,tennis,tEn|s,4,3,1,1,3,2,5,472,7,13,5,695,6047,896,26272328,6,1
tooth,MALD1_sR,MALD1,16562,597,words16,1,16562_16,748,16,17480,tooth,tuT,14,10,4,5,9,1,3,429,6,47,9,692,2027,278,5551049,4,1
tract,MALD1_sR,MALD1,16562,752,words16,1,16562_16,641,16,17561,tract,tr@kt,5,1,4,3,2,1,5,465,6,24,12,73,1741,69,5897046,6,1
vile,MALD1_sR,MALD1,16562,33,words16,1,16562_16,976,16,18552,vile,vYl,22,19,3,15,7,1,3,499,5,79,30,226,496,100,930954,4,1
visor,MALD1_sR,MALD1,16562,40,words16,6,16562_16,695,16,18625,visor,vYzX,6,5,1,4,2,2,4,559,6,34,6,30,398,16,1851832,5,1
