lower,node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50
blintz,1926,blintz,blInts,2,0,2,0,2
blintze,1927,blintze,blIntsx,1,0,1,0,1
bliss,1928,bliss,blIs,4,3,1,0,4
blister,1929,blister,blIstX,2,2,0,2,0
blithe,1930,blithe,blYT,1,1,0,0,1
blitz,1931,blitz,blIts,2,0,2,0,2
bloat,1934,bloat,blot,11,8,3,3,8
bloater,1935,bloater,blotX,2,1,1,1,1
blob,1936,blob,blab,8,6,2,3,5
bloc,1937,bloc,blak,9,7,2,4,5
blonde,1941,blonde,bland,5,4,1,5,0
blood,1942,blood,bl^d,7,6,1,2,5
bloom,1945,bloom,blum,11,7,4,8,3
blot,1949,blot,blat,14,11,3,6,8
blotch,1950,blotch,blaC,5,4,1,1,4
blotter,1951,blotter,blatX,2,1,1,1,1
blouse,1952,blouse,blWs,3,2,1,1,2
blow,1953,blow,blo,15,7,8,9,6
blown,1955,blown,blon,8,5,3,4,4
blowsy,1956,blowsy,blWzi,1,0,1,1,0
blowy,1958,blowy,bloi,3,2,1,0,3
blubber,1959,blubber,bl^bX,1,0,1,1,0
blues,1966,blues,bluz,6,3,3,3,3
bluff,1969,bluff,bl^f,5,3,2,3,2
blunder,1971,blunder,bl^ndX,1,1,0,1,0
blunt,1972,blunt,bl^nt,2,1,1,2,0
blur,1973,blur,blR,6,3,3,2,4
blurb,1974,blurb,blRb,4,3,1,0,4
blurt,1975,blurt,blRt,8,7,1,2,6
blush,1976,blush,bl^S,7,6,1,5,2
bluster,1977,bluster,bl^stX,4,3,1,4,0
boa,1978,boa,box,8,7,1,0,8
boar,1979,boar,bor,29,25,4,19,10
board,1980,board,bord,16,12,4,11,5
boast,1981,boast,bost,17,16,1,14,3
boat,1982,boat,bot,32,27,5,22,10
boatman,1984,boatman,botmxn,2,1,1,2,0
boatswain,1985,boatswain,bosN,3,3,0,2,1
bob,1986,bob,bab,22,18,4,13,9
bobbin,1987,bobbin,bab|n,2,2,0,2,0
bobble,1988,bobble,babL,12,11,1,9,3
bobby,1989,bobby,babi,11,10,1,5,6
boccie,1994,boccie,baCi,5,4,1,0,5
bock,1995,bock,bak,28,25,3,20,8
bode,1996,bode,bod,27,22,5,17,10
body,2001,body,badi,11,11,0,7,4
bog,2002,bog,bcg,13,13,0,9,4
bogie,2004,bogie,bUgi,3,3,0,2,1
bogus,2005,bogus,bog|s,1,1,0,1,0
boil,2007,boil,bOl,15,12,3,14,1
bold,2009,bold,bold,18,14,4,11,7
bole,2010,bole,bol,33,28,5,21,12
bolo,2015,bolo,bolo,9,7,2,5,4
bolster,2019,bolster,bolstX,2,2,0,2,0
bolt,2020,bolt,bolt,14,12,2,8,6
bomber,2027,bomber,bamX,3,2,1,1,2
bond,2032,bond,band,13,11,2,10,3
bone,2038,bone,bon,31,26,5,21,10
boner,2039,boner,bonX,4,3,1,2,2
bonnet,2044,bonnet,ban|t,1,1,0,1,0
bonnie,2045,bonnie,bani,7,7,0,3,4
bonus,2047,bonus,bon|s,2,1,1,2,0
boo,2048,boo,bu,34,25,9,20,14
booby,2049,booby,bubi,6,5,1,3,3
boodle,2050,boodle,budL,4,4,0,4,0
book,2051,book,bUk,18,17,1,16,2
booklet,2052,booklet,bUkl|t,1,0,1,1,0
boom,2053,boom,bum,18,15,3,12,6
boon,2056,boon,bun,22,21,1,16,6
boost,2058,boost,bust,9,8,1,8,1
boot,2059,boot,but,32,26,6,23,9
booth,2060,booth,buT,12,11,1,6,6
booths,2061,booths,buDz,2,1,1,1,1
bootie,2062,bootie,buti,7,3,4,3,4
booty,2065,booty,buti,7,3,4,3,4
booze,2066,booze,buz,18,13,5,11,7
border,2068,border,bordX,4,2,2,3,1
boreal,2069,boreal,boriL,2,1,1,2,0
born,2071,born,born,14,11,3,10,4
boron,2072,boron,boran,2,1,1,1,1
borough,2073,borough,bRo,11,9,2,3,8
borrow,2074,borrow,baro,9,8,1,3,6
bosh,2076,bosh,baS,10,10,0,4,6
boss,2079,boss,bcs,11,11,0,7,4
botch,2083,botch,baC,13,11,2,6,7
both,2084,both,boT,13,11,2,5,8
bother,2085,bother,baDX,3,3,0,2,1
bottle,2086,bottle,batL,8,7,1,5,3
bottom,2087,bottom,batM,2,1,1,0,2
bough,2090,bough,bW,20,16,4,9,11
bought,2091,bought,bct,25,23,2,21,4
boulder,2092,boulder,boldX,5,3,2,3,2
bounce,2094,bounce,bWns,4,3,1,3,1
bound,2095,bound,bWnd,14,13,1,13,1
bounty,2100,bounty,bWnti,1,1,0,1,0
bouquet,2101,bouquet,boke,1,0,1,1,0
bourbon,2102,bourbon,bRb|n,4,3,1,4,0
bout,2106,bout,bWt,23,20,3,20,3
boutique,2107,boutique,butik,2,0,2,0,2
bowel,2111,bowel,bWL,7,6,1,4,3
bower,2112,bower,bWX,8,7,1,5,3
bowler,2114,bowler,bolX,11,9,2,5,6
bowman,2115,bowman,bomxn,5,3,2,5,0
box,2118,box,baks,5,3,2,4,1
boy,2119,boy,bO,13,11,2,5,8
bra,2121,bra,bra,3,3,0,0,3
brace,2122,brace,bres,13,10,3,5,8
bracket,2124,bracket,br@k|t,2,0,2,1,1
bract,2126,bract,br@kt,3,1,2,1,2
brad,2127,brad,br@d,13,11,2,1,12
brae,2128,brae,bre,19,10,9,8,11
brag,2129,brag,br@g,11,9,2,4,7
braid,2133,braid,bred,18,15,3,5,13
braille,2134,braille,brel,14,11,3,5,9
brain,2135,brain,bren,19,16,3,8,11
braise,2136,braise,brez,18,14,4,7,11
brake,2137,brake,brek,13,10,3,3,10
bramble,2138,bramble,br@mbL,1,0,1,1,0
bran,2139,bran,br@n,13,9,4,2,11
branch,2140,branch,br@nC,5,3,2,3,2
brand,2141,brand,br@nd,8,3,5,4,4
brandy,2143,brandy,br@ndi,3,1,2,2,1
brash,2144,brash,br@S,11,9,2,5,6
brass,2145,brass,br@s,10,8,2,4,6
brat,2147,brat,br@t,11,8,3,2,9
brave,2149,brave,brev,10,8,2,3,7
brawl,2153,brawl,brcl,11,10,1,5,6
brawn,2154,brawn,brcn,10,10,0,2,8
brazen,2155,brazen,brezN,3,1,2,2,1
breach,2158,breach,briC,10,8,2,4,6
bread,2159,bread,brEd,15,12,3,7,8
breadth,2160,breadth,brEdT,2,0,2,0,2
bream,2167,bream,brIm,10,9,1,4,6
breast,2168,breast,brEst,6,3,3,6,0
breath,2171,breath,brET,3,2,1,0,3
breathe,2172,breathe,briD,6,5,1,1,5
breed,2174,breed,brid,16,14,2,5,11
breeze,2175,breeze,briz,9,9,0,1,8
brew,2181,brew,bru,17,11,6,9,8
briar,2182,briar,brYX,8,8,0,4,4
bribe,2183,bribe,brYb,5,5,0,1,4
brick,2184,brick,brIk,13,10,3,4,9
bridal,2185,bridal,brYdL,1,0,1,0,1
bride,2186,bride,brYd,15,12,3,4,11
bridge,2188,bridge,brIJ,6,4,2,2,4
brief,2189,brief,brif,8,6,2,3,5
brig,2190,brig,brIg,10,8,2,4,6
bright,2194,bright,brYt,14,11,3,6,8
brighten,2195,brighten,brYtN,2,1,1,1,1
brine,2200,brine,brYn,10,10,0,2,8
bring,2201,bring,brIG,8,5,3,3,5
brink,2202,brink,brIGk,8,5,3,5,3
brio,2203,brio,brio,7,6,1,1,6
brioche,2204,brioche,brioS,1,0,1,0,1
brisk,2206,brisk,brIsk,7,4,3,4,3
bristle,2208,bristle,brIsL,3,3,0,1,2
briton,2212,Briton,brItN,4,2,2,3,1
brittle,2213,brittle,brItL,3,3,0,1,2
broach,2214,broach,broC,5,4,1,1,4
broad,2215,broad,brcd,13,11,2,2,11
broaden,2216,broaden,brcdN,1,0,1,0,1
brogue,2223,brogue,brog,7,6,1,2,5
broil,2225,broil,brOl,3,2,1,1,2
broke,2226,broke,brok,9,8,1,2,7
broker,2229,broker,brokX,1,0,1,0,1
brood,2237,brood,brud,14,12,2,4,10
brook,2238,brook,brUk,6,4,2,3,3
broom,2239,broom,brum,10,7,3,4,6
broth,2240,broth,brcT,8,7,1,3,5
brougham,2243,brougham,brom,7,6,1,2,5
brought,2244,brought,brct,10,8,2,3,7
brow,2246,brow,brW,7,4,3,1,6
brown,2247,brown,brWn,10,8,2,3,7
brownie,2248,brownie,brWni,1,0,1,0,1
browse,2250,browse,brWz,8,6,2,3,5
bruise,2252,bruise,bruz,10,8,2,3,7
bruit,2253,bruit,brut,12,8,4,4,8
brunch,2254,brunch,br^nC,4,3,1,3,1
brunt,2256,brunt,br^nt,6,4,2,5,1
brush,2257,brush,br^S,5,4,1,4,1
brusque,2258,brusque,br^sk,2,1,1,2,0
brutal,2259,brutal,brutL,3,1,2,1,2
brutally,2261,brutally,brutLi,1,0,1,0,1
bubble,2262,bubble,b^bL,10,10,0,8,2
buck,2265,buck,b^k,29,26,3,16,13
buckle,2267,buckle,b^kL,6,5,1,3,3
buckler,2268,buckler,b^klX,1,1,0,1,0
bud,2272,bud,b^d,23,21,2,12,11
buddy,2275,buddy,b^di,6,5,1,4,2
budge,2276,budge,b^J,15,14,1,4,11
buff,2279,buff,b^f,20,18,2,9,11
buffer,2281,buffer,b^fX,4,3,1,2,2
bug,2284,bug,b^g,26,25,1,15,11
buggy,2287,buggy,b^gi,5,4,1,3,2
build,2289,build,bIld,11,9,2,3,8
built,2290,built,bIlt,18,15,3,10,8
bulb,2291,bulb,b^lb,2,2,0,0,2
bulge,2295,bulge,b^lJ,4,3,1,1,3
bulk,2296,bulk,b^lk,7,6,1,3,4
bull,2298,bull,bUl,13,12,1,10,3
bullet,2299,bullet,bUl|t,5,3,2,4,1
bulletin,2300,bulletin,bUl|tN,1,0,1,0,1
bully,2304,bully,bUli,8,7,1,6,2
bum,2307,bum,b^m,24,23,1,13,11
bump,2309,bump,b^mp,9,8,1,8,1
bun,2312,bun,b^n,30,28,2,18,12
bunch,2313,bunch,b^nC,8,6,2,6,2
bung,2316,bung,b^G,19,18,1,8,11
bungle,2319,bungle,bEGgL,1,1,0,1,0
bunk,2321,bunk,b^Gk,14,10,4,9,5
bunker,2322,bunker,b^GkX,4,3,1,2,2
bunko,2323,bunko,b^Gko,3,2,1,1,2
bunt,2324,bunt,b^nt,12,8,4,8,4
buoy,2326,buoy,bui,11,6,5,1,10
bur,2328,bur,bR,22,14,8,8,14
burden,2329,burden,bRdN,4,3,1,2,2
burgee,2335,burgee,bRJi,2,2,0,0,2
burgeon,2336,burgeon,bRJ|n,4,4,0,3,1
burgess,2337,burgess,bRJ|s,1,1,0,0,1
burgher,2338,burgher,bRgX,4,3,1,1,3
burial,2344,burial,bEriL,3,1,2,1,2
burly,2347,burly,bRli,7,6,1,5,2
burn,2349,burn,bRn,22,18,4,13,9
burned,2350,burned,bRnd,9,7,2,6,3
burnt,2353,burnt,bRnt,5,4,1,2,3
burp,2354,burp,bRp,8,7,1,1,7
bursa,2355,bursa,bRsx,2,2,0,0,2
bursar,2356,bursar,bRsX,6,6,0,2,4
burst,2358,burst,bRst,15,14,1,12,3
bus,2359,bus,b^s,20,17,3,8,12
bush,2362,bush,bUS,6,5,1,3,3
bushel,2363,bushel,bUSL,1,0,1,0,1
bust,2369,bust,b^st,17,15,2,13,4
bustle,2370,bustle,b^sL,9,8,1,5,4
busy,2371,busy,bIzi,2,2,0,1,1
but,2373,but,b^t,35,30,5,21,14
butler,2375,butler,b^tlX,2,1,1,1,1
butte,2376,butte,byut,5,3,2,4,1
butter,2377,butter,b^tX,13,10,3,9,4
button,2382,button,b^tN,6,5,1,4,2
buy,2385,buy,bY,29,23,6,17,12
buzz,2386,buzz,b^z,15,15,0,5,10
byelaw,2388,byelaw,bYlc,1,0,1,0,1
c,2391,c,si,40,25,15,19,21
cab,2392,cab,k@b,22,19,3,11,11
cabbie,2397,cabbie,k@bi,12,9,3,5,7
cabin,2398,cabin,k@b|n,1,1,0,1,0
cable,2400,cable,kebL,8,7,1,8,0
cache,2406,cache,k@S,25,19,6,12,13
cachet,2407,cachet,k@Se,5,4,1,1,4
cackle,2408,cackle,k@kL,12,11,1,6,6
cad,2411,cad,k@d,30,26,4,18,12
caddy,2414,caddy,k@di,12,9,3,3,9
cadge,2418,cadge,k@J,13,13,0,3,10
cadre,2420,cadre,k@dri,2,0,2,1,1
caesar,2422,Caesar,sizX,4,3,1,0,4
cafe,2424,cafe,k@fe,2,1,1,0,2
cage,2428,cage,keJ,17,15,2,8,9
cairn,2430,cairn,kErn,4,2,2,2,2
cake,2435,cake,kek,26,23,3,17,9
calf,2453,calf,k@f,19,17,2,8,11
calk,2462,calk,kck,17,15,2,12,5
call,2463,call,kcl,26,23,3,21,5
calla,2464,calla,k@lx,7,4,3,3,4
calling,2466,calling,kclIG,3,2,1,3,0
callous,2470,callous,k@lxs,5,4,1,4,1
callow,2471,callow,k@lo,9,8,1,8,1
callus,2472,callus,k@lxs,5,4,1,4,1
calm,2473,calm,kam,17,15,2,8,9
calomel,2474,calomel,k@lxmL,1,1,0,1,0
calorie,2476,calorie,k@lXi,3,3,0,3,0
calve,2483,calve,k@v,17,15,2,5,12
calves,2484,calves,k@vz,4,3,1,2,2
cam,2489,cam,k@m,27,22,5,15,12
camber,2491,camber,k@mbX,5,3,2,4,1
came,2494,came,kem,24,21,3,15,9
camel,2495,camel,k@mL,8,7,1,1,7
camp,2502,camp,k@mp,12,7,5,9,3
camphor,2505,camphor,k@mfX,1,1,0,0,1
can,2510,can,k@n,35,27,8,21,14
cancel,2520,cancel,k@nsL,9,8,1,6,3
cancer,2522,cancer,k@nsX,6,4,2,2,4
candid,2526,candid,k@nd|d,2,2,0,1,1
candied,2529,candied,k@ndid,2,1,1,0,2
candle,2530,candle,k@ndL,11,9,2,6,5
candor,2532,candor,k@ndX,10,8,2,4,6
candy,2533,candy,k@ndi,10,6,4,3,7
cane,2534,cane,ken,33,30,3,24,9
canker,2537,canker,k@GkX,5,4,1,5,0
canned,2538,canned,k@nd,16,10,6,8,8
canner,2539,canner,k@nX,11,6,5,3,8
cannery,2540,cannery,k@nXi,4,2,2,1,3
cannon,2544,cannon,k@n|n,2,2,0,2,0
cannot,2548,cannot,k@nat,1,0,1,0,1
canny,2549,canny,k@ni,14,10,4,2,12
canoe,2550,canoe,kxnu,2,1,1,1,1
cant,2554,cant,k@nt,18,9,9,7,11
canter,2560,canter,k@ntX,11,9,2,4,7
cantle,2563,cantle,k@ntL,9,6,3,2,7
canto,2564,canto,k@nto,5,4,1,1,4
canton,2565,canton,k@ntN,5,3,2,0,5
cantonal,2566,cantonal,k@ntNL,2,0,2,0,2
cap,2571,cap,k@p,30,28,2,19,11
cape,2579,cape,kep,26,21,5,15,11
caper,2580,caper,kepX,9,8,1,6,3
capsular,2601,capsular,k@psLX,1,0,1,0,1
capsule,2602,capsule,k@psL,3,1,2,2,1
captor,2611,captor,k@ptX,4,4,0,3,1
capture,2612,capture,k@pCX,2,2,0,1,1
car,2614,car,kar,24,18,6,12,12
carafe,2618,carafe,kX@f,4,3,1,2,2
caramel,2619,caramel,k@rxmL,2,2,0,1,1
carat,2621,carat,k@rxt,3,2,1,3,0
card,2638,card,kard,15,13,2,10,5
cardinal,2641,cardinal,kardnL,1,0,1,0,1
care,2643,care,kEr,23,19,4,18,5
careen,2644,careen,kXin,8,6,2,6,2
career,2645,career,kXIr,2,2,0,2,0
caress,2647,caress,kXEs,1,1,0,1,0
caries,2653,caries,k@riz,3,2,1,1,2
carmine,2658,carmine,karmxn,2,0,2,1,1
carnage,2659,carnage,karnIJ,1,1,0,0,1
carnal,2660,carnal,karnL,5,3,2,2,3
carnally,2662,carnally,karnLi,1,0,1,0,1
carol,2670,carol,k@rL,10,10,0,3,7
carom,2671,carom,k@rM,5,4,1,2,3
carp,2676,carp,karp,8,5,3,2,6
carpel,2677,carpel,karpL,2,1,1,0,2
carrier,2683,carrier,k@riX,5,4,1,3,2
carrion,2684,carrion,k@rixn,2,0,2,2,0
carry,2685,carry,k@ri,19,15,4,9,10
cart,2686,cart,kart,14,10,4,8,6
cartage,2687,cartage,kartIJ,4,1,3,1,3
cartilage,2689,cartilage,kartLIJ,2,1,1,0,2
carton,2692,carton,kartN,5,3,2,4,1
cartridge,2694,cartridge,kartrIJ,3,2,1,1,2
carve,2696,carve,karv,4,3,1,0,4
case,2701,case,kes,22,19,3,12,10
cashew,2704,cashew,k@Su,3,2,1,0,3
cask,2709,cask,k@sk,7,5,2,4,3
cassia,2714,cassia,k@Sx,4,3,1,0,4
cassock,2715,cassock,k@sxk,2,1,1,1,1
cast,2716,cast,k@st,13,11,2,8,5
castle,2723,castle,k@sL,15,12,3,7,8
castled,2724,castled,k@sLd,1,0,1,0,1
castor,2725,castor,k@stX,6,4,2,5,1
cat,2732,cat,k@t,35,30,5,21,14
catch,2750,catch,k@C,20,19,1,9,11
catchy,2751,catchy,k@Ci,7,6,1,0,7
cater,2756,cater,ketX,6,5,1,5,1
cattle,2772,cattle,k@tL,14,12,2,7,7
catty,2773,catty,k@ti,14,13,1,6,8
caudal,2778,caudal,kcdL,6,6,0,4,2
caught,2779,caught,kct,23,20,3,17,6
causal,2781,causal,kczL,4,2,2,0,4
causally,2783,causally,kczLi,1,0,1,0,1
cause,2786,cause,kcz,10,7,3,4,6
cave,2797,cave,kev,22,19,3,12,10
cavil,2801,cavil,k@vL,9,8,1,2,7
cavy,2804,cavy,kevi,5,4,1,3,2
caw,2805,caw,kc,23,16,7,11,12
cay,2806,cay,ki,29,23,6,19,10
cease,2808,cease,sis,18,16,2,6,12
cecum,2809,cecum,sikM,1,0,1,0,1
cedar,2810,cedar,sidX,6,5,1,3,3
cede,2811,cede,sid,27,22,5,15,12
ceiling,2812,ceiling,silIG,2,1,1,2,0
celery,2819,celery,sElXi,2,1,1,1,1
cell,2822,cell,sEl,26,19,7,19,7
cellar,2823,cellar,sElX,10,6,4,3,7
cello,2826,cello,CElo,5,5,0,5,0
celt,2831,celt,sElt,18,14,4,12,6
censer,2839,censer,sEnsX,4,2,2,0,4
censure,2843,censure,sEnCX,5,4,1,2,3
cent,2845,cent,sEnt,22,16,6,13,9
center,2851,center,sEntX,9,5,4,5,4
century,2867,century,sEnCXi,2,1,1,0,2
certain,2882,certain,sRtN,4,4,0,3,1
chablis,2893,Chablis,S@bli,2,0,2,1,1
chafe,2894,chafe,Cef,7,6,1,4,3
chafer,2895,chafer,CefX,4,3,1,2,2
chaff,2896,chaff,C@f,9,8,1,6,3
chaffer,2897,chaffer,C@fX,4,3,1,2,2
chain,2900,chain,Cen,19,18,1,16,3
chair,2901,chair,CEr,20,18,2,17,3
chaise,2902,chaise,Sez,14,14,0,8,6
chalet,2904,chalet,S@le,4,3,1,1,3
chalice,2905,chalice,C@lxs,5,5,0,5,0
chalk,2906,chalk,Cck,13,12,1,13,0
challis,2909,challis,S@li,13,10,3,8,5
chamois,2914,chamois,S@mi,5,4,1,2,3
champ,2916,champ,C@mp,9,8,1,8,1
chance,2919,chance,C@ns,9,7,2,4,5
chancel,2920,chancel,C@nsL,6,3,3,2,4
chancellor,2921,chancellor,C@nsLX,2,0,2,0,2
chancellory,2922,chancellory,C@nsLXi,1,0,1,0,1
chancy,2924,chancy,C@nsi,4,2,2,2,2
change,2927,change,CenJ,3,2,1,2,1
channel,2929,channel,C@nL,6,5,1,1,5
chant,2932,chant,C@nt,8,6,2,5,3
chantry,2934,chantry,C@ntri,2,2,0,2,0
chanty,2935,chanty,S@nti,2,1,1,2,0
chaos,2936,chaos,keas,1,0,1,0,1
chap,2938,chap,C@p,20,17,3,15,5
chapel,2940,chapel,C@pL,6,4,2,2,4
chaps,2946,chaps,C@ps,7,5,2,4,3
chapter,2947,chapter,C@ptX,2,1,1,2,0
char,2948,char,Car,19,14,5,12,7
chard,2957,chard,Card,13,12,1,9,4
charge,2958,charge,CarJ,8,6,2,3,5
charger,2959,charger,CarJX,2,1,1,0,2
charm,2966,charm,Carm,7,5,2,3,4
charnel,2967,charnel,CarnL,2,2,0,2,0
chart,2968,chart,Cart,12,9,3,7,5
charter,2969,charter,CartX,6,5,1,4,2
chary,2972,chary,C@ri,12,11,1,10,2
chase,2973,chase,Ces,17,13,4,12,5
chaser,2974,chaser,CesX,5,4,1,1,4
chasm,2975,chasm,k@zM,1,1,0,0,1
chassis,2976,chassis,C@si,4,3,1,2,2
chaste,2977,chaste,Cest,9,8,1,6,3
chasten,2978,chasten,CesN,6,5,1,3,3
chat,2982,chat,C@t,22,17,5,16,6
chateau,2983,chateau,S@to,4,4,0,1,3
chattel,2985,chattel,C@tL,9,8,1,4,5
chatter,2986,chatter,C@tX,13,10,3,9,4
chatty,2988,chatty,C@ti,9,8,1,4,5
chauffeur,2989,chauffeur,SofX,1,1,0,1,0
chaunt,2990,chaunt,Ccnt,8,8,0,8,0
cheap,2993,cheap,Cip,18,18,0,14,4
cheat,2996,cheat,Cit,17,16,1,13,4
check,2997,check,CEk,15,14,1,12,3
checker,2998,checker,CEkX,3,1,2,0,3
checkers,2999,checkers,CEkXz,1,0,1,0,1
cheddar,3004,cheddar,CEdX,2,2,0,1,1
cheek,3005,cheek,Cik,21,19,2,16,5
cheeky,3006,cheeky,Ciki,1,0,1,0,1
cheer,3007,cheer,CIr,27,25,2,20,7
cheery,3009,cheery,CIri,8,6,2,7,1
cheese,3010,cheese,Ciz,13,12,1,9,4
chef,3011,chef,SEf,8,6,2,4,4
chela,3012,chela,kilx,4,3,1,2,2
chenille,3019,chenille,Sxnil,1,0,1,1,0
cherish,3020,cherish,CErIS,1,1,0,1,0
cherry,3022,cherry,CEri,10,8,2,9,1
chert,3023,chert,CRt,14,14,0,10,4
chess,3026,chess,CEs,11,9,2,8,3
chest,3027,chest,CEst,13,12,1,12,1
chew,3033,chew,Cu,20,19,1,18,2
chic,3037,chic,Sik,24,21,3,17,7
chick,3039,chick,CIk,23,22,1,16,7
chid,3044,chid,CId,16,14,2,9,7
chidden,3045,chidden,CIdN,5,4,1,4,1
chide,3046,chide,CYd,12,11,1,9,3
chiding,3048,chiding,CYdIG,3,3,0,3,0
chief,3049,chief,Cif,12,12,0,8,4
chigger,3053,chigger,CIgX,4,4,0,3,1
child,3056,child,CYld,4,3,1,3,1
chill,3061,chill,CIl,22,21,1,16,6
chime,3063,chime,CYm,8,8,0,6,2
chimp,3065,chimp,CImp,6,4,2,5,1
chin,3067,chin,CIn,21,20,1,15,6
china,3068,china,CYnx,1,1,0,1,0
chink,3071,chink,CIGk,12,10,2,11,1
chip,3074,chip,CIp,24,22,2,16,8
chipper,3076,chipper,CIpX,6,5,1,4,2
chirp,3081,chirp,CRp,9,9,0,5,4
chisel,3082,chisel,CIzL,2,2,0,2,0
chit,3083,chit,CIt,22,21,1,16,6
chive,3088,chive,CYv,8,8,0,6,2
chloral,3089,chloral,klorL,1,0,1,1,0
chock,3096,chock,Cak,20,20,0,17,3
choice,3098,choice,COs,3,3,0,3,0
choir,3099,choir,kwYX,3,3,0,1,2
choke,3100,choke,Cok,17,16,1,15,2
choler,3101,choler,kalX,13,8,5,4,9
cholera,3102,cholera,kalXx,2,1,1,0,2
chon,3105,chon,Can,10,10,0,7,3
choose,3106,choose,Cuz,10,7,3,8,2
choosey,3107,choosey,Cuzi,4,2,2,3,1
chop,3108,chop,Cap,18,16,2,13,5
choppy,3109,choppy,Capi,4,3,1,2,2
chops,3110,chops,Caps,5,4,1,3,2
choral,3112,choral,korL,12,7,5,4,8
chord,3113,chord,kord,19,15,4,10,9
chore,3114,chore,Cor,21,20,1,19,2
chortle,3118,chortle,CortL,2,2,0,2,0
chorus,3119,chorus,kor|s,4,2,2,1,3
chose,3120,chose,Coz,12,11,1,9,3
chosen,3121,chosen,CozN,1,0,1,0,1
chow,3122,chow,CW,10,10,0,9,1
chowder,3123,chowder,CWdX,2,2,0,2,0
chrism,3124,chrism,krIzM,1,1,0,1,0
christ,3125,Christ,krYst,2,2,0,2,0
christen,3126,christen,krIsN,1,1,0,0,1
chrome,3133,chrome,krom,11,7,4,3,8
chromo,3135,chromo,kromo,1,0,1,0,1
chronic,3137,chronic,kranIk,3,1,2,2,1
chronicle,3138,chronicle,kranIkL,1,0,1,0,1
chub,3147,chub,C^b,12,11,1,8,4
chubby,3148,chubby,C^bi,2,1,1,0,2
chuck,3149,chuck,C^k,20,17,3,14,6
chuckle,3150,chuckle,C^kL,5,4,1,3,2
chug,3151,chug,C^g,13,13,0,10,3
chukka,3152,chukka,C^kx,4,3,1,2,2
chum,3153,chum,C^m,16,14,2,11,5
chummy,3154,chummy,C^mi,7,6,1,4,3
chump,3155,chump,C^mp,12,11,1,10,2
chunk,3156,chunk,C^Gk,10,9,1,9,1
church,3157,church,CRC,8,8,0,4,4
churl,3158,churl,CRl,11,10,1,7,4
churn,3159,churn,CRn,13,12,1,9,4
chute,3160,chute,Sut,17,16,1,16,1
cider,3166,cider,sYdX,8,5,3,5,3
cinch,3169,cinch,sInC,8,6,2,5,3
cinder,3172,cinder,sIndX,3,3,0,3,0
cipher,3178,cipher,sYfX,3,3,0,2,1
circa,3179,circa,sRkx,1,1,0,0,1
circle,3180,circle,sRkL,5,5,0,3,2
circlet,3181,circlet,sRkl|t,1,0,1,0,1
circuit,3182,circuit,sRk|t,3,2,1,1,2
circus,3205,circus,sRk|s,1,1,0,0,1
cistern,3207,cistern,sIstXn,1,0,1,0,1
cite,3210,cite,sYt,28,24,4,22,6
city,3216,city,sIti,7,6,1,5,2
civet,3217,civet,sIvxt,3,3,0,3,0
civic,3218,civic,sIvIk,1,1,0,1,0
civil,3219,civil,sIvL,7,4,3,3,4
clack,3224,clack,kl@k,23,20,3,9,14
clad,3225,clad,kl@d,13,11,2,4,9
claim,3226,claim,klem,8,4,4,5,3
clam,3229,clam,kl@m,16,11,5,4,12
clamber,3230,clamber,kl@mbX,2,0,2,1,1
clammy,3231,clammy,kl@mi,3,2,1,0,3
clamor,3232,clamor,kl@mX,8,6,2,1,7
clamp,3233,clamp,kl@mp,9,5,4,4,5
clan,3234,clan,kl@n,12,11,1,3,9
clang,3236,clang,kl@G,12,10,2,1,11
clangor,3237,clangor,kl@GX,5,4,1,0,5
clank,3238,clank,kl@Gk,9,6,3,6,3
clap,3239,clap,kl@p,16,11,5,4,12
clapper,3241,clapper,kl@pX,4,3,1,0,4
claret,3243,claret,kl@rxt,2,0,2,1,1
clarion,3247,clarion,kl@rixn,1,0,1,1,0
clarity,3248,clarity,kl@rxti,1,0,1,0,1
clash,3249,clash,kl@S,14,12,2,6,8
clasp,3250,clasp,kl@sp,3,1,2,0,3
class,3251,class,kl@s,12,10,2,3,9
clatter,3258,clatter,kl@tX,6,5,1,3,3
clause,3259,clause,klcz,4,2,2,1,3
claw,3264,claw,klc,9,5,4,3,6
clay,3265,clay,kle,10,7,3,6,4
clean,3266,clean,klin,11,8,3,6,5
cleanse,3268,cleanse,klEnz,2,1,1,1,1
clear,3269,clear,klIr,9,8,1,5,4
cleat,3273,cleat,klit,11,10,1,6,5
cleave,3275,cleave,kliv,6,5,1,2,4
clef,3276,clef,klEf,3,1,2,1,2
cleft,3277,cleft,klEft,2,0,2,1,1
clench,3280,clench,klEnC,4,4,0,3,1
clerk,3284,clerk,klRk,8,7,1,2,6
clever,3285,clever,klEvX,2,1,1,2,0
clew,3286,clew,klu,12,9,3,9,3
click,3288,click,klIk,19,14,5,8,11
cliff,3291,cliff,klIf,5,5,0,0,5
climb,3296,climb,klYm,5,4,1,3,2
clinch,3297,clinch,klInC,3,2,1,3,0
cling,3298,cling,klIG,14,8,6,7,7
clink,3301,clink,klIGk,8,3,5,5,3
clinker,3302,clinker,klIGkX,2,1,1,1,1
clip,3303,clip,klIp,11,9,2,5,6
clique,3305,clique,klik,13,12,1,4,9
cloak,3306,cloak,klok,13,12,1,2,11
cloche,3307,cloche,kloS,6,6,0,0,6
