Node,Item,AllD,ReplaceD,DelinsD,NumSylls,NumPhones,Duration,PhonND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,Dbet
22083,solemn,4,2,2,2,5,438,22,112,1019,129,1101329,6,sal^m
22085,soles,21,18,3,1,4,718,106,47,781,24,765275,5,solz
22086,solid,4,3,1,2,5,517,10,998,11701,1205,37429295,6,sal^d
22095,solo,9,5,4,2,4,629,40,436,3763,408,14360887,5,solo
22098,solos,4,0,4,2,5,778,10,21,332,24,1226873,5,soloz
22103,solve,3,0,3,1,4,429,21,994,7752,2430,13452605,5,salv
22104,solved,3,2,1,1,5,668,6,506,2956,897,6710172,5,salvd
22107,solver,3,2,1,2,5,619,11,14,197,24,1590469,6,salvR
22112,some,24,19,5,1,3,433,88,88089,425712,130750,548849339,4,s^m
22114,someday,2,1,1,2,5,555,3,1726,3371,569,3075887,5,s^mde
22116,someone,2,1,1,2,6,566,4,22752,60422,16984,76227858,7,s^mw^n
22121,something,1,0,1,2,6,598,4,76508,161429,57206,131851918,7,s^mTIN
22124,somewhat,2,1,1,2,6,370,3,464,11829,2501,15620893,6,s^mw^t
22126,son,28,24,4,1,3,392,110,20949,42385,9688,58098266,4,s^n
22128,song,14,12,2,1,3,507,59,4778,17778,5535,65843143,4,s>N
22131,songs,4,3,1,1,4,629,22,1132,11147,2377,49286341,4,s>Nz
22133,sonic,6,5,1,2,5,498,11,99,677,68,7309714,6,sanIk
22134,sonnet,2,1,1,2,5,412,12,39,211,7,1081841,6,sanIt
22135,sonnets,1,0,1,2,6,648,3,24,122,9,425962,6,sanIts
22136,sons,16,13,3,1,4,619,70,921,7989,1399,13163978,4,s^nz
22137,soon,23,19,4,1,3,488,86,13140,43520,7892,77046620,4,sun
22138,sooner,6,4,2,2,4,467,40,1888,4240,991,4695133,5,sunR
22140,soot,12,12,0,1,3,430,21,55,563,50,573693,4,sUt
22141,soothe,9,6,3,1,3,499,31,66,609,49,675582,4,suD
22142,soothing,2,0,2,2,5,491,3,115,1249,65,1817294,6,suDIN
22145,sop,15,14,1,1,3,423,84,14,206,13,1045740,4,sap
22154,sore,37,23,14,1,3,425,138,765,2027,241,3330335,4,s>r
22157,sores,23,17,6,1,4,589,79,60,436,38,1024935,4,s>rz
22160,sorrow,3,2,1,2,4,524,51,350,1636,221,2723156,5,saro
22161,sorrows,1,0,1,2,5,595,14,74,347,20,807102,5,saroz
22162,sorry,4,3,1,2,4,579,47,59566,21415,7475,35606156,5,sari
22163,sort,16,10,6,1,4,462,56,7584,44758,25292,86986269,5,s>rt
22165,sorts,8,5,3,1,5,573,41,488,5197,1653,6006462,5,s>rts
22167,sought,27,20,7,1,3,456,64,240,10896,813,12399522,4,s>t
22168,soul,30,21,9,1,3,438,132,3925,11697,1624,33192141,4,sol
22169,souls,21,18,3,1,4,568,106,754,2722,239,5419844,5,solz
22170,sound,14,11,3,1,4,574,25,7313,37590,5785,100018539,5,s$nd
22172,sounder,4,3,1,2,5,649,14,6,88,9,509167,5,s$ndR
22173,sounding,7,6,1,2,6,657,10,193,2701,439,3264254,7,s$ndIN
22177,sounds,9,7,2,1,5,509,16,7970,18534,5152,30991962,5,s$ndz
22179,soup,18,11,7,1,3,507,83,1285,5979,505,10543534,4,sup
22180,soups,6,4,2,1,4,524,30,17,683,13,2141445,4,sups
22181,sour,15,10,5,2,3,589,57,297,3302,309,3759025,4,s$R
22182,source,13,9,4,1,4,493,37,1437,23969,2620,179974540,5,s>rs
22183,sources,3,2,1,2,6,580,5,419,19305,2916,62562760,5,s>rs^z
22184,sours,9,5,4,2,4,616,30,8,64,2,83306,4,s$Rz
22185,south,3,3,0,1,3,439,17,3288,59248,11886,238591983,4,s$T
22195,sox,16,14,2,1,4,639,60,178,4629,265,9047229,5,saks
22196,soy,15,14,1,1,2,529,78,118,2697,121,4654795,3,s%
22199,spa,4,2,2,1,3,511,21,239,2418,160,31723651,4,spa
22200,space,7,3,4,1,4,537,20,3369,45608,5263,121524893,5,spes
22201,spaced,7,3,4,1,5,647,11,43,962,28,2349680,5,spest
22202,spacer,3,2,1,2,5,561,8,5,149,10,1562582,6,spesR
22205,spacesuit,1,0,1,2,6,678,2,6,157,6,79641,7,spesut
22206,spacey,4,3,1,2,5,573,11,26,137,38,425067,5,spesi
22209,spade,9,7,2,1,4,496,24,118,495,49,1569700,5,sped
22211,spam,6,6,0,1,4,541,19,59,475,69,30888524,4,sp&m
22212,span,9,7,2,1,4,593,28,101,3273,383,9050838,5,sp&n
22216,spanish,1,1,0,2,6,609,2,1130,11575,1179,46487459,6,sp&nIS
22217,spank,3,2,1,1,5,517,11,173,184,97,5416580,6,sp&Nk
22218,spanning,4,4,0,2,6,528,8,10,636,38,2521710,7,sp&nIN
22219,spans,6,4,2,1,5,695,19,19,913,57,1677273,5,sp&nz
22220,spar,10,6,4,1,4,569,33,36,325,18,894464,5,spar
22221,spare,14,11,3,1,4,470,39,1573,4115,481,10009727,5,spEr
22222,spared,7,4,3,1,5,563,16,169,1272,170,973823,5,spErd
22223,spark,6,2,4,1,5,651,20,320,2163,277,4847230,6,spark
22224,sparked,3,1,2,1,6,532,6,32,1857,419,1118909,6,sparkt
22229,sparks,4,1,3,1,6,561,14,256,1520,182,3647379,6,sparks
22230,sparse,4,2,2,1,5,524,12,11,910,38,1745258,6,spars
22233,spat,10,7,3,1,4,441,30,79,951,64,638324,5,sp&t
22236,spats,4,3,1,1,5,629,17,39,98,10,83977,5,sp&ts
22237,spattered,1,1,0,2,6,594,7,10,297,14,71152,6,sp&tRd
22239,spawned,1,1,0,1,5,571,6,27,1010,96,915321,5,sp>nd
22240,spawning,3,3,0,2,6,531,6,26,944,22,1391705,5,spanIN
22241,speak,12,8,4,1,4,459,38,9546,26985,7719,31326065,5,spik
22242,speakers,2,1,1,2,6,678,6,100,4069,603,29269778,6,spikRz
22244,speaking,3,2,1,2,6,659,8,3565,21087,7088,23813678,5,spikIN
22245,speaks,4,3,1,1,5,543,20,1068,6607,1391,7849940,6,spiks
22246,spear,13,9,4,1,4,482,30,232,1183,95,2945997,5,spIr
22249,spears,8,5,3,1,5,541,23,127,1373,269,10624049,5,spIrz
22250,spec,8,6,2,1,4,526,30,44,394,24,9671784,5,spEk
22271,speck,8,6,2,1,4,523,30,95,590,52,758600,5,spEk
22273,specks,8,4,4,1,5,615,17,14,274,22,182699,5,spEks
22279,specter,2,0,2,2,6,524,6,17,1758,813,1124220,7,spEktR
22280,specters,2,0,2,2,7,662,6,4,74,7,40608,7,spEktRz
22290,sped,14,9,5,1,4,499,24,32,874,77,833838,4,spEd
22291,speech,3,2,1,1,4,539,16,1940,23288,7046,31121393,5,spiC
22292,speeches,1,0,1,2,6,727,2,285,3021,936,6587170,6,spiC^z
22295,speed,10,6,4,1,4,565,35,2104,21292,2015,83140238,5,spid
22297,speeded,1,1,0,2,6,477,3,9,158,29,163473,6,spidId
22299,speeding,2,2,0,2,6,443,5,254,1416,238,1964427,6,spidIN
22300,speeds,3,1,2,1,5,605,17,75,2780,159,6959553,5,spidz
22302,speedy,2,1,1,2,5,515,7,100,899,128,2662639,6,spidi
22303,spell,13,8,5,1,4,468,31,1869,3139,476,8508070,5,spEl
22305,spelled,10,8,2,1,5,509,13,178,1194,262,1680303,5,spEld
22306,speller,7,4,3,2,5,539,19,17,61,24,161571,6,spElR
22307,spelling,4,3,1,2,6,450,14,256,2269,570,7368382,7,spElIN
22308,spells,9,6,3,1,5,564,21,295,909,115,3875038,5,spElz
22309,spend,10,7,3,1,5,668,18,4757,24466,6789,26713780,6,spEnd
22310,spender,5,2,3,2,6,543,13,68,191,56,186438,7,spEndR
22311,spenders,2,0,2,2,7,708,9,13,158,34,113312,7,spEndRz
22312,spending,2,0,2,2,7,523,2,1264,24427,9148,19521910,6,spEndIN
22313,spends,7,6,1,1,5,627,26,298,3547,684,2503434,5,spEnz
22315,spent,6,2,4,1,5,552,13,3574,35477,7600,29719451,5,spEnt
22316,sperm,4,3,1,1,4,632,12,318,1918,305,5944531,5,spRm
22318,spew,1,0,1,1,4,549,7,24,203,26,337669,5,spyu
22320,sphere,6,3,3,1,4,478,16,126,2562,131,5523301,5,sfIr
22321,spheres,4,2,2,1,5,546,11,23,1026,35,1872539,5,sfIrz
22323,sphinx,1,0,1,1,6,539,7,52,212,19,1084231,4,sfINks
22324,spice,11,6,5,1,4,538,24,270,1765,188,7127714,5,sp#s
22325,spiced,7,4,3,1,5,609,10,14,485,24,721655,5,sp#st
22327,spicy,5,4,1,2,5,570,6,169,1722,128,3171128,5,sp#si
22328,spider,2,0,2,2,5,552,19,515,2115,304,9442640,6,sp#dR
22329,spiders,1,0,1,2,6,579,9,227,1044,160,2385796,6,sp#dRz
22332,spike,12,7,5,1,4,537,31,625,1971,377,4839802,5,sp#k
22333,spiked,6,3,3,1,5,512,13,69,793,71,829239,5,sp#kt
22334,spikes,7,5,2,1,5,505,17,72,1023,87,1857418,5,sp#ks
22335,spiky,7,5,2,2,5,559,12,11,307,9,183924,5,sp#ki
22336,spill,12,7,5,1,4,517,32,432,3640,1026,3890646,5,spIl
22337,spilled,6,5,1,1,5,559,10,324,1819,187,978351,5,spIld
22338,spiller,5,3,2,2,5,629,24,47,78,6,193234,6,spIlR
22339,spilling,3,3,0,2,6,543,12,109,1207,113,543042,6,spIlIN
22341,spills,10,7,3,1,5,592,19,41,1077,99,1561773,5,spIlz
22342,spin,11,8,3,1,4,469,28,746,5175,1159,12675536,5,spIn
22344,spine,12,8,4,1,4,550,37,293,2984,269,5371287,5,sp#n
22347,spinning,5,4,1,2,6,587,10,374,3182,326,4427589,6,spInIN
22348,spins,9,6,3,1,5,688,24,98,1166,64,1424062,5,spInz
22350,spiny,3,2,1,2,5,552,8,7,198,2,366114,5,sp#ni
22359,spit,13,9,4,1,4,489,27,987,2006,230,2072889,5,spIt
22360,spite,14,8,6,1,4,559,26,388,4079,518,4495204,5,sp#t
22362,spits,8,4,4,1,5,629,23,61,436,17,328482,6,spIts
22363,spitting,6,3,3,2,6,499,11,202,776,81,681477,5,spItIN
22365,splash,1,0,1,1,5,568,4,215,1767,173,4049978,6,spl&S
22368,splatter,1,0,1,2,6,533,5,44,137,20,293660,7,spl&tR
22369,splay,4,1,3,1,4,447,8,4,65,3,130292,5,sple
22372,splendor,2,0,2,2,7,550,2,60,683,50,1183490,7,splEndR
22373,splice,3,0,3,1,5,718,3,20,88,12,1081416,6,spl#s
22374,spliced,3,0,3,1,6,593,3,16,122,10,367106,6,spl#st
22376,split,3,0,3,1,5,470,7,1954,9397,1725,20007659,6,splIt
22378,splits,3,0,3,1,6,690,6,79,679,77,2272926,7,splIts
22379,splitting,1,0,1,2,7,508,2,203,1329,200,2749527,6,splItIN
22382,spoil,4,2,2,1,4,551,11,593,751,102,1419609,5,sp%l
22385,spoiled,4,2,2,1,5,556,7,432,1213,174,1403276,5,sp%ld
22387,spoke,9,6,3,1,4,559,20,1970,19237,5232,11577917,5,spok
22389,spokes,5,4,1,1,5,753,12,35,413,12,584032,6,spoks
22394,sponge,1,0,1,1,5,594,3,342,1063,94,2262717,6,sp^nJ
22403,spooky,1,1,0,2,5,531,7,241,532,78,1391748,5,spuki
22404,spoon,6,4,2,1,4,655,21,388,3990,198,4000675,5,spun
22406,spoons,4,3,1,1,5,681,11,102,679,36,1361668,5,spunz
22408,spore,12,7,5,1,4,555,40,7,172,12,589962,5,sp>r
22409,sport,6,0,6,1,5,502,20,1015,16323,1184,62692186,6,sp>rt
22412,sports,6,1,5,1,6,535,15,1407,22784,3264,231873778,7,sp>rts
22416,sporty,2,1,1,2,6,541,8,38,396,27,1194903,7,sp>rti
22417,spot,10,7,3,1,4,542,33,3140,17227,2137,26758818,5,spat
22420,spots,6,4,2,1,5,558,25,527,6789,705,10111599,5,spats
22422,spotting,3,2,1,2,6,497,8,34,676,51,1849039,6,spatIN
22423,spouse,2,2,0,1,4,474,10,97,2951,595,9858936,5,sp$s
22425,sprain,6,4,2,1,5,542,12,43,116,10,241707,6,spren
22426,sprains,3,1,2,1,6,633,7,8,85,7,292086,6,sprenz
22427,sprang,1,1,0,1,5,552,9,39,1194,49,758246,6,spr&N
22428,sprawl,2,1,1,1,5,579,14,7,638,57,985396,6,spr>l
22429,sprawled,2,1,1,1,6,541,3,12,760,7,161693,6,spr>ld
22431,spray,10,4,6,1,4,435,14,492,5135,485,15148400,5,spre
22432,sprayed,8,5,3,1,5,505,14,90,955,129,988292,5,spred
22433,sprayer,4,3,1,2,5,438,11,6,101,3,653691,6,spreR
22434,spraying,2,0,2,2,6,659,4,61,921,138,1453737,5,spreIN
22435,sprays,6,3,3,1,5,582,14,20,634,68,1374214,5,sprez
22436,spread,3,1,2,1,5,492,6,1596,17863,2264,24520864,6,sprEd
22438,spreads,1,0,1,1,6,678,2,115,1454,209,3396812,6,sprEdz
22440,spree,4,3,1,1,4,483,26,109,717,251,1218040,5,spri
22441,sprig,1,0,1,1,5,470,9,12,250,4,143773,6,sprIg
22442,sprigs,2,1,1,1,6,491,6,3,906,4,187791,6,sprIgz
22443,spring,2,2,0,2,5,503,12,1597,25633,2229,64816752,6,spRIN
22445,springer,2,2,0,2,6,505,8,91,1092,290,5544157,7,sprINR
22447,springs,4,4,0,1,6,668,8,370,6365,376,30433239,6,sprINz
22450,springy,2,2,0,2,6,512,6,5,181,4,110353,6,sprINi
22455,sprint,1,0,1,1,6,487,5,36,1547,101,7782311,7,sprInt
22460,sprung,2,2,0,1,5,482,6,131,832,90,1081658,6,spr^N
22461,spry,4,2,2,1,4,566,8,32,141,9,217147,5,spr#
22462,spun,9,5,4,1,4,576,24,86,2379,121,1854414,5,sp^n
22464,spur,15,8,7,1,3,471,45,73,1368,195,2171795,4,spR
22465,spurred,7,6,1,1,4,532,24,15,1081,62,675913,5,spRd
22466,spurt,9,7,2,1,4,434,25,19,309,21,332717,5,spRt
22467,spy,12,4,8,1,3,469,37,1023,2699,709,20031037,4,sp#
22468,spying,2,1,1,2,5,572,7,279,880,279,2217008,4,sp#IN
22471,squad,5,3,2,1,5,623,7,1096,2653,426,8748755,6,skwad
22473,squads,1,0,1,1,6,561,2,104,565,132,977281,6,skwadz
22474,squall,2,2,0,1,5,543,5,20,189,14,342920,6,skw>l
22476,square,4,0,4,1,5,529,6,1620,20747,2352,44788646,6,skwEr
22477,squared,3,1,2,1,6,519,3,120,780,65,2040197,6,skwErd
22479,squares,4,1,3,1,6,659,5,138,1851,84,4440122,6,skwErz
22480,squash,3,2,1,1,5,612,5,223,2311,103,3985349,6,skwaS
22482,squat,4,3,1,1,5,484,10,160,1151,43,925062,6,skwat
22485,squawk,1,1,0,1,5,520,3,87,156,16,128215,6,skw>k
22487,squealed,2,2,0,1,6,708,4,27,294,3,102297,6,skwild
22488,squealer,1,1,0,2,6,589,5,33,48,0,40329,6,skwilR
22491,squeeze,2,0,2,1,5,648,6,769,3521,467,3017492,6,skwiz
22492,squeezed,2,1,1,1,6,785,2,118,2842,199,1232378,6,skwizd
22495,squid,1,1,0,1,5,449,4,141,835,76,3831988,5,skwId
22498,squirm,1,1,0,1,5,624,2,42,290,21,208497,6,skwRm
22501,squirt,3,2,1,1,5,475,6,140,341,24,6127116,6,skwRt
22503,stab,9,6,3,1,4,489,33,447,958,199,1648037,5,st&b
22504,stabbed,4,3,1,1,5,550,4,482,1434,426,787357,5,st&bd
22507,stabilize,1,0,1,3,8,801,3,76,1401,323,1193707,9,steb^l#z
22509,stable,5,2,3,2,6,505,11,673,7423,911,18230012,7,steb^l
22510,stables,5,1,4,2,7,690,7,151,402,15,1149823,7,steb^lz
22511,stabs,6,4,2,1,5,664,12,23,237,17,268482,5,st&bz
22513,stack,20,15,5,1,4,507,59,311,3149,282,11091123,5,st&k
22514,stacked,10,7,3,1,5,594,22,103,2062,175,1878493,5,st&kt
22515,stacking,6,5,1,2,6,622,13,46,530,42,1411723,5,st&kIN
22516,stacks,15,12,3,1,5,624,34,99,1303,84,2698224,5,st&ks
22518,staff,9,6,3,1,4,839,32,1632,33117,5473,151555360,5,st&f
22519,staffed,6,4,2,1,5,549,13,9,675,64,1396548,5,st&ft
22520,staffer,6,4,2,2,5,573,22,12,976,248,384057,6,st&fR
22521,staffers,1,0,1,2,6,606,6,12,1620,329,661898,6,st&fRz
22522,staffing,2,2,0,2,6,586,4,14,981,85,8211954,5,st&fIN
22523,staffs,6,5,1,1,5,678,15,6,805,106,1341238,5,st&fs
22524,stage,11,8,3,1,4,517,21,2324,25716,5028,52519007,5,steJ
22526,staged,4,1,3,1,5,643,7,115,1872,403,1754695,5,steJd
22530,staging,2,1,1,2,6,597,6,99,1242,186,2385972,6,steJIN
22533,stags,4,2,2,1,5,670,12,5,70,0,287273,5,st&gz
22534,staid,18,14,4,1,4,557,37,3,254,20,196599,5,sted
22535,stain,16,11,5,1,4,539,49,316,1430,144,3512824,5,sten
22536,stained,10,6,4,1,5,578,15,72,2574,108,4217928,5,stend
22538,stains,6,3,3,1,5,698,25,198,1041,99,1848917,5,stenz
22539,stair,12,9,3,1,4,517,45,69,508,14,2012524,5,stEr
22542,stairs,8,6,2,1,5,582,30,1212,6753,444,4470881,5,stErz
22545,stake,18,14,4,1,4,466,43,847,5734,1344,5061965,5,stek
22548,stakes,7,4,3,1,5,609,23,249,3250,635,3715795,5,steks
22550,stale,21,16,5,1,4,388,50,149,949,44,1065657,5,stel
22552,stalk,12,9,3,1,4,520,42,86,817,53,936028,5,st>k
22553,stalked,6,4,2,1,5,576,12,79,661,86,309313,5,st>kt
22554,stalking,5,4,1,2,6,687,8,269,957,228,1061446,5,st>kIN
22555,stalks,8,6,2,1,5,544,20,55,1038,44,607316,5,st>ks
22556,stall,12,10,2,1,4,515,48,457,1524,163,2114837,5,st>l
22557,stalls,7,6,1,1,5,558,23,49,801,46,1620379,5,st>lz
22561,stamp,4,2,2,1,5,488,13,302,2260,448,9760676,6,st&mp
22562,stamps,2,1,1,1,6,551,5,267,1770,325,17036849,6,st&mps
22563,stance,5,5,0,1,5,571,15,96,3464,394,3257959,6,st&ns
22564,stanch,4,4,0,1,5,512,13,1,79,2,36249,6,st&nC
22565,stand,10,7,3,1,5,602,25,11536,35044,9303,46296102,6,st&nd
22571,standing,2,0,2,2,7,620,6,3994,27256,5224,27936436,8,st&ndIN
22572,standings,1,0,1,2,8,688,1,12,520,14,6701017,8,st&ndINz
22575,stands,3,0,3,1,6,620,8,1093,14311,2214,19090874,6,st&ndz
22577,stank,6,3,3,1,5,565,15,39,179,5,105369,6,st&Nk
22578,staple,3,2,1,2,6,497,9,57,1298,106,1893759,7,step^l
22579,staples,2,1,1,2,7,708,6,35,1108,110,3759213,7,step^lz
22580,star,15,8,7,1,4,559,57,4149,31663,5712,122512005,5,star
22583,stare,12,9,3,1,4,488,45,508,3989,188,1925618,5,stEr
22584,stared,11,8,3,1,5,530,17,123,8361,90,1661594,5,stErd
22585,stares,8,6,2,1,5,610,30,67,2935,63,601781,5,stErz
22586,stark,8,6,2,1,5,587,32,331,2970,443,3479265,6,stark
22588,starred,11,9,2,1,5,506,27,36,1090,239,1214232,6,stard
22589,starring,7,4,3,2,6,546,12,143,2149,495,10342756,5,starIN
22590,starry,10,8,2,2,5,556,35,37,482,25,932707,5,stari
22591,stars,10,9,1,1,5,537,31,2353,21641,3174,58369706,6,starz
22592,start,12,8,4,1,5,474,32,17345,62495,18955,161934195,6,start
22594,starter,5,2,3,2,6,466,11,139,2385,116,9730619,7,startR
22595,starters,1,0,1,2,7,738,2,182,2468,108,2974525,7,startRz
22596,starting,3,1,2,2,7,469,7,3558,22156,5039,68080950,7,startIN
22599,startling,1,0,1,2,8,589,2,70,1956,409,1071701,9,startlIN
22600,starts,3,1,2,1,6,520,14,2335,14702,2985,23164763,6,starts
22604,starve,7,5,2,1,5,563,20,314,705,176,546035,6,starv
22605,starved,2,0,2,1,6,617,3,236,908,127,781539,6,starvd
22606,starving,2,1,1,2,7,680,3,865,1439,378,1176943,6,starvIN
22607,stash,6,6,0,1,4,718,22,257,739,53,1553980,5,st&S
22609,stat,10,6,4,1,4,460,40,143,670,34,8630952,5,st&t
22622,stating,3,2,1,2,6,495,9,92,1842,237,5483075,6,stetIN
22633,stats,6,4,2,1,5,606,26,68,943,91,33098924,5,st&ts
22634,statue,3,1,2,2,5,593,4,540,2959,398,4753368,6,st&Cu
22635,statues,2,1,1,2,6,706,2,99,1253,84,2837498,6,st&Cuz
22636,statuette,1,0,1,3,7,698,2,4,114,7,198428,8,st&CuEt
22637,stature,3,3,0,2,5,698,9,85,1391,253,995928,5,st&CR
22638,status,1,0,1,2,6,577,8,750,23585,2268,129002198,7,st&t^s
22639,statute,4,1,3,2,6,551,5,97,2733,699,9035618,7,st&Cut
22640,statutes,1,0,1,2,7,668,2,34,1365,183,8191031,7,st&Cuts
22642,staunch,2,2,0,1,5,629,3,18,570,119,410193,6,st>nC
22644,stay,16,5,11,1,3,539,45,26298,43300,14104,80702745,4,ste
22645,stayed,18,14,4,1,4,537,37,1668,11099,2021,10286077,5,sted
22646,staying,6,3,3,2,5,609,13,3040,7382,1967,8900981,4,steIN
22647,stays,10,8,2,1,4,578,30,977,3856,776,5547528,4,stez
22648,stead,17,13,4,1,4,559,41,54,302,27,724786,5,stEd
22650,steadied,2,1,1,2,6,708,3,1,245,3,73346,6,stEdid
22653,steady,5,2,3,2,5,438,15,1158,7655,741,8194341,6,stEdi
22654,steak,18,14,4,1,4,433,43,828,2772,323,4413680,5,stek
22655,steaks,7,4,3,1,5,547,23,204,1036,61,1646745,5,steks
22656,steal,14,10,4,1,4,470,59,2720,3593,835,6258499,5,stil
22657,stealing,5,3,2,2,6,489,12,1265,2561,699,3046130,5,stilIN
22658,steals,7,4,3,1,5,582,32,223,1049,105,1671902,5,stilz
22659,stealth,2,1,1,1,5,536,8,142,939,185,3431743,6,stElT
22660,stealthy,1,0,1,2,6,529,4,15,191,9,210042,7,stElTi
22661,steam,13,6,7,1,4,484,39,686,4303,462,11148945,5,stim
22662,steamed,6,2,4,1,5,615,11,100,939,43,851680,5,stimd
22663,steaming,6,3,3,2,6,587,7,101,1136,57,755813,5,stimIN
22665,steamy,3,2,1,2,5,559,13,46,615,74,602955,6,stimi
22666,steed,15,12,3,1,4,490,49,130,254,16,701658,5,stid
22667,steel,14,10,4,1,4,503,59,941,11250,942,49454065,5,stil
22668,steels,7,4,3,1,5,678,32,5,53,1,742066,5,stilz
22671,steep,10,8,2,1,4,373,41,125,4143,238,3399504,5,stip
22672,steeped,5,3,2,1,5,818,6,15,563,71,546871,5,stipt
22673,steeper,5,4,1,2,5,479,20,7,412,27,353382,5,stipR
22674,steeple,1,1,0,2,6,595,14,21,188,8,376906,7,stip^l
22676,steer,14,11,3,1,4,497,42,305,1809,169,2159937,5,stIr
22677,steered,6,5,1,1,5,539,12,36,849,62,411758,5,stIrd
22678,steering,7,5,2,2,6,576,12,207,2899,205,10826821,5,stIrIN
22680,stellar,5,2,3,2,5,589,42,41,1597,70,3063048,6,stElR
22681,stem,7,5,2,1,4,439,28,114,5983,922,10780682,5,stEm
22682,stemmed,5,3,2,1,5,659,7,3,813,33,629826,5,stEmd
22683,stemming,2,2,0,2,6,619,5,12,759,74,814782,5,stEmIN
22684,stems,4,3,1,1,5,678,10,51,2870,111,3338470,5,stEmz
22685,stench,2,2,0,1,5,569,10,113,742,44,508722,5,stEnC
22686,step,8,6,2,1,4,476,33,6052,35177,7102,86156724,5,stEp
22692,stepped,6,5,1,1,5,498,15,656,11142,1173,4130208,6,stEpt
22693,stepping,2,2,0,2,6,486,7,355,3510,694,3348507,7,stEpIN
22694,steps,3,2,1,1,5,582,11,1259,20440,2567,38257886,6,stEps
22706,sterling,3,2,1,2,6,559,16,113,1795,191,21518973,7,stRlIN
22707,stern,7,4,3,1,4,507,29,327,3975,1003,4643904,5,stRn
22708,steroid,2,0,2,2,5,713,2,20,868,212,2128756,4,stR%d
22710,stew,11,3,8,1,3,428,41,328,1471,95,1716385,4,stu
22711,steward,2,0,2,2,5,473,8,140,613,69,1452024,6,stuRd
22715,stewed,12,9,3,1,4,519,31,22,203,3,220059,5,stud
22716,stick,22,14,8,1,4,433,60,4953,11876,2438,22401369,5,stIk
22717,sticker,9,6,3,2,5,529,28,142,1028,184,6633024,6,stIkR
22718,stickers,2,1,1,2,6,583,7,93,823,105,8767175,6,stIkRz
22719,sticking,7,5,2,2,6,535,10,741,3159,683,2635839,6,stIkIN
22721,sticks,11,7,4,1,5,549,27,694,4038,422,6395033,5,stIks
22722,sticky,5,3,2,2,5,579,20,292,2056,159,5700342,6,stIki
22723,stiff,8,6,2,1,4,479,32,523,3986,331,3492842,5,stIf
22727,stiffer,4,3,1,2,5,517,18,11,345,35,281505,5,stIfR
22734,stiles,7,5,2,1,5,629,25,143,334,104,821755,5,st#lz
22736,still,17,13,4,1,4,549,49,40225,195162,47989,190450277,5,stIl
22740,stills,10,8,2,1,5,619,26,27,408,49,2657985,5,stIlz
22749,stinger,6,5,1,2,5,470,15,45,187,42,684195,6,stINR
22750,stinging,6,4,2,2,6,526,8,46,674,59,490066,5,stININ
22751,stings,9,5,4,1,5,619,19,88,326,67,425532,5,stINz
22752,stink,7,3,4,1,5,523,21,673,877,99,872742,6,stINk
22753,stinking,3,0,3,2,7,570,4,473,479,34,397912,6,stINkIN
22754,stinky,2,0,2,2,6,526,5,182,264,28,622796,6,stINki
22755,stint,1,1,0,1,5,526,14,38,1080,69,856043,6,stInt
22758,stir,19,11,8,1,3,499,81,301,9098,329,4833763,4,stR
22759,stirred,15,11,4,1,4,461,37,123,1961,180,1180019,5,stRd
22760,stirring,4,3,1,2,5,486,12,133,4928,189,2097850,6,stRIN
22763,stirs,8,5,3,1,4,630,48,35,521,58,434061,5,stRz
22764,stitch,5,5,0,1,4,609,22,381,597,39,5050736,5,stIC
22766,stock,14,9,5,1,4,590,47,1300,22498,4253,176300524,5,stak
22768,stocked,8,7,1,1,5,515,21,64,1134,72,2135627,6,stakt
22770,stocking,6,5,1,2,6,649,11,134,937,121,4613692,7,stakIN
22771,stockings,1,0,1,2,7,825,2,190,717,28,9044052,7,stakINz
22777,stocks,11,8,3,1,5,609,27,208,8674,1959,21451668,6,staks
22778,stocky,6,5,1,2,5,515,27,9,395,9,138963,5,staki
22780,stodgy,2,2,0,2,5,609,6,8,166,13,77033,5,staJi
22781,stoic,3,0,3,2,5,519,5,21,453,49,275967,6,stoIk
22783,stoics,2,0,2,2,6,629,4,3,44,1,66575,6,stoIks
22784,stoke,17,12,5,1,4,441,40,60,205,24,2552684,5,stok
22785,stoked,8,5,3,1,5,500,15,37,296,26,306269,5,stokt
22786,stoker,4,3,1,2,5,507,25,87,174,16,471905,5,stokR
22787,stole,15,11,4,1,4,559,54,2711,2959,635,2814273,5,stol
22789,stolid,1,0,1,2,6,483,3,2,126,6,56002,6,stal^d
22793,stomp,5,3,2,1,5,474,8,136,354,42,1169962,6,stamp
22794,stomped,3,1,2,1,6,629,4,50,496,31,194810,6,stampt
22795,stone,11,6,5,1,4,571,43,2072,18395,2160,42499580,5,ston
22797,stoned,7,5,2,1,5,584,12,254,486,82,875534,5,stond
22799,stones,6,4,2,1,5,589,26,581,5208,426,12612115,5,stonz
22804,stony,3,2,1,2,5,659,14,31,773,48,1907853,6,stoni
22805,stood,7,7,0,1,4,569,13,1315,27174,2276,11116938,4,stUd
22806,stooge,4,3,1,1,4,589,18,56,60,7,111159,5,stuJ
22808,stool,13,10,3,1,4,544,51,179,1604,89,3031945,5,stul
22810,stop,11,5,6,1,4,427,40,36071,48253,13759,77765310,5,stap
22813,stopped,10,7,3,1,5,589,14,3844,24307,3953,14957634,5,stapt
